idx,success,latency_ms,compute_ms,net_ms,overhead_bytes,hash_mode,details,m1_uav_compute_ms,m1_gs_compute_ms,m1_net_ms,m2_uav_verify_ms,m2_net_ms,puf_eval_ms,bch_ms,m3_uav_compute_ms,m3_gs_compute_ms,m3_net_ms,m4_uav_compute_ms,m4_net_ms,config,run_id,uav_id,row_uid,runnumber,repetition,seedset,suite,num_uavs,puf_ber,fe_profile,attack_mode,wall_latency_ms,fe_rep_ms,mac_ms,kdf_ms,dh_ms,aead_ms,gs_mac_ms,gs_kdf_ms,gs_dh_ms,gs_aead_ms,bytes_m1,bytes_m2,bytes_m3,bytes_m4,ephemeral_erased,replay_cache_hits
798,1,2.253629,0.452687,1.800942,1317,sha3,OMNeT++; module=UavAuthNetwork.uav[8]; config=Swarm20,0.289065,0.054401,0.249535,0.076411,0.22971,0.032881,0.193649,0.076411,0.172109,0.16648,0.0108,1.571232,Swarm20,Swarm20-10-20260922-20:31:48-1127387,8,Swarm20-10-20260922-20:31:48-1127387|phase2|8,10,10,10,sha3,20,,,,2.216957,0.193649,0.007095,0.010139,0.099313,0.001643,0.007264,0.016621,0.098552,0.002464,104,85,43,1085,1,0
799,1,2.236566,0.449191,1.787375,1317,sha3,OMNeT++; module=UavAuthNetwork.uav[9]; config=Swarm20,0.287301,0.046105,0.240678,0.0755,0.220333,0.032279,0.192908,0.0755,0.171588,0.179637,0.01089,1.567043,Swarm20,Swarm20-10-20260922-20:31:48-1127387,9,Swarm20-10-20260922-20:31:48-1127387|phase2|9,10,10,10,sha3,20,,,,2.20769,0.192908,0.006964,0.010108,0.098192,0.001603,0.006942,0.009827,0.097792,0.002194,104,85,43,1085,1,0
800,1,2.262058,0.455574,1.806484,1317,sha3,OMNeT++; module=UavAuthNetwork.uav[10]; config=Swarm20,0.293113,0.046977,0.270463,0.075871,0.243182,0.032189,0.198548,0.075871,0.172279,0.157468,0.010719,1.563303,Swarm20,Swarm20-10-20260922-20:31:48-1127387,10,Swarm20-10-20260922-20:31:48-1127387|phase2|10,10,10,10,sha3,20,,,,2.234416,0.198548,0.006973,0.010089,0.099213,0.001583,0.006942,0.009867,0.098171,0.002515,104,85,43,1085,1,0
801,1,2.246032,0.455472,1.79056,1317,sha3,OMNeT++; module=UavAuthNetwork.uav[11]; config=Swarm20,0.29204,0.046736,0.251799,0.076311,0.221794,0.032611,0.196834,0.076311,0.179121,0.184259,0.01081,1.568766,Swarm20,Swarm20-10-20260922-20:31:48-1127387,11,Swarm20-10-20260922-20:31:48-1127387|phase2|11,10,10,10,sha3,20,,,,2.226618,0.196834,0.007123,0.0101,0.099235,0.001623,0.006983,0.010099,0.105316,0.002494,104,85,43,1085,1,0
802,1,2.227942,0.448431,1.779511,1317,sha3,OMNeT++; module=UavAuthNetwork.uav[12]; config=Swarm20,0.285659,0.046906,0.253861,0.075991,0.228474,0.03243,0.190663,0.075991,0.172068,0.160232,0.01079,1.551037,Swarm20,Swarm20-10-20260922-20:31:48-1127387,12,Swarm20-10-20260922-20:31:48-1127387|phase2|12,10,10,10,sha3,20,,,,2.193605,0.190663,0.007062,0.010079,0.099253,0.001583,0.007034,0.009879,0.098362,0.002295,104,85,43,1085,1,0
803,1,2.228884,0.462146,1.766738,1317,sha3,OMNeT++; module=UavAuthNetwork.uav[13]; config=Swarm20,0.299264,0.046857,0.263643,0.076041,0.219585,0.03243,0.204158,0.076041,0.171968,0.167172,0.0108,1.547153,Swarm20,Swarm20-10-20260922-20:31:48-1127387,13,Swarm20-10-20260922-20:31:48-1127387|phase2|13,10,10,10,sha3,20,,,,2.197552,0.204158,0.006972,0.010129,0.099274,0.001643,0.006952,0.009948,0.098222,0.002345,104,85,43,1085,1,0
804,1,2.267211,0.456905,1.810306,1317,sha3,OMNeT++; module=UavAuthNetwork.uav[14]; config=Swarm20,0.285128,0.046766,0.240804,0.080629,0.213387,0.03253,0.190673,0.080629,0.171748,0.158516,0.010519,1.596919,Swarm20,Swarm20-10-20260922-20:31:48-1127387,14,Swarm20-10-20260922-20:31:48-1127387|phase2|14,10,10,10,sha3,20,,,,2.209626,0.190673,0.007024,0.010039,0.103622,0.001532,0.006913,0.009779,0.098212,0.002415,104,85,43,1085,1,0
805,1,2.254023,0.455795,1.798228,1317,sha3,OMNeT++; module=UavAuthNetwork.uav[15]; config=Swarm20,0.293203,0.046536,0.245213,0.075911,0.247326,0.03273,0.192446,0.075911,0.17279,0.171241,0.01077,1.550903,Swarm20,Swarm20-10-20260922-20:31:48-1127387,15,Swarm20-10-20260922-20:31:48-1127387|phase2|15,10,10,10,sha3,20,,,,2.214682,0.192446,0.006934,0.010098,0.099374,0.001663,0.006984,0.009879,0.098291,0.002524,104,85,43,1085,1,0
806,1,2.245046,0.456065,1.788981,1317,sha3,OMNeT++; module=UavAuthNetwork.uav[16]; config=Swarm20,0.281882,0.047398,0.253032,0.081531,0.220577,0.03243,0.187527,0.081531,0.174243,0.164703,0.011121,1.568404,Swarm20,Swarm20-10-20260922-20:31:48-1127387,16,Swarm20-10-20260922-20:31:48-1127387|phase2|16,10,10,10,sha3,20,,,,2.206715,0.187527,0.007113,0.010369,0.104023,0.001633,0.007133,0.010189,0.098652,0.002645,104,85,43,1085,1,0
807,1,2.225246,0.450694,1.774552,1317,sha3,OMNeT++; module=UavAuthNetwork.uav[17]; config=Swarm20,0.288364,0.046637,0.253244,0.07572,0.215486,0.03251,0.193188,0.07572,0.17314,0.174519,0.01089,1.559066,Swarm20,Swarm20-10-20260922-20:31:48-1127387,17,Swarm20-10-20260922-20:31:48-1127387|phase2|17,10,10,10,sha3,20,,,,2.202315,0.193188,0.007073,0.01025,0.098913,0.001684,0.006893,0.009879,0.098453,0.002464,104,85,43,1085,1,0
808,1,2.263437,0.457666,1.805771,1317,sha3,OMNeT++; module=UavAuthNetwork.uav[18]; config=Swarm20,0.294305,0.047218,0.243973,0.076321,0.24592,0.032359,0.199098,0.076321,0.172409,0.195535,0.010719,1.559851,Swarm20,Swarm20-10-20260922-20:31:48-1127387,18,Swarm20-10-20260922-20:31:48-1127387|phase2|18,10,10,10,sha3,20,,,,2.245279,0.199098,0.007125,0.010169,0.099604,0.001643,0.006924,0.009957,0.098523,0.002454,104,85,43,1085,1,0
809,1,2.270316,0.457898,1.812418,1317,sha3,OMNeT++; module=UavAuthNetwork.uav[19]; config=Swarm20,0.285158,0.046817,0.249294,0.08096,0.23966,0.03281,0.189951,0.08096,0.178781,0.181378,0.01082,1.572758,Swarm20,Swarm20-10-20260922-20:31:48-1127387,19,Swarm20-10-20260922-20:31:48-1127387|phase2|19,10,10,10,sha3,20,,,,2.24309,0.189951,0.006954,0.010078,0.103832,0.001703,0.006984,0.009999,0.098281,0.002364,104,85,43,1085,1,0
810,1,2.281474,0.483485,1.797989,1317,sha3,OMNeT++; module=UavAuthNetwork.uav[0]; config=Swarm20,0.310395,0.050033,0.243192,0.080048,0.2373,0.032861,0.201293,0.080048,0.180805,0.200266,0.012994,1.560688,Swarm20,Swarm20-11-20260922-20:31:49-1127387,0,Swarm20-11-20260922-20:31:49-1127387|phase2|0,11,11,11,sha3,20,,,,2.241446,0.201293,0.007975,0.01085,0.112218,0.002384,0.007715,0.01072,0.098552,0.008846,104,85,43,1085,1,0
811,1,2.263636,0.450695,1.812941,1317,sha3,OMNeT++; module=UavAuthNetwork.uav[1]; config=Swarm20,0.287061,0.046636,0.26763,0.075931,0.226632,0.03246,0.190563,0.075931,0.180865,0.165595,0.011772,1.586309,Swarm20,Swarm20-11-20260922-20:31:49-1127387,1,Swarm20-11-20260922-20:31:49-1127387|phase2|1,11,11,11,sha3,20,,,,2.246167,0.190563,0.007002,0.010049,0.099054,0.001733,0.007103,0.009978,0.097852,0.002946,104,85,43,1085,1,0
812,1,2.241679,0.446627,1.795052,1317,sha3,OMNeT++; module=UavAuthNetwork.uav[2]; config=Swarm20,0.283184,0.046747,0.245179,0.075921,0.234582,0.0325,0.186375,0.075921,0.172689,0.180158,0.011601,1.560471,Swarm20,Swarm20-11-20260922-20:31:49-1127387,2,Swarm20-11-20260922-20:31:49-1127387|phase2|2,11,11,11,sha3,20,,,,2.22039,0.186375,0.007072,0.010039,0.099364,0.001603,0.007013,0.010058,0.098062,0.002545,104,85,43,1085,1,0
813,1,2.242433,0.444712,1.797721,1317,sha3,OMNeT++; module=UavAuthNetwork.uav[3]; config=Swarm20,0.281221,0.052767,0.262208,0.07599,0.227771,0.03228,0.185804,0.07599,0.17309,0.165456,0.011511,1.56995,Swarm20,Swarm20-11-20260922-20:31:49-1127387,3,Swarm20-11-20260922-20:31:49-1127387|phase2|3,11,11,11,sha3,20,,,,2.225385,0.185804,0.007034,0.010068,0.098964,0.001733,0.007112,0.009868,0.104373,0.002875,104,85,43,1085,1,0
814,1,2.270467,0.446306,1.824161,1317,sha3,OMNeT++; module=UavAuthNetwork.uav[4]; config=Swarm20,0.284146,0.046916,0.262513,0.07559,0.233904,0.032841,0.188349,0.07559,0.172019,0.165075,0.01098,1.590257,Swarm20,Swarm20-11-20260922-20:31:49-1127387,4,Swarm20-11-20260922-20:31:49-1127387|phase2|4,11,11,11,sha3,20,,,,2.251749,0.188349,0.006912,0.010109,0.098222,0.001593,0.006963,0.009877,0.097882,0.002464,104,85,43,1085,1,0
815,1,2.231192,0.446177,1.785015,1317,sha3,OMNeT++; module=UavAuthNetwork.uav[5]; config=Swarm20,0.283585,0.046265,0.249062,0.075881,0.222316,0.032159,0.188209,0.075881,0.172319,0.165779,0.01083,1.562699,Swarm20,Swarm20-11-20260922-20:31:49-1127387,5,Swarm20-11-20260922-20:31:49-1127387|phase2|5,11,11,11,sha3,20,,,,2.199855,0.188209,0.007092,0.010259,0.099034,0.001654,0.006934,0.009809,0.098142,0.002394,104,85,43,1085,1,0
816,1,2.264225,0.445375,1.81885,1317,sha3,OMNeT++; module=UavAuthNetwork.uav[6]; config=Swarm20,0.282904,0.046596,0.260891,0.07554,0.231045,0.032461,0.188749,0.07554,0.177419,0.165471,0.011391,1.587806,Swarm20,Swarm20-11-20260922-20:31:49-1127387,6,Swarm20-11-20260922-20:31:49-1127387|phase2|6,11,11,11,sha3,20,,,,2.245212,0.188749,0.007034,0.010059,0.098142,0.001653,0.006914,0.015178,0.09749,0.002374,104,85,43,1085,1,0
817,1,2.254014,0.44905,1.804964,1317,sha3,OMNeT++; module=UavAuthNetwork.uav[7]; config=Swarm20,0.28637,0.046076,0.242315,0.07577,0.246097,0.03247,0.191675,0.07577,0.172218,0.159698,0.01114,1.558867,Swarm20,Swarm20-11-20260922-20:31:49-1127387,7,Swarm20-11-20260922-20:31:49-1127387|phase2|7,11,11,11,sha3,20,,,,2.206978,0.191675,0.006984,0.009928,0.099044,0.001633,0.006893,0.009768,0.097971,0.002325,104,85,43,1085,1,0
818,1,2.249818,0.458297,1.791521,1317,sha3,OMNeT++; module=UavAuthNetwork.uav[8]; config=Swarm20,0.295577,0.047849,0.264405,0.07587,0.22276,0.03261,0.193118,0.07587,0.172199,0.176421,0.01098,1.568761,Swarm20,Swarm20-11-20260922-20:31:49-1127387,8,Swarm20-11-20260922-20:31:49-1127387|phase2|8,11,11,11,sha3,20,,,,2.232346,0.193118,0.007215,0.010048,0.106386,0.001593,0.007064,0.010149,0.098522,0.002464,104,85,43,1085,1,0
819,1,2.232968,0.449121,1.783847,1317,sha3,OMNeT++; module=UavAuthNetwork.uav[9]; config=Swarm20,0.286451,0.046516,0.248525,0.07583,0.227192,0.03278,0.190884,0.07583,0.173,0.171865,0.01101,1.556655,Swarm20,Swarm20-11-20260922-20:31:49-1127387,9,Swarm20-11-20260922-20:31:49-1127387|phase2|9,11,11,11,sha3,20,,,,2.204237,0.190884,0.007003,0.010149,0.098954,0.001683,0.006993,0.009908,0.098381,0.002305,104,85,43,1085,1,0
820,1,2.246663,0.466443,1.78022,1317,sha3,OMNeT++; module=UavAuthNetwork.uav[10]; config=Swarm20,0.30251,0.047137,0.252123,0.076361,0.22706,0.039924,0.198888,0.076361,0.171948,0.172275,0.011211,1.55316,Swarm20,Swarm20-11-20260922-20:31:49-1127387,10,Swarm20-11-20260922-20:31:49-1127387|phase2|10,11,11,11,sha3,20,,,,2.204617,0.198888,0.007344,0.01027,0.099453,0.001663,0.006992,0.009968,0.097922,0.002424,104,85,43,1085,1,0
821,1,2.257349,0.46461,1.792739,1317,sha3,OMNeT++; module=UavAuthNetwork.uav[11]; config=Swarm20,0.289466,0.046236,0.265592,0.082132,0.235221,0.03265,0.194029,0.082132,0.172199,0.176556,0.01088,1.557518,Swarm20,Swarm20-11-20260922-20:31:49-1127387,11,Swarm20-11-20260922-20:31:49-1127387|phase2|11,11,11,11,sha3,20,,,,2.234888,0.194029,0.006995,0.010229,0.104894,0.001623,0.006944,0.009948,0.098071,0.002495,104,85,43,1085,1,0
822,1,2.232461,0.444322,1.788139,1317,sha3,OMNeT++; module=UavAuthNetwork.uav[12]; config=Swarm20,0.283134,0.046627,0.246889,0.075109,0.216756,0.0324,0.188138,0.075109,0.171227,0.160722,0.01097,1.571383,Swarm20,Swarm20-11-20260922-20:31:49-1127387,12,Swarm20-11-20260922-20:31:49-1127387|phase2|12,11,11,11,sha3,20,,,,2.195749,0.188138,0.006903,0.009798,0.098332,0.001613,0.006903,0.009868,0.097661,0.002184,104,85,43,1085,1,0
823,1,2.268446,0.454801,1.813645,1317,sha3,OMNeT++; module=UavAuthNetwork.uav[13]; config=Swarm20,0.293203,0.046616,0.289124,0.075389,0.215231,0.0325,0.197466,0.075389,0.172209,0.161895,0.01082,1.598414,Swarm20,Swarm20-11-20260922-20:31:49-1127387,13,Swarm20-11-20260922-20:31:49-1127387|phase2|13,11,11,11,sha3,20,,,,2.264664,0.197466,0.007044,0.010028,0.098694,0.001723,0.006993,0.010068,0.09758,0.002515,104,85,43,1085,1,0
824,1,2.25767,0.43766,1.82001,1317,sha3,OMNeT++; module=UavAuthNetwork.uav[14]; config=Swarm20,0.27541,0.046576,0.293966,0.075099,0.231775,0.03259,0.180324,0.075099,0.178741,0.17963,0.012052,1.588235,Swarm20,Swarm20-11-20260922-20:31:49-1127387,14,Swarm20-11-20260922-20:31:49-1127387|phase2|14,11,11,11,sha3,20,,,,2.293606,0.180324,0.006993,0.009889,0.098292,0.001683,0.006863,0.009907,0.097831,0.002625,104,85,43,1085,1,0
825,1,2.226553,0.452878,1.773675,1317,sha3,OMNeT++; module=UavAuthNetwork.uav[15]; config=Swarm20,0.291139,0.046526,0.252359,0.07556,0.221653,0.032911,0.19468,0.07556,0.176566,0.167791,0.010619,1.552022,Swarm20,Swarm20-11-20260922-20:31:49-1127387,15,Swarm20-11-20260922-20:31:49-1127387|phase2|15,11,11,11,sha3,20,,,,2.193825,0.19468,0.007022,0.010179,0.098813,0.001623,0.006963,0.009889,0.10246,0.002204,104,85,43,1085,1,0
826,1,2.272118,0.463127,1.808991,1317,sha3,OMNeT++; module=UavAuthNetwork.uav[16]; config=Swarm20,0.287763,0.046907,0.256231,0.082212,0.252531,0.03274,0.191846,0.082212,0.171538,0.17227,0.01094,1.55646,Swarm20,Swarm20-11-20260922-20:31:49-1127387,16,Swarm20-11-20260922-20:31:49-1127387|phase2|16,11,11,11,sha3,20,,,,2.237491,0.191846,0.006883,0.010289,0.106076,0.001623,0.007013,0.009899,0.097591,0.002555,104,85,43,1085,1,0
827,1,2.230075,0.445596,1.784479,1317,sha3,OMNeT++; module=UavAuthNetwork.uav[17]; config=Swarm20,0.284206,0.046266,0.250879,0.07525,0.222121,0.03255,0.190283,0.07525,0.172579,0.175544,0.01089,1.562357,Swarm20,Swarm20-11-20260922-20:31:49-1127387,17,Swarm20-11-20260922-20:31:49-1127387|phase2|17,11,11,11,sha3,20,,,,2.210901,0.190283,0.006932,0.009959,0.098142,0.001582,0.006873,0.009988,0.097731,0.002324,104,85,43,1085,1,0
828,1,2.222292,0.456815,1.765477,1317,sha3,OMNeT++; module=UavAuthNetwork.uav[18]; config=Swarm20,0.295167,0.046907,0.278277,0.075379,0.217919,0.03241,0.200932,0.075379,0.171859,0.189056,0.01089,1.547558,Swarm20,Swarm20-11-20260922-20:31:49-1127387,18,Swarm20-11-20260922-20:31:49-1127387|phase2|18,11,11,11,sha3,20,,,,2.23281,0.200932,0.006923,0.009919,0.098662,0.001643,0.006943,0.009858,0.097561,0.002385,104,85,43,1085,1,0
829,1,2.223942,0.446767,1.777175,1317,sha3,OMNeT++; module=UavAuthNetwork.uav[19]; config=Swarm20,0.284917,0.046055,0.266505,0.0755,0.228961,0.03269,0.190183,0.0755,0.177258,0.160743,0.01085,1.548214,Swarm20,Swarm20-11-20260922-20:31:49-1127387,19,Swarm20-11-20260922-20:31:49-1127387|phase2|19,11,11,11,sha3,20,,,,2.204423,0.190183,0.006853,0.00999,0.098663,0.001643,0.006943,0.009787,0.097721,0.002494,104,85,43,1085,1,0
830,1,2.262181,0.483944,1.778237,1317,sha3,OMNeT++; module=UavAuthNetwork.uav[0]; config=Swarm20,0.310474,0.050624,0.244509,0.080268,0.221185,0.033302,0.200721,0.080268,0.184712,0.168734,0.012934,1.557052,Swarm20,Swarm20-12-20260922-20:31:49-1127387,0,Swarm20-12-20260922-20:31:49-1127387|phase2|0,12,12,12,sha3,20,,,,2.191479,0.200721,0.007924,0.01085,0.113671,0.002474,0.007664,0.01083,0.10272,0.008536,104,85,43,1085,1,0
831,1,2.246686,0.447958,1.798728,1317,sha3,OMNeT++; module=UavAuthNetwork.uav[1]; config=Swarm20,0.284126,0.046406,0.243126,0.07582,0.238509,0.03234,0.187477,0.07582,0.182859,0.172771,0.012192,1.560219,Swarm20,Swarm20-12-20260922-20:31:49-1127387,1,Swarm20-12-20260922-20:31:49-1127387|phase2|1,12,12,12,sha3,20,,,,2.214625,0.187477,0.007033,0.010099,0.098803,0.001834,0.007083,0.009899,0.097941,0.002835,104,85,43,1085,1,0
832,1,2.227777,0.450974,1.776803,1317,sha3,OMNeT++; module=UavAuthNetwork.uav[2]; config=Swarm20,0.287963,0.046967,0.245066,0.07576,0.215685,0.03218,0.191485,0.07576,0.171567,0.159394,0.011491,1.561119,Swarm20,Swarm20-12-20260922-20:31:49-1127387,2,Swarm20-12-20260922-20:31:49-1127387|phase2|2,12,12,12,sha3,20,,,,2.181263,0.191485,0.007074,0.010058,0.099405,0.001693,0.007063,0.009869,0.097921,0.002364,104,85,43,1085,1,0
833,1,2.241565,0.451586,1.789979,1317,sha3,OMNeT++; module=UavAuthNetwork.uav[3]; config=Swarm20,0.287823,0.056314,0.246009,0.076161,0.21792,0.032209,0.192746,0.076161,0.172179,0.196123,0.011441,1.572059,Swarm20,Swarm20-12-20260922-20:31:49-1127387,3,Swarm20-12-20260922-20:31:49-1127387|phase2|3,12,12,12,sha3,20,,,,2.232111,0.192746,0.007012,0.010269,0.098863,0.001693,0.01634,0.009858,0.098423,0.002445,104,85,43,1085,1,0
834,1,2.29144,0.447668,1.843772,1317,sha3,OMNeT++; module=UavAuthNetwork.uav[4]; config=Swarm20,0.285609,0.046717,0.268259,0.075399,0.256844,0.03233,0.189711,0.075399,0.172049,0.200591,0.011261,1.586928,Swarm20,Swarm20-12-20260922-20:31:49-1127387,4,Swarm20-12-20260922-20:31:49-1127387|phase2|4,12,12,12,sha3,20,,,,2.312622,0.189711,0.006953,0.009949,0.098273,0.001613,0.007014,0.009829,0.097981,0.002174,104,85,43,1085,1,0
835,1,2.256952,0.460914,1.796038,1317,sha3,OMNeT++; module=UavAuthNetwork.uav[5]; config=Swarm20,0.298483,0.046657,0.251215,0.07577,0.215106,0.032169,0.202996,0.07577,0.172128,0.175793,0.010891,1.580931,Swarm20,Swarm20-12-20260922-20:31:49-1127387,5,Swarm20-12-20260922-20:31:49-1127387|phase2|5,12,12,12,sha3,20,,,,2.223046,0.202996,0.006993,0.010028,0.099274,0.001673,0.006923,0.009767,0.097922,0.002484,104,85,43,1085,1,0
836,1,2.210635,0.445965,1.76467,1317,sha3,OMNeT++; module=UavAuthNetwork.uav[6]; config=Swarm20,0.284176,0.046306,0.242651,0.075249,0.215196,0.03209,0.189791,0.075249,0.180995,0.159741,0.011291,1.549474,Swarm20,Swarm20-12-20260922-20:31:49-1127387,6,Swarm20-12-20260922-20:31:49-1127387|phase2|6,12,12,12,sha3,20,,,,2.167063,0.189791,0.006954,0.009929,0.098153,0.001713,0.006831,0.010219,0.105977,0.002514,104,85,43,1085,1,0
837,1,2.244636,0.444101,1.800535,1317,sha3,OMNeT++; module=UavAuthNetwork.uav[7]; config=Swarm20,0.282503,0.046426,0.266857,0.075289,0.23928,0.03227,0.187217,0.075289,0.171918,0.172398,0.01102,1.561255,Swarm20,Swarm20-12-20260922-20:31:49-1127387,7,Swarm20-12-20260922-20:31:49-1127387|phase2|7,12,12,12,sha3,20,,,,2.23979,0.187217,0.006953,0.010028,0.098884,0.001563,0.006943,0.009879,0.097811,0.002144,104,85,43,1085,1,0
838,1,2.288515,0.457679,1.830836,1317,sha3,OMNeT++; module=UavAuthNetwork.uav[8]; config=Swarm20,0.295116,0.047148,0.261899,0.075791,0.217596,0.03258,0.198618,0.075791,0.171347,0.160178,0.010981,1.61324,Swarm20,Swarm20-12-20260922-20:31:49-1127387,8,Swarm20-12-20260922-20:31:49-1127387|phase2|8,12,12,12,sha3,20,,,,2.252913,0.198618,0.006982,0.01015,0.099244,0.001683,0.006943,0.010039,0.097601,0.002574,104,85,43,1085,1,0
839,1,2.243397,0.479547,1.76385,1317,sha3,OMNeT++; module=UavAuthNetwork.uav[9]; config=Swarm20,0.28634,0.055944,0.290653,0.087622,0.214722,0.03228,0.191284,0.087622,0.172309,0.196698,0.017963,1.549128,Swarm20,Swarm20-12-20260922-20:31:49-1127387,9,Swarm20-12-20260922-20:31:49-1127387|phase2|9,12,12,12,sha3,20,,,,2.251202,0.191284,0.010539,0.01074,0.105605,0.001974,0.008656,0.009838,0.104885,0.002865,104,85,43,1085,1,0
840,1,2.233949,0.45903,1.774919,1317,sha3,OMNeT++; module=UavAuthNetwork.uav[10]; config=Swarm20,0.296198,0.047107,0.247692,0.075881,0.221307,0.03252,0.19973,0.075881,0.170816,0.170454,0.01107,1.553613,Swarm20,Swarm20-12-20260922-20:31:49-1127387,10,Swarm20-12-20260922-20:31:49-1127387|phase2|10,12,12,12,sha3,20,,,,2.193065,0.19973,0.006952,0.010069,0.099293,0.001643,0.006912,0.009968,0.097651,0.002204,104,85,43,1085,1,0
841,1,2.268956,0.491029,1.777927,1317,sha3,OMNeT++; module=UavAuthNetwork.uav[11]; config=Swarm20,0.317498,0.051856,0.25184,0.08119,0.225297,0.03235,0.221209,0.08119,0.171818,0.165193,0.011151,1.55263,Swarm20,Swarm20-12-20260922-20:31:49-1127387,11,Swarm20-12-20260922-20:31:49-1127387|phase2|11,12,12,12,sha3,20,,,,2.194959,0.221209,0.007054,0.010339,0.104593,0.001663,0.007103,0.009879,0.097982,0.002635,104,85,43,1085,1,0
842,1,2.290086,0.472185,1.817901,1317,sha3,OMNeT++; module=UavAuthNetwork.uav[12]; config=Swarm20,0.309443,0.047508,0.242685,0.075821,0.234915,0.03221,0.212834,0.075821,0.172008,0.16333,0.0111,1.582986,Swarm20,Swarm20-12-20260922-20:31:49-1127387,12,Swarm20-12-20260922-20:31:49-1127387|phase2|12,12,12,12,sha3,20,,,,2.223916,0.212834,0.007093,0.010348,0.099804,0.001723,0.006931,0.010059,0.098013,0.002775,104,85,43,1085,1,0
843,1,2.279293,0.507499,1.771794,1317,sha3,OMNeT++; module=UavAuthNetwork.uav[13]; config=Swarm20,0.309212,0.047127,0.246227,0.093052,0.222661,0.032319,0.212142,0.093052,0.201423,0.174937,0.012183,1.549133,Swarm20,Swarm20-12-20260922-20:31:49-1127387,13,Swarm20-12-20260922-20:31:49-1127387|phase2|13,12,12,12,sha3,20,,,,2.192959,0.212142,0.010098,0.011781,0.112398,0.001953,0.007133,0.014407,0.107029,0.003066,104,85,43,1085,1,0
844,1,2.275476,0.505405,1.770071,1317,sha3,OMNeT++; module=UavAuthNetwork.uav[14]; config=Swarm20,0.311156,0.04845,0.245807,0.090978,0.214787,0.032681,0.212323,0.090978,0.199109,0.16091,0.012293,1.555284,Swarm20,Swarm20-12-20260922-20:31:49-1127387,14,Swarm20-12-20260922-20:31:49-1127387|phase2|14,12,12,12,sha3,20,,,,2.176789,0.212323,0.007263,0.012633,0.112569,0.001964,0.009198,0.014486,0.109804,0.003116,104,85,43,1085,1,0
845,1,2.264692,0.473595,1.791097,1317,sha3,OMNeT++; module=UavAuthNetwork.uav[15]; config=Swarm20,0.307749,0.048059,0.252506,0.076952,0.235443,0.032981,0.208155,0.076952,0.177108,0.193584,0.011942,1.555654,Swarm20,Swarm20-12-20260922-20:31:49-1127387,15,Swarm20-12-20260922-20:31:49-1127387|phase2|15,12,12,12,sha3,20,,,,2.237187,0.208155,0.007222,0.010369,0.100577,0.001853,0.007813,0.010219,0.098582,0.002705,104,85,43,1085,1,0
846,1,2.240684,0.45975,1.780934,1317,sha3,OMNeT++; module=UavAuthNetwork.uav[16]; config=Swarm20,0.295447,0.04812,0.240831,0.076351,0.221224,0.03252,0.197686,0.076351,0.18333,0.17946,0.011601,1.55971,Swarm20,Swarm20-12-20260922-20:31:49-1127387,16,Swarm20-12-20260922-20:31:49-1127387|phase2|16,12,12,12,sha3,20,,,,2.201225,0.197686,0.007104,0.01019,0.099604,0.001774,0.007152,0.010129,0.098612,0.002936,104,85,43,1085,1,0
847,1,2.309771,0.494875,1.814896,1317,sha3,OMNeT++; module=UavAuthNetwork.uav[17]; config=Swarm20,0.305666,0.048269,0.264201,0.088814,0.251798,0.03285,0.202215,0.088814,0.184251,0.168862,0.011581,1.563098,Swarm20,Swarm20-12-20260922-20:31:49-1127387,17,Swarm20-12-20260922-20:31:49-1127387|phase2|17,12,12,12,sha3,20,,,,2.247959,0.202215,0.007565,0.017342,0.110413,0.001784,0.007134,0.0111,0.107309,0.003236,104,85,43,1085,1,0
848,1,2.235742,0.461505,1.774237,1317,sha3,OMNeT++; module=UavAuthNetwork.uav[18]; config=Swarm20,0.29728,0.047588,0.247948,0.076412,0.223263,0.033522,0.193539,0.076412,0.17322,0.186694,0.011401,1.550974,Swarm20,Swarm20-12-20260922-20:31:49-1127387,18,Swarm20-12-20260922-20:31:49-1127387|phase2|18,12,12,12,sha3,20,,,,2.208879,0.193539,0.007183,0.010219,0.099885,0.001743,0.007003,0.010119,0.098072,0.002625,104,85,43,1085,1,0
849,1,2.279555,0.46422,1.815335,1317,sha3,OMNeT++; module=UavAuthNetwork.uav[19]; config=Swarm20,0.301218,0.047107,0.243394,0.076031,0.227538,0.033031,0.204759,0.076031,0.172248,0.177419,0.01094,1.587797,Swarm20,Swarm20-12-20260922-20:31:49-1127387,19,Swarm20-12-20260922-20:31:49-1127387|phase2|19,12,12,12,sha3,20,,,,2.236147,0.204759,0.007094,0.010099,0.099223,0.001723,0.006972,0.010108,0.098042,0.002505,104,85,43,1085,1,0
850,1,2.352093,0.537694,1.814399,1317,sha3,OMNeT++; module=UavAuthNetwork.uav[0]; config=Swarm20,0.352933,0.058308,0.242492,0.085227,0.254114,0.033011,0.234725,0.085227,0.195411,0.171156,0.014307,1.560285,Swarm20,Swarm20-13-20260922-20:31:49-1127387,0,Swarm20-13-20260922-20:31:49-1127387|phase2|0,13,13,13,sha3,20,,,,2.228047,0.234725,0.009006,0.011762,0.123229,0.002795,0.009337,0.014727,0.106067,0.010239,104,85,43,1085,1,0
