idx,run_id,config,runnumber,repetition,seedset,suite,num_uavs,puf_ber,fe_profile,attack_mode,num_enrolled,auth_attempts,auth_successes,auth_success_rate,device_auth_success_rate,fe_reproduction_failures,successes,trials,rate,wilson_lo,wilson_hi,rule_of_three_upper_failure
0,ArbiterPuf-0-20260810-14:59:42-740294,ArbiterPuf,0,0,0,sha3,10,,,,10,10,10,1.0,1.0,0,10,10,1.0,0.722459831,1.0,0.3
1,ArbiterPuf-1-20260810-14:59:43-740294,ArbiterPuf,1,1,1,sha3,10,,,,10,9,9,1.0,0.9,1,9,10,0.9,0.595843615,0.98212425,
2,ArbiterPuf-10-20260810-14:59:49-740294,ArbiterPuf,10,10,10,sha3,10,,,,10,10,10,1.0,1.0,0,10,10,1.0,0.722459831,1.0,0.3
3,ArbiterPuf-11-20260810-14:59:49-740294,ArbiterPuf,11,11,11,sha3,10,,,,10,10,10,1.0,1.0,0,10,10,1.0,0.722459831,1.0,0.3
4,ArbiterPuf-12-20260810-14:59:50-740294,ArbiterPuf,12,12,12,sha3,10,,,,10,10,10,1.0,1.0,0,10,10,1.0,0.722459831,1.0,0.3
5,ArbiterPuf-13-20260810-14:59:51-740294,ArbiterPuf,13,13,13,sha3,10,,,,10,10,10,1.0,1.0,0,10,10,1.0,0.722459831,1.0,0.3
6,ArbiterPuf-14-20260810-14:59:51-740294,ArbiterPuf,14,14,14,sha3,10,,,,10,10,10,1.0,1.0,0,10,10,1.0,0.722459831,1.0,0.3
7,ArbiterPuf-15-20260810-14:59:52-740294,ArbiterPuf,15,15,15,sha3,10,,,,10,10,10,1.0,1.0,0,10,10,1.0,0.722459831,1.0,0.3
8,ArbiterPuf-16-20260810-14:59:52-740294,ArbiterPuf,16,16,16,sha3,10,,,,10,10,10,1.0,1.0,0,10,10,1.0,0.722459831,1.0,0.3
9,ArbiterPuf-17-20260810-14:59:53-740294,ArbiterPuf,17,17,17,sha3,10,,,,10,10,10,1.0,1.0,0,10,10,1.0,0.722459831,1.0,0.3
10,ArbiterPuf-18-20260810-14:59:54-740294,ArbiterPuf,18,18,18,sha3,10,,,,10,10,10,1.0,1.0,0,10,10,1.0,0.722459831,1.0,0.3
11,ArbiterPuf-19-20260810-14:59:54-740294,ArbiterPuf,19,19,19,sha3,10,,,,10,10,10,1.0,1.0,0,10,10,1.0,0.722459831,1.0,0.3
12,ArbiterPuf-2-20260810-14:59:44-740294,ArbiterPuf,2,2,2,sha3,10,,,,10,10,10,1.0,1.0,0,10,10,1.0,0.722459831,1.0,0.3
13,ArbiterPuf-20-20260810-14:59:55-740294,ArbiterPuf,20,20,20,sha3,10,,,,10,10,10,1.0,1.0,0,10,10,1.0,0.722459831,1.0,0.3
14,ArbiterPuf-21-20260810-14:59:56-740294,ArbiterPuf,21,21,21,sha3,10,,,,10,10,10,1.0,1.0,0,10,10,1.0,0.722459831,1.0,0.3
15,ArbiterPuf-22-20260810-14:59:56-740294,ArbiterPuf,22,22,22,sha3,10,,,,10,9,9,1.0,0.9,1,9,10,0.9,0.595843615,0.98212425,
16,ArbiterPuf-23-20260810-14:59:57-740294,ArbiterPuf,23,23,23,sha3,10,,,,10,10,10,1.0,1.0,0,10,10,1.0,0.722459831,1.0,0.3
17,ArbiterPuf-24-20260810-14:59:57-740294,ArbiterPuf,24,24,24,sha3,10,,,,10,10,10,1.0,1.0,0,10,10,1.0,0.722459831,1.0,0.3
18,ArbiterPuf-25-20260810-14:59:58-740294,ArbiterPuf,25,25,25,sha3,10,,,,10,10,10,1.0,1.0,0,10,10,1.0,0.722459831,1.0,0.3
19,ArbiterPuf-26-20260810-14:59:59-740294,ArbiterPuf,26,26,26,sha3,10,,,,10,10,10,1.0,1.0,0,10,10,1.0,0.722459831,1.0,0.3
20,ArbiterPuf-27-20260810-14:59:59-740294,ArbiterPuf,27,27,27,sha3,10,,,,10,10,10,1.0,1.0,0,10,10,1.0,0.722459831,1.0,0.3
21,ArbiterPuf-28-20260810-15:00:00-740294,ArbiterPuf,28,28,28,sha3,10,,,,10,10,10,1.0,1.0,0,10,10,1.0,0.722459831,1.0,0.3
22,ArbiterPuf-29-20260810-15:00:01-740294,ArbiterPuf,29,29,29,sha3,10,,,,10,10,10,1.0,1.0,0,10,10,1.0,0.722459831,1.0,0.3
23,ArbiterPuf-3-20260810-14:59:44-740294,ArbiterPuf,3,3,3,sha3,10,,,,10,10,10,1.0,1.0,0,10,10,1.0,0.722459831,1.0,0.3
24,ArbiterPuf-4-20260810-14:59:45-740294,ArbiterPuf,4,4,4,sha3,10,,,,10,10,10,1.0,1.0,0,10,10,1.0,0.722459831,1.0,0.3
25,ArbiterPuf-5-20260810-14:59:46-740294,ArbiterPuf,5,5,5,sha3,10,,,,10,10,10,1.0,1.0,0,10,10,1.0,0.722459831,1.0,0.3
26,ArbiterPuf-6-20260810-14:59:46-740294,ArbiterPuf,6,6,6,sha3,10,,,,10,10,10,1.0,1.0,0,10,10,1.0,0.722459831,1.0,0.3
27,ArbiterPuf-7-20260810-14:59:47-740294,ArbiterPuf,7,7,7,sha3,10,,,,10,10,10,1.0,1.0,0,10,10,1.0,0.722459831,1.0,0.3
28,ArbiterPuf-8-20260810-14:59:47-740294,ArbiterPuf,8,8,8,sha3,10,,,,10,10,10,1.0,1.0,0,10,10,1.0,0.722459831,1.0,0.3
29,ArbiterPuf-9-20260810-14:59:48-740294,ArbiterPuf,9,9,9,sha3,10,,,,10,10,10,1.0,1.0,0,10,10,1.0,0.722459831,1.0,0.3
30,AtkCredentialSniff-0-20260810-15:01:01-741521,AtkCredentialSniff,0,0,0,sha3,10,,,,10,10,10,1.0,1.0,0,10,10,1.0,0.722459831,1.0,0.3
31,AtkCredentialSniff-1-20260810-15:01:01-741521,AtkCredentialSniff,1,1,1,sha3,10,,,,10,10,10,1.0,1.0,0,10,10,1.0,0.722459831,1.0,0.3
32,AtkCredentialSniff-2-20260810-15:01:01-741521,AtkCredentialSniff,2,2,2,sha3,10,,,,10,10,10,1.0,1.0,0,10,10,1.0,0.722459831,1.0,0.3
33,AtkCredentialSniff-3-20260810-15:01:01-741521,AtkCredentialSniff,3,3,3,sha3,10,,,,10,10,10,1.0,1.0,0,10,10,1.0,0.722459831,1.0,0.3
34,AtkCredentialSniff-4-20260810-15:01:01-741521,AtkCredentialSniff,4,4,4,sha3,10,,,,10,10,10,1.0,1.0,0,10,10,1.0,0.722459831,1.0,0.3
35,AtkGsImpersonate-0-20260810-15:01:00-741515,AtkGsImpersonate,0,0,0,sha3,10,,,,10,0,0,0.0,0.0,10,0,10,0.0,0.0,0.277540169,
36,AtkGsImpersonate-1-20260810-15:01:00-741515,AtkGsImpersonate,1,1,1,sha3,10,,,,10,0,0,0.0,0.0,10,0,10,0.0,0.0,0.277540169,
37,AtkGsImpersonate-2-20260810-15:01:00-741515,AtkGsImpersonate,2,2,2,sha3,10,,,,10,0,0,0.0,0.0,10,0,10,0.0,0.0,0.277540169,
38,AtkGsImpersonate-3-20260810-15:01:00-741515,AtkGsImpersonate,3,3,3,sha3,10,,,,10,0,0,0.0,0.0,10,0,10,0.0,0.0,0.277540169,
39,AtkGsImpersonate-4-20260810-15:01:00-741515,AtkGsImpersonate,4,4,4,sha3,10,,,,10,0,0,0.0,0.0,10,0,10,0.0,0.0,0.277540169,
40,AtkLegacyGsImpersonate-0-20260810-15:01:00-741517,AtkLegacyGsImpersonate,0,0,0,sha3,10,,,,10,0,0,0.0,0.0,10,0,10,0.0,0.0,0.277540169,
41,AtkLegacyGsImpersonate-1-20260810-15:01:00-741517,AtkLegacyGsImpersonate,1,1,1,sha3,10,,,,10,0,0,0.0,0.0,10,0,10,0.0,0.0,0.277540169,
42,AtkLegacyGsImpersonate-2-20260810-15:01:00-741517,AtkLegacyGsImpersonate,2,2,2,sha3,10,,,,10,0,0,0.0,0.0,10,0,10,0.0,0.0,0.277540169,
43,AtkLegacyGsImpersonate-3-20260810-15:01:00-741517,AtkLegacyGsImpersonate,3,3,3,sha3,10,,,,10,0,0,0.0,0.0,10,0,10,0.0,0.0,0.277540169,
44,AtkLegacyGsImpersonate-4-20260810-15:01:00-741517,AtkLegacyGsImpersonate,4,4,4,sha3,10,,,,10,0,0,0.0,0.0,10,0,10,0.0,0.0,0.277540169,
45,AtkReplayM1-0-20260810-15:01:00-741519,AtkReplayM1,0,0,0,sha3,10,,,,10,11,10,0.909090909,1.0,-1,10,10,1.0,0.722459831,1.0,0.3
46,AtkReplayM1-1-20260810-15:01:00-741519,AtkReplayM1,1,1,1,sha3,10,,,,10,11,10,0.909090909,1.0,-1,10,10,1.0,0.722459831,1.0,0.3
47,AtkReplayM1-2-20260810-15:01:00-741519,AtkReplayM1,2,2,2,sha3,10,,,,10,11,10,0.909090909,1.0,-1,10,10,1.0,0.722459831,1.0,0.3
48,AtkReplayM1-3-20260810-15:01:01-741519,AtkReplayM1,3,3,3,sha3,10,,,,10,11,10,0.909090909,1.0,-1,10,10,1.0,0.722459831,1.0,0.3
49,AtkReplayM1-4-20260810-15:01:01-741519,AtkReplayM1,4,4,4,sha3,10,,,,10,11,10,0.909090909,1.0,-1,10,10,1.0,0.722459831,1.0,0.3
50,Baseline5UAV-0-20260810-14:59:38-740110,Baseline5UAV,0,0,0,sha3,5,,,,5,5,5,1.0,1.0,0,5,5,1.0,0.565508505,1.0,0.6
51,Baseline5UAV-1-20260810-14:59:38-740110,Baseline5UAV,1,1,1,sha3,5,,,,5,5,5,1.0,1.0,0,5,5,1.0,0.565508505,1.0,0.6
52,Baseline5UAV-10-20260810-14:59:38-740110,Baseline5UAV,10,10,10,sha3,5,,,,5,5,5,1.0,1.0,0,5,5,1.0,0.565508505,1.0,0.6
53,Baseline5UAV-11-20260810-14:59:38-740110,Baseline5UAV,11,11,11,sha3,5,,,,5,5,5,1.0,1.0,0,5,5,1.0,0.565508505,1.0,0.6
54,Baseline5UAV-12-20260810-14:59:39-740110,Baseline5UAV,12,12,12,sha3,5,,,,5,5,5,1.0,1.0,0,5,5,1.0,0.565508505,1.0,0.6
55,Baseline5UAV-13-20260810-14:59:39-740110,Baseline5UAV,13,13,13,sha3,5,,,,5,5,5,1.0,1.0,0,5,5,1.0,0.565508505,1.0,0.6
56,Baseline5UAV-14-20260810-14:59:39-740110,Baseline5UAV,14,14,14,sha3,5,,,,5,5,5,1.0,1.0,0,5,5,1.0,0.565508505,1.0,0.6
57,Baseline5UAV-15-20260810-14:59:39-740110,Baseline5UAV,15,15,15,sha3,5,,,,5,5,5,1.0,1.0,0,5,5,1.0,0.565508505,1.0,0.6
58,Baseline5UAV-16-20260810-14:59:39-740110,Baseline5UAV,16,16,16,sha3,5,,,,5,5,5,1.0,1.0,0,5,5,1.0,0.565508505,1.0,0.6
59,Baseline5UAV-17-20260810-14:59:39-740110,Baseline5UAV,17,17,17,sha3,5,,,,5,5,5,1.0,1.0,0,5,5,1.0,0.565508505,1.0,0.6
60,Baseline5UAV-18-20260810-14:59:39-740110,Baseline5UAV,18,18,18,sha3,5,,,,5,5,5,1.0,1.0,0,5,5,1.0,0.565508505,1.0,0.6
61,Baseline5UAV-19-20260810-14:59:39-740110,Baseline5UAV,19,19,19,sha3,5,,,,5,5,5,1.0,1.0,0,5,5,1.0,0.565508505,1.0,0.6
62,Baseline5UAV-2-20260810-14:59:38-740110,Baseline5UAV,2,2,2,sha3,5,,,,5,5,5,1.0,1.0,0,5,5,1.0,0.565508505,1.0,0.6
63,Baseline5UAV-20-20260810-14:59:39-740110,Baseline5UAV,20,20,20,sha3,5,,,,5,5,5,1.0,1.0,0,5,5,1.0,0.565508505,1.0,0.6
64,Baseline5UAV-21-20260810-14:59:39-740110,Baseline5UAV,21,21,21,sha3,5,,,,5,5,5,1.0,1.0,0,5,5,1.0,0.565508505,1.0,0.6
65,Baseline5UAV-22-20260810-14:59:39-740110,Baseline5UAV,22,22,22,sha3,5,,,,5,5,5,1.0,1.0,0,5,5,1.0,0.565508505,1.0,0.6
66,Baseline5UAV-23-20260810-14:59:39-740110,Baseline5UAV,23,23,23,sha3,5,,,,5,5,5,1.0,1.0,0,5,5,1.0,0.565508505,1.0,0.6
67,Baseline5UAV-24-20260810-14:59:39-740110,Baseline5UAV,24,24,24,sha3,5,,,,5,5,5,1.0,1.0,0,5,5,1.0,0.565508505,1.0,0.6
68,Baseline5UAV-25-20260810-14:59:39-740110,Baseline5UAV,25,25,25,sha3,5,,,,5,5,5,1.0,1.0,0,5,5,1.0,0.565508505,1.0,0.6
69,Baseline5UAV-26-20260810-14:59:39-740110,Baseline5UAV,26,26,26,sha3,5,,,,5,5,5,1.0,1.0,0,5,5,1.0,0.565508505,1.0,0.6
70,Baseline5UAV-27-20260810-14:59:39-740110,Baseline5UAV,27,27,27,sha3,5,,,,5,5,5,1.0,1.0,0,5,5,1.0,0.565508505,1.0,0.6
71,Baseline5UAV-28-20260810-14:59:39-740110,Baseline5UAV,28,28,28,sha3,5,,,,5,5,5,1.0,1.0,0,5,5,1.0,0.565508505,1.0,0.6
72,Baseline5UAV-29-20260810-14:59:39-740110,Baseline5UAV,29,29,29,sha3,5,,,,5,5,5,1.0,1.0,0,5,5,1.0,0.565508505,1.0,0.6
73,Baseline5UAV-3-20260810-14:59:38-740110,Baseline5UAV,3,3,3,sha3,5,,,,5,5,5,1.0,1.0,0,5,5,1.0,0.565508505,1.0,0.6
74,Baseline5UAV-4-20260810-14:59:38-740110,Baseline5UAV,4,4,4,sha3,5,,,,5,5,5,1.0,1.0,0,5,5,1.0,0.565508505,1.0,0.6
75,Baseline5UAV-5-20260810-14:59:38-740110,Baseline5UAV,5,5,5,sha3,5,,,,5,5,5,1.0,1.0,0,5,5,1.0,0.565508505,1.0,0.6
76,Baseline5UAV-6-20260810-14:59:38-740110,Baseline5UAV,6,6,6,sha3,5,,,,5,5,5,1.0,1.0,0,5,5,1.0,0.565508505,1.0,0.6
77,Baseline5UAV-7-20260810-14:59:38-740110,Baseline5UAV,7,7,7,sha3,5,,,,5,5,5,1.0,1.0,0,5,5,1.0,0.565508505,1.0,0.6
78,Baseline5UAV-8-20260810-14:59:38-740110,Baseline5UAV,8,8,8,sha3,5,,,,5,5,5,1.0,1.0,0,5,5,1.0,0.565508505,1.0,0.6
79,Baseline5UAV-9-20260810-14:59:38-740110,Baseline5UAV,9,9,9,sha3,5,,,,5,5,5,1.0,1.0,0,5,5,1.0,0.565508505,1.0,0.6
80,BaselineECDSA-0-20260810-16:20:18-769602,BaselineECDSA,0,0,0,ecdsa-p256,10,,,,10,10,10,1.0,1.0,0,10,10,1.0,0.722459831,1.0,0.3
81,BaselineECDSA-1-20260810-16:20:18-769602,BaselineECDSA,1,1,1,ecdsa-p256,10,,,,10,10,10,1.0,1.0,0,10,10,1.0,0.722459831,1.0,0.3
82,BaselineECDSA-10-20260810-16:20:18-769602,BaselineECDSA,10,10,10,ecdsa-p256,10,,,,10,10,10,1.0,1.0,0,10,10,1.0,0.722459831,1.0,0.3
83,BaselineECDSA-11-20260810-16:20:18-769602,BaselineECDSA,11,11,11,ecdsa-p256,10,,,,10,10,10,1.0,1.0,0,10,10,1.0,0.722459831,1.0,0.3
84,BaselineECDSA-12-20260810-16:20:18-769602,BaselineECDSA,12,12,12,ecdsa-p256,10,,,,10,10,10,1.0,1.0,0,10,10,1.0,0.722459831,1.0,0.3
85,BaselineECDSA-13-20260810-16:20:18-769602,BaselineECDSA,13,13,13,ecdsa-p256,10,,,,10,10,10,1.0,1.0,0,10,10,1.0,0.722459831,1.0,0.3
86,BaselineECDSA-14-20260810-16:20:18-769602,BaselineECDSA,14,14,14,ecdsa-p256,10,,,,10,10,10,1.0,1.0,0,10,10,1.0,0.722459831,1.0,0.3
87,BaselineECDSA-15-20260810-16:20:18-769602,BaselineECDSA,15,15,15,ecdsa-p256,10,,,,10,10,10,1.0,1.0,0,10,10,1.0,0.722459831,1.0,0.3
88,BaselineECDSA-16-20260810-16:20:18-769602,BaselineECDSA,16,16,16,ecdsa-p256,10,,,,10,10,10,1.0,1.0,0,10,10,1.0,0.722459831,1.0,0.3
