idx,success,latency_ms,compute_ms,net_ms,overhead_bytes,hash_mode,details,m1_uav_compute_ms,m1_gs_compute_ms,m1_net_ms,m2_uav_verify_ms,m2_net_ms,puf_eval_ms,bch_ms,m3_uav_compute_ms,m3_gs_compute_ms,m3_net_ms,m4_uav_compute_ms,m4_net_ms,config,run_id,uav_id,row_uid,runnumber,repetition,seedset,suite,num_uavs,puf_ber,fe_profile,attack_mode,wall_latency_ms,fe_rep_ms,mac_ms,kdf_ms,dh_ms,aead_ms,gs_mac_ms,gs_kdf_ms,gs_dh_ms,gs_aead_ms,bytes_m1,bytes_m2,bytes_m3,bytes_m4,ephemeral_erased,replay_cache_hits
117,1,2.38876,1.267576,1.121184,777,sha3,OMNeT++; module=UavAuthNetwork.uav[7]; config=ArbiterPuf,1.093875,0.048009,0.26162,0.082202,0.238253,0.831229,0.194099,0.082202,0.127286,0.166402,0.009297,0.882931,ArbiterPuf,ArbiterPuf-19-20260922-20:32:01-1127388,7,ArbiterPuf-19-20260922-20:32:01-1127388|phase2|7,19,19,19,sha3,10,,,,1.549205,0.194099,0.007203,0.0106,0.105665,0.001362,0.007193,0.01048,0.098093,0.002084,104,85,43,545,1,0
118,1,2.374098,1.282665,1.091433,777,sha3,OMNeT++; module=UavAuthNetwork.uav[8]; config=ArbiterPuf,1.109194,0.04891,0.247189,0.082172,0.250826,0.835086,0.207184,0.082172,0.129821,0.160578,0.009127,0.840606,ArbiterPuf,ArbiterPuf-19-20260922-20:32:01-1127388,8,ArbiterPuf-19-20260922-20:32:01-1127388|phase2|8,19,19,19,sha3,10,,,,1.499199,0.207184,0.007242,0.010911,0.105155,0.001453,0.007232,0.010569,0.100987,0.002224,104,85,43,545,1,0
119,1,2.325579,1.274448,1.051131,777,sha3,OMNeT++; module=UavAuthNetwork.uav[9]; config=ArbiterPuf,1.111327,0.047969,0.243888,0.077042,0.21794,0.854131,0.189852,0.077042,0.127997,0.181321,0.009037,0.83319,ArbiterPuf,ArbiterPuf-19-20260922-20:32:01-1127388,9,ArbiterPuf-19-20260922-20:32:01-1127388|phase2|9,19,19,19,sha3,10,,,,1.47634,0.189852,0.007204,0.01048,0.099925,0.001452,0.007053,0.01042,0.098282,0.001823,104,85,43,545,1,0
120,1,2.36911,1.290951,1.078159,777,sha3,OMNeT++; module=UavAuthNetwork.uav[0]; config=ArbiterPuf,1.118541,0.049491,0.263602,0.08088,0.248624,0.838372,0.197876,0.08088,0.134268,0.171762,0.01065,0.829535,ArbiterPuf,ArbiterPuf-2-20260922-20:31:51-1127388,0,ArbiterPuf-2-20260922-20:31:51-1127388|phase2|0,2,2,2,sha3,10,,,,1.513523,0.197876,0.007875,0.011021,0.116306,0.002204,0.007614,0.01049,0.098543,0.008887,104,85,43,545,1,0
121,1,2.322415,1.248952,1.073463,777,sha3,OMNeT++; module=UavAuthNetwork.uav[1]; config=ArbiterPuf,1.086792,0.047378,0.246729,0.076321,0.223881,0.830517,0.18901,0.076321,0.138947,0.182786,0.009518,0.849582,ArbiterPuf,ArbiterPuf-2-20260922-20:31:51-1127388,1,ArbiterPuf-2-20260922-20:31:51-1127388|phase2|1,2,2,2,sha3,10,,,,1.502978,0.18901,0.007082,0.010619,0.099886,0.001493,0.007344,0.010399,0.097541,0.002595,104,85,43,545,1,0
122,1,2.336353,1.253021,1.083332,777,sha3,OMNeT++; module=UavAuthNetwork.uav[2]; config=ArbiterPuf,1.089487,0.048289,0.258927,0.077093,0.2246,0.824326,0.197706,0.077093,0.126204,0.159875,0.009348,0.858733,ArbiterPuf,ArbiterPuf-2-20260922-20:31:51-1127388,2,ArbiterPuf-2-20260922-20:31:51-1127388|phase2|2,2,2,2,sha3,10,,,,1.502133,0.197706,0.007214,0.01031,0.100886,0.001443,0.007233,0.01052,0.098152,0.002044,104,85,43,545,1,0
123,1,2.33455,1.28535,1.0492,777,sha3,OMNeT++; module=UavAuthNetwork.uav[3]; config=ArbiterPuf,1.121947,0.048089,0.240712,0.077063,0.216164,0.859401,0.194921,0.077063,0.126634,0.204086,0.009277,0.833036,ArbiterPuf,ArbiterPuf-2-20260922-20:31:51-1127388,3,ArbiterPuf-2-20260922-20:31:51-1127388|phase2|3,2,2,2,sha3,10,,,,1.493998,0.194921,0.007284,0.01078,0.100967,0.001613,0.007254,0.01046,0.09792,0.002435,104,85,43,545,1,0
124,1,2.359367,1.288796,1.070571,777,sha3,OMNeT++; module=UavAuthNetwork.uav[4]; config=ArbiterPuf,1.110366,0.048781,0.255178,0.084446,0.229748,0.846187,0.195121,0.084446,0.127636,0.169948,0.009538,0.840823,ArbiterPuf,ArbiterPuf-2-20260922-20:31:51-1127388,4,ArbiterPuf-2-20260922-20:31:51-1127388|phase2|4,2,2,2,sha3,10,,,,1.495697,0.195121,0.014146,0.011,0.101929,0.001583,0.007383,0.01042,0.098162,0.002795,104,85,43,545,1,0
125,1,2.341226,1.276963,1.064263,777,sha3,OMNeT++; module=UavAuthNetwork.uav[5]; config=ArbiterPuf,1.114413,0.048329,0.26957,0.076591,0.217266,0.850284,0.195452,0.076591,0.138556,0.199652,0.009368,0.846997,ArbiterPuf,ArbiterPuf-2-20260922-20:31:51-1127388,5,ArbiterPuf-2-20260922-20:31:51-1127388|phase2|5,2,2,2,sha3,10,,,,1.533486,0.195452,0.007255,0.010829,0.101218,0.001563,0.007232,0.01068,0.105525,0.002675,104,85,43,545,1,0
126,1,2.361187,1.294737,1.06645,777,sha3,OMNeT++; module=UavAuthNetwork.uav[6]; config=ArbiterPuf,1.119973,0.052006,0.256803,0.082703,0.237282,0.846417,0.200141,0.082703,0.136734,0.160766,0.009358,0.829168,ArbiterPuf,ArbiterPuf-2-20260922-20:31:51-1127388,6,ArbiterPuf-2-20260922-20:31:51-1127388|phase2|6,2,2,2,sha3,10,,,,1.484019,0.200141,0.007524,0.01058,0.109212,0.001633,0.007454,0.013245,0.098662,0.002415,104,85,43,545,1,0
127,1,2.382508,1.309864,1.072644,777,sha3,OMNeT++; module=UavAuthNetwork.uav[7]; config=ArbiterPuf,1.130443,0.049061,0.251251,0.084957,0.239077,0.852578,0.208606,0.084957,0.133217,0.195254,0.009507,0.833566,ArbiterPuf,ArbiterPuf-2-20260922-20:31:51-1127388,7,ArbiterPuf-2-20260922-20:31:51-1127388|phase2|7,2,2,2,sha3,10,,,,1.519149,0.208606,0.007292,0.011491,0.108953,0.001633,0.007264,0.01069,0.103652,0.002434,104,85,43,545,1,0
128,1,2.346125,1.255764,1.090361,777,sha3,OMNeT++; module=UavAuthNetwork.uav[8]; config=ArbiterPuf,1.094166,0.04858,0.258522,0.076221,0.230213,0.831259,0.190112,0.076221,0.126313,0.184573,0.009156,0.860147,ArbiterPuf,ArbiterPuf-2-20260922-20:31:51-1127388,8,ArbiterPuf-2-20260922-20:31:51-1127388|phase2|8,2,2,2,sha3,10,,,,1.533456,0.190112,0.007263,0.01049,0.104122,0.001393,0.007204,0.010529,0.098321,0.001984,104,85,43,545,1,0
129,1,2.33633,1.272055,1.064275,777,sha3,OMNeT++; module=UavAuthNetwork.uav[9]; config=ArbiterPuf,1.098904,0.054121,0.248707,0.082052,0.230871,0.840005,0.191925,0.082052,0.125753,0.169293,0.009047,0.833405,ArbiterPuf,ArbiterPuf-2-20260922-20:31:51-1127388,9,ArbiterPuf-2-20260922-20:31:51-1127388|phase2|9,2,2,2,sha3,10,,,,1.482275,0.191925,0.007203,0.0106,0.105155,0.001423,0.007484,0.010349,0.097721,0.002214,104,85,43,545,1,0
130,1,2.391404,1.282333,1.109071,777,sha3,OMNeT++; module=UavAuthNetwork.uav[0]; config=ArbiterPuf,1.109734,0.050934,0.246544,0.080729,0.233015,0.825508,0.200571,0.080729,0.142313,0.175923,0.011141,0.876055,ArbiterPuf,ArbiterPuf-20-20260922-20:32:02-1127388,0,ArbiterPuf-20-20260922-20:32:02-1127388|phase2|0,20,20,20,sha3,10,,,,1.531538,0.200571,0.007895,0.01088,0.116475,0.002113,0.007504,0.01079,0.099754,0.008545,104,85,43,545,1,0
131,1,2.339824,1.250586,1.089238,777,sha3,OMNeT++; module=UavAuthNetwork.uav[1]; config=ArbiterPuf,1.087303,0.047278,0.244762,0.077023,0.227584,0.823524,0.196684,0.077023,0.126484,0.170783,0.009237,0.861654,ArbiterPuf,ArbiterPuf-20-20260922-20:32:02-1127388,1,ArbiterPuf-20-20260922-20:32:02-1127388|phase2|1,20,20,20,sha3,10,,,,1.504783,0.196684,0.007212,0.01058,0.100055,0.001453,0.007162,0.010249,0.097921,0.002104,104,85,43,545,1,0
132,1,2.341137,1.258099,1.083038,777,sha3,OMNeT++; module=UavAuthNetwork.uav[2]; config=ArbiterPuf,1.095538,0.047709,0.26148,0.076592,0.241441,0.832281,0.196493,0.076592,0.126073,0.168755,0.009377,0.841597,ArbiterPuf,ArbiterPuf-20-20260922-20:32:02-1127388,2,ArbiterPuf-20-20260922-20:32:02-1127388|phase2|2,20,20,20,sha3,10,,,,1.513273,0.196493,0.007135,0.010479,0.099925,0.001433,0.007183,0.010248,0.098061,0.001974,104,85,43,545,1,0
133,1,2.320521,1.247449,1.073072,777,sha3,OMNeT++; module=UavAuthNetwork.uav[3]; config=ArbiterPuf,1.07469,0.047287,0.265294,0.081731,0.235479,0.814147,0.19431,0.081731,0.132766,0.190003,0.009297,0.837594,ArbiterPuf,ArbiterPuf-20-20260922-20:32:02-1127388,3,ArbiterPuf-20-20260922-20:32:02-1127388|phase2|3,20,20,20,sha3,10,,,,1.528369,0.19431,0.007264,0.010811,0.104463,0.001593,0.007084,0.01043,0.104052,0.001974,104,85,43,545,1,0
134,1,2.326898,1.25307,1.073828,777,sha3,OMNeT++; module=UavAuthNetwork.uav[4]; config=ArbiterPuf,1.090979,0.052728,0.258158,0.076422,0.2238,0.823735,0.200852,0.076422,0.126164,0.162543,0.009247,0.850028,ArbiterPuf,ArbiterPuf-20-20260922-20:32:02-1127388,4,ArbiterPuf-20-20260922-20:32:02-1127388|phase2|4,20,20,20,sha3,10,,,,1.49453,0.200852,0.007072,0.010278,0.099565,0.001433,0.007183,0.01046,0.102449,0.001884,104,85,43,545,1,0
135,1,2.348716,1.235899,1.112817,777,sha3,OMNeT++; module=UavAuthNetwork.uav[5]; config=ArbiterPuf,1.073728,0.047568,0.271985,0.076392,0.235632,0.817303,0.190022,0.076392,0.126494,0.185593,0.009387,0.877185,ArbiterPuf,ArbiterPuf-20-20260922-20:32:02-1127388,5,ArbiterPuf-20-20260922-20:32:02-1127388|phase2|5,20,20,20,sha3,10,,,,1.570395,0.190022,0.007203,0.010278,0.100206,0.001483,0.007173,0.010298,0.098202,0.002054,104,85,43,545,1,0
136,1,2.334728,1.261797,1.072931,777,sha3,OMNeT++; module=UavAuthNetwork.uav[6]; config=ArbiterPuf,1.098464,0.053589,0.259037,0.077143,0.218529,0.834084,0.197425,0.077143,0.126865,0.170783,0.009047,0.854402,ArbiterPuf,ArbiterPuf-20-20260922-20:32:02-1127388,6,ArbiterPuf-20-20260922-20:32:02-1127388|phase2|6,20,20,20,sha3,10,,,,1.502751,0.197425,0.007184,0.010599,0.100426,0.001443,0.007434,0.010428,0.098422,0.002094,104,85,43,545,1,0
137,1,2.335177,1.255926,1.079251,777,sha3,OMNeT++; module=UavAuthNetwork.uav[7]; config=ArbiterPuf,1.093765,0.047298,0.242794,0.076512,0.221011,0.83203,0.195412,0.076512,0.126214,0.168069,0.009137,0.85824,ArbiterPuf,ArbiterPuf-20-20260922-20:32:02-1127388,7,ArbiterPuf-20-20260922-20:32:02-1127388|phase2|7,20,20,20,sha3,10,,,,1.490114,0.195412,0.007344,0.010239,0.099885,0.001493,0.007143,0.010319,0.098142,0.001924,104,85,43,545,1,0
138,1,2.32434,1.259742,1.064598,777,sha3,OMNeT++; module=UavAuthNetwork.uav[8]; config=ArbiterPuf,1.090248,0.048109,0.240637,0.080249,0.234561,0.831109,0.192887,0.080249,0.125492,0.181441,0.008996,0.830037,ArbiterPuf,ArbiterPuf-20-20260922-20:32:02-1127388,8,ArbiterPuf-20-20260922-20:32:02-1127388|phase2|8,20,20,20,sha3,10,,,,1.486676,0.192887,0.007045,0.010248,0.103943,0.001403,0.007252,0.010469,0.097661,0.002064,104,85,43,545,1,0
139,1,2.340893,1.243663,1.09723,777,sha3,OMNeT++; module=UavAuthNetwork.uav[9]; config=ArbiterPuf,1.079398,0.047858,0.27654,0.077604,0.251097,0.811011,0.200762,0.077604,0.126725,0.161255,0.009057,0.846133,ArbiterPuf,ArbiterPuf-20-20260922-20:32:02-1127388,9,ArbiterPuf-20-20260922-20:32:02-1127388|phase2|9,20,20,20,sha3,10,,,,1.535026,0.200762,0.007243,0.011081,0.100565,0.001403,0.007174,0.01039,0.098131,0.002154,104,85,43,545,1,0
140,1,2.379534,1.281352,1.098182,777,sha3,OMNeT++; module=UavAuthNetwork.uav[0]; config=ArbiterPuf,1.108352,0.049972,0.241218,0.08132,0.259139,0.834405,0.191715,0.08132,0.134209,0.167827,0.01036,0.839043,ArbiterPuf,ArbiterPuf-21-20260922-20:32:02-1127388,0,ArbiterPuf-21-20260922-20:32:02-1127388|phase2|0,21,21,21,sha3,10,,,,1.507227,0.191715,0.007935,0.01127,0.115914,0.002114,0.007655,0.01075,0.098943,0.008225,104,85,43,545,1,0
141,1,2.379661,1.257076,1.122585,777,sha3,OMNeT++; module=UavAuthNetwork.uav[1]; config=ArbiterPuf,1.093394,0.048019,0.272339,0.077062,0.243116,0.831349,0.193839,0.077062,0.127225,0.166924,0.009558,0.879469,ArbiterPuf,ArbiterPuf-21-20260922-20:32:02-1127388,1,ArbiterPuf-21-20260922-20:32:02-1127388|phase2|1,21,21,21,sha3,10,,,,1.561848,0.193839,0.007314,0.01066,0.100396,0.001483,0.007182,0.01062,0.098182,0.002274,104,85,43,545,1,0
142,1,2.395392,1.269741,1.125651,777,sha3,OMNeT++; module=UavAuthNetwork.uav[2]; config=ArbiterPuf,1.098514,0.047969,0.245441,0.08105,0.252579,0.833844,0.193679,0.08105,0.126224,0.165165,0.009127,0.873072,ArbiterPuf,ArbiterPuf-21-20260922-20:32:02-1127388,2,ArbiterPuf-21-20260922-20:32:02-1127388|phase2|2,21,21,21,sha3,10,,,,1.536257,0.193679,0.007273,0.010218,0.108592,0.001443,0.007315,0.010409,0.097891,0.002023,104,85,43,545,1,0
143,1,2.30891,1.254093,1.054817,777,sha3,OMNeT++; module=UavAuthNetwork.uav[3]; config=ArbiterPuf,1.090679,0.047938,0.241444,0.076933,0.216173,0.830678,0.192977,0.076933,0.127126,0.160759,0.009548,0.838644,ArbiterPuf,ArbiterPuf-21-20260922-20:32:02-1127388,3,ArbiterPuf-21-20260922-20:32:02-1127388|phase2|3,21,21,21,sha3,10,,,,1.457019,0.192977,0.007193,0.010439,0.099935,0.001433,0.007224,0.010399,0.098211,0.001994,104,85,43,545,1,0
144,1,2.353134,1.25997,1.093164,777,sha3,OMNeT++; module=UavAuthNetwork.uav[4]; config=ArbiterPuf,1.096149,0.04877,0.257312,0.077202,0.236826,0.836458,0.192977,0.077202,0.13517,0.161154,0.009417,0.856338,ArbiterPuf,ArbiterPuf-21-20260922-20:32:02-1127388,4,ArbiterPuf-21-20260922-20:32:02-1127388|phase2|4,21,21,21,sha3,10,,,,1.51163,0.192977,0.007183,0.010429,0.100436,0.001462,0.007153,0.0109,0.098653,0.002063,104,85,43,545,1,0
145,1,2.318001,1.25849,1.059511,777,sha3,OMNeT++; module=UavAuthNetwork.uav[5]; config=ArbiterPuf,1.095347,0.047628,0.242452,0.076983,0.229399,0.826981,0.197295,0.076983,0.127787,0.16181,0.009177,0.830112,ArbiterPuf,ArbiterPuf-21-20260922-20:32:02-1127388,5,ArbiterPuf-21-20260922-20:32:02-1127388|phase2|5,21,21,21,sha3,10,,,,1.463772,0.197295,0.007243,0.01037,0.104734,0.001553,0.007194,0.01041,0.098302,0.001954,104,85,43,545,1,0
146,1,2.326829,1.262537,1.064292,777,sha3,OMNeT++; module=UavAuthNetwork.uav[6]; config=ArbiterPuf,1.098504,0.047839,0.243325,0.077433,0.233228,0.833883,0.198618,0.077433,0.127907,0.179217,0.009167,0.831064,ArbiterPuf,ArbiterPuf-21-20260922-20:32:02-1127388,6,ArbiterPuf-21-20260922-20:32:02-1127388|phase2|6,21,21,21,sha3,10,,,,1.486835,0.198618,0.007152,0.010539,0.100186,0.001382,0.007133,0.010518,0.098052,0.001964,104,85,43,545,1,0
147,1,2.342478,1.277474,1.065004,777,sha3,OMNeT++; module=UavAuthNetwork.uav[7]; config=ArbiterPuf,1.098273,0.047257,0.264253,0.085097,0.23284,0.834865,0.196925,0.085097,0.126124,0.163557,0.009007,0.832164,ArbiterPuf,ArbiterPuf-21-20260922-20:32:02-1127388,7,ArbiterPuf-21-20260922-20:32:02-1127388|phase2|7,21,21,21,sha3,10,,,,1.492814,0.196925,0.007042,0.010669,0.10762,0.001433,0.007064,0.010359,0.097561,0.002024,104,85,43,545,1,0
148,1,2.325998,1.268308,1.05769,777,sha3,OMNeT++; module=UavAuthNetwork.uav[8]; config=ArbiterPuf,1.095839,0.055553,0.256116,0.081701,0.224557,0.83175,0.197716,0.081701,0.126574,0.180701,0.009067,0.833133,ArbiterPuf,ArbiterPuf-21-20260922-20:32:02-1127388,8,ArbiterPuf-21-20260922-20:32:02-1127388|phase2|8,21,21,21,sha3,10,,,,1.494507,0.197716,0.007064,0.010328,0.104814,0.001383,0.007765,0.013916,0.100466,0.001944,104,85,43,545,1,0
149,1,2.31111,1.250835,1.060275,777,sha3,OMNeT++; module=UavAuthNetwork.uav[9]; config=ArbiterPuf,1.088004,0.047548,0.240453,0.076812,0.215061,0.830317,0.191084,0.076812,0.127145,0.168494,0.009207,0.845214,ArbiterPuf,ArbiterPuf-21-20260922-20:32:02-1127388,9,ArbiterPuf-21-20260922-20:32:02-1127388|phase2|9,21,21,21,sha3,10,,,,1.469223,0.191084,0.007155,0.010548,0.100025,0.001473,0.007154,0.010409,0.098101,0.001924,104,85,43,545,1,0
150,1,2.341405,1.285559,1.055846,777,sha3,OMNeT++; module=UavAuthNetwork.uav[0]; config=ArbiterPuf,1.11278,0.049922,0.268158,0.08113,0.220355,0.835887,0.19417,0.08113,0.13552,0.174375,0.010519,0.835491,ArbiterPuf,ArbiterPuf-22-20260922-20:32:03-1127388,0,ArbiterPuf-22-20260922-20:32:03-1127388|phase2|0,22,22,22,sha3,10,,,,1.498379,0.19417,0.008094,0.01131,0.115843,0.002144,0.007705,0.01064,0.099494,0.008636,104,85,43,545,1,0
151,1,2.335433,1.251038,1.084395,777,sha3,OMNeT++; module=UavAuthNetwork.uav[1]; config=ArbiterPuf,1.087894,0.047789,0.249053,0.076813,0.228323,0.826881,0.193689,0.076813,0.133127,0.165027,0.009518,0.856072,ArbiterPuf,ArbiterPuf-22-20260922-20:32:03-1127388,1,ArbiterPuf-22-20260922-20:32:03-1127388|phase2|1,22,22,22,sha3,10,,,,1.498476,0.193689,0.007225,0.01054,0.099954,0.001533,0.007233,0.01066,0.104023,0.002204,104,85,43,545,1,0
152,1,2.350342,1.259191,1.091151,777,sha3,OMNeT++; module=UavAuthNetwork.uav[2]; config=ArbiterPuf,1.09672,0.047939,0.254313,0.076722,0.235744,0.827071,0.198117,0.076722,0.126514,0.15909,0.009027,0.855407,ArbiterPuf,ArbiterPuf-22-20260922-20:32:03-1127388,2,ArbiterPuf-22-20260922-20:32:03-1127388|phase2|2,22,22,22,sha3,10,,,,1.504554,0.198117,0.007174,0.010178,0.104935,0.001463,0.007193,0.010359,0.098263,0.002033,104,85,43,545,1,0
153,1,2.340421,1.250795,1.089626,777,sha3,OMNeT++; module=UavAuthNetwork.uav[3]; config=ArbiterPuf,1.087704,0.047558,0.247834,0.076912,0.241766,0.829937,0.191344,0.076912,0.126945,0.160112,0.009267,0.84786,ArbiterPuf,ArbiterPuf-22-20260922-20:32:03-1127388,3,ArbiterPuf-22-20260922-20:32:03-1127388|phase2|3,22,22,22,sha3,10,,,,1.497572,0.191344,0.007253,0.01054,0.099874,0.001492,0.007244,0.010499,0.098181,0.002034,104,85,43,545,1,0
154,1,2.312379,1.258248,1.054131,777,sha3,OMNeT++; module=UavAuthNetwork.uav[4]; config=ArbiterPuf,1.095358,0.054241,0.272206,0.076912,0.224962,0.83222,0.196464,0.076912,0.126634,0.164195,0.009066,0.829169,ArbiterPuf,ArbiterPuf-22-20260922-20:32:03-1127388,4,ArbiterPuf-22-20260922-20:32:03-1127388|phase2|4,22,22,22,sha3,10,,,,1.490533,0.196464,0.007093,0.0104,0.100245,0.001433,0.007403,0.01076,0.104083,0.002023,104,85,43,545,1,0
155,1,2.339251,1.277917,1.061334,777,sha3,OMNeT++; module=UavAuthNetwork.uav[5]; config=ArbiterPuf,1.110436,0.050514,0.258564,0.078736,0.216973,0.844714,0.193127,0.078736,0.12957,0.162148,0.010009,0.844361,ArbiterPuf,ArbiterPuf-22-20260922-20:32:03-1127388,5,ArbiterPuf-22-20260922-20:32:03-1127388|phase2|5,22,22,22,sha3,10,,,,1.482045,0.193127,0.007704,0.011792,0.104253,0.001774,0.007684,0.01101,0.098783,0.003276,104,85,43,545,1,0
156,1,2.406229,1.306049,1.10018,777,sha3,OMNeT++; module=UavAuthNetwork.uav[6]; config=ArbiterPuf,1.138828,0.050403,0.239976,0.078616,0.248817,0.849102,0.206302,0.078616,0.142574,0.167315,0.009989,0.851362,ArbiterPuf,ArbiterPuf-22-20260922-20:32:03-1127388,6,ArbiterPuf-22-20260922-20:32:03-1127388|phase2|6,22,22,22,sha3,10,,,,1.507471,0.206302,0.007664,0.01105,0.105244,0.001713,0.007504,0.011681,0.109122,0.004588,104,85,43,545,1,0
157,1,2.362392,1.295068,1.067324,777,sha3,OMNeT++; module=UavAuthNetwork.uav[7]; config=ArbiterPuf,1.10201,0.04859,0.270404,0.09178,0.224578,0.826881,0.20568,0.09178,0.128868,0.173705,0.009498,0.842746,ArbiterPuf,ArbiterPuf-22-20260922-20:32:03-1127388,7,ArbiterPuf-22-20260922-20:32:03-1127388|phase2|7,22,22,22,sha3,10,,,,1.511434,0.20568,0.01105,0.011591,0.110054,0.001613,0.007374,0.0108,0.098383,0.002736,104,85,43,545,1,0
158,1,2.35314,1.267185,1.085955,777,sha3,OMNeT++; module=UavAuthNetwork.uav[8]; config=ArbiterPuf,1.103472,0.04863,0.248542,0.077223,0.217598,0.836098,0.199178,0.077223,0.127646,0.15887,0.009267,0.868357,ArbiterPuf,ArbiterPuf-22-20260922-20:32:03-1127388,8,ArbiterPuf-22-20260922-20:32:03-1127388|phase2|8,22,22,22,sha3,10,,,,1.493366,0.199178,0.007314,0.01046,0.100996,0.001413,0.007182,0.010468,0.098162,0.002294,104,85,43,545,1,0
159,1,2.302175,1.246678,1.055497,777,sha3,OMNeT++; module=UavAuthNetwork.uav[9]; config=ArbiterPuf,1.085981,0.051435,0.254548,0.07583,0.22663,0.83187,0.187017,0.07583,0.126234,0.166239,0.009037,0.828867,ArbiterPuf,ArbiterPuf-22-20260922-20:32:03-1127388,9,ArbiterPuf-22-20260922-20:32:03-1127388|phase2|9,22,22,22,sha3,10,,,,1.476284,0.187017,0.007114,0.010329,0.098742,0.001373,0.007183,0.010359,0.101639,0.001993,104,85,43,545,1,0
160,1,2.386652,1.299445,1.087207,777,sha3,OMNeT++; module=UavAuthNetwork.uav[0]; config=ArbiterPuf,1.126355,0.049762,0.263621,0.08117,0.248724,0.834254,0.209168,0.08117,0.147212,0.160914,0.01075,0.838483,ArbiterPuf,ArbiterPuf-23-20260922-20:32:04-1127388,0,ArbiterPuf-23-20260922-20:32:04-1127388|phase2|0,23,23,23,sha3,10,,,,1.511742,0.209168,0.008166,0.011171,0.116566,0.002094,0.007573,0.01073,0.099054,0.020819,104,85,43,545,1,0
161,1,2.347807,1.266063,1.081744,777,sha3,OMNeT++; module=UavAuthNetwork.uav[1]; config=ArbiterPuf,1.101599,0.048069,0.247925,0.077323,0.221451,0.843662,0.189491,0.077323,0.127796,0.185268,0.009818,0.860294,ArbiterPuf,ArbiterPuf-23-20260922-20:32:04-1127388,1,ArbiterPuf-23-20260922-20:32:04-1127388|phase2|1,23,23,23,sha3,10,,,,1.514937,0.189491,0.007644,0.01073,0.100597,0.001613,0.007364,0.01066,0.098443,0.002365,104,85,43,545,1,0
162,1,2.31911,1.248851,1.070259,777,sha3,OMNeT++; module=UavAuthNetwork.uav[2]; config=ArbiterPuf,1.072996,0.04825,0.249688,0.083204,0.223874,0.812684,0.193198,0.083204,0.127265,0.175701,0.009447,0.846386,ArbiterPuf,ArbiterPuf-23-20260922-20:32:04-1127388,2,ArbiterPuf-23-20260922-20:32:04-1127388|phase2|2,23,23,23,sha3,10,,,,1.495649,0.193198,0.007203,0.010559,0.106067,0.001523,0.007305,0.010588,0.098241,0.002103,104,85,43,545,1,0
163,1,2.323212,1.249775,1.073437,777,sha3,OMNeT++; module=UavAuthNetwork.uav[3]; config=ArbiterPuf,1.089136,0.047347,0.247174,0.075781,0.222214,0.831169,0.191745,0.075781,0.125993,0.162872,0.009077,0.851223,ArbiterPuf,ArbiterPuf-23-20260922-20:32:04-1127388,3,ArbiterPuf-23-20260922-20:32:04-1127388|phase2|3,23,23,23,sha3,10,,,,1.483483,0.191745,0.007244,0.010299,0.098944,0.001392,0.007063,0.010308,0.097641,0.001993,104,85,43,545,1,0
164,1,2.343,1.259142,1.083858,777,sha3,OMNeT++; module=UavAuthNetwork.uav[4]; config=ArbiterPuf,1.087884,0.04851,0.264637,0.08094,0.239555,0.835897,0.186455,0.08094,0.127156,0.204518,0.009378,0.844303,ArbiterPuf,ArbiterPuf-23-20260922-20:32:04-1127388,4,ArbiterPuf-23-20260922-20:32:04-1127388|phase2|4,23,23,23,sha3,10,,,,1.553013,0.186455,0.007222,0.010489,0.103622,0.001423,0.007364,0.010479,0.09787,0.001934,104,85,43,545,1,0
165,1,2.322622,1.263748,1.058874,777,sha3,OMNeT++; module=UavAuthNetwork.uav[5]; config=ArbiterPuf,1.101629,0.048019,0.299485,0.076271,0.221398,0.832301,0.197515,0.076271,0.128608,0.17434,0.009577,0.837476,ArbiterPuf,ArbiterPuf-23-20260922-20:32:04-1127388,5,ArbiterPuf-23-20260922-20:32:04-1127388|phase2|5,23,23,23,sha3,10,,,,1.532699,0.197515,0.007643,0.01076,0.104302,0.001563,0.007352,0.010329,0.098282,0.001963,104,85,43,545,1,0
166,1,2.344803,1.259163,1.08564,777,sha3,OMNeT++; module=UavAuthNetwork.uav[6]; config=ArbiterPuf,1.09631,0.0486,0.246923,0.076863,0.229501,0.833423,0.190964,0.076863,0.127075,0.167094,0.009127,0.85614,ArbiterPuf,ArbiterPuf-23-20260922-20:32:04-1127388,6,ArbiterPuf-23-20260922-20:32:04-1127388|phase2|6,23,23,23,sha3,10,,,,1.499658,0.190964,0.007182,0.010389,0.104874,0.001493,0.007212,0.01057,0.098012,0.001964,104,85,43,545,1,0
167,1,2.296962,1.246659,1.050303,777,sha3,OMNeT++; module=UavAuthNetwork.uav[7]; config=ArbiterPuf,1.083326,0.047849,0.243709,0.077033,0.221437,0.831469,0.185173,0.077033,0.132506,0.160584,0.009267,0.828865,ArbiterPuf,ArbiterPuf-23-20260922-20:32:04-1127388,7,ArbiterPuf-23-20260922-20:32:04-1127388|phase2|7,23,23,23,sha3,10,,,,1.454595,0.185173,0.007113,0.01042,0.100205,0.001443,0.007073,0.010399,0.098151,0.001954,104,85,43,545,1,0
