idx,success,latency_ms,compute_ms,net_ms,overhead_bytes,hash_mode,details,m1_uav_compute_ms,m1_gs_compute_ms,m1_net_ms,m2_uav_verify_ms,m2_net_ms,puf_eval_ms,bch_ms,m3_uav_compute_ms,m3_gs_compute_ms,m3_net_ms,m4_uav_compute_ms,m4_net_ms,config,run_id,uav_id,row_uid,runnumber,repetition,seedset,suite,num_uavs,puf_ber,fe_profile,attack_mode,wall_latency_ms,fe_rep_ms,mac_ms,kdf_ms,dh_ms,aead_ms,gs_mac_ms,gs_kdf_ms,gs_dh_ms,gs_aead_ms,bytes_m1,bytes_m2,bytes_m3,bytes_m4,ephemeral_erased,replay_cache_hits
51,1,2.311697,1.257408,1.054289,777,sha3,OMNeT++; module=UavAuthNetwork.uav[1]; config=ArbiterPuf,1.094747,0.047628,0.249729,0.076652,0.224977,0.833112,0.193558,0.076652,0.132044,0.175195,0.009357,0.829312,ArbiterPuf,ArbiterPuf-13-20260922-20:31:58-1127388,1,ArbiterPuf-13-20260922-20:31:58-1127388|phase2|1,13,13,13,sha3,10,,,,1.479212,0.193558,0.007274,0.01067,0.099945,0.001443,0.007363,0.010619,0.10255,0.002284,104,85,43,545,1,0
52,1,2.298018,1.244333,1.053685,777,sha3,OMNeT++; module=UavAuthNetwork.uav[2]; config=ArbiterPuf,1.081102,0.04833,0.248704,0.076982,0.217915,0.813386,0.200471,0.076982,0.127145,0.188824,0.009267,0.83577,ArbiterPuf,ArbiterPuf-13-20260922-20:31:58-1127388,2,ArbiterPuf-13-20260922-20:31:58-1127388|phase2|2,13,13,13,sha3,10,,,,1.491213,0.200471,0.007163,0.010549,0.100656,0.001483,0.007234,0.010589,0.098402,0.002274,104,85,43,545,1,0
53,1,2.321356,1.260952,1.060404,777,sha3,OMNeT++; module=UavAuthNetwork.uav[3]; config=ArbiterPuf,1.097622,0.047878,0.243504,0.077112,0.221175,0.83201,0.198908,0.077112,0.126704,0.160917,0.009106,0.839228,ArbiterPuf,ArbiterPuf-13-20260922-20:31:58-1127388,3,ArbiterPuf-13-20260922-20:31:58-1127388|phase2|3,13,13,13,sha3,10,,,,1.464824,0.198908,0.007184,0.010289,0.100736,0.001413,0.007203,0.01038,0.098573,0.002064,104,85,43,545,1,0
54,1,2.356181,1.267116,1.089065,777,sha3,OMNeT++; module=UavAuthNetwork.uav[4]; config=ArbiterPuf,1.103363,0.053459,0.25342,0.077313,0.244504,0.832832,0.202304,0.077313,0.129009,0.166249,0.009127,0.844561,ArbiterPuf,ArbiterPuf-13-20260922-20:31:58-1127388,4,ArbiterPuf-13-20260922-20:31:58-1127388|phase2|4,13,13,13,sha3,10,,,,1.508734,0.202304,0.007624,0.010448,0.100205,0.001452,0.007423,0.01039,0.104414,0.002034,104,85,43,545,1,0
55,1,2.313331,1.25354,1.059791,777,sha3,OMNeT++; module=UavAuthNetwork.uav[5]; config=ArbiterPuf,1.091671,0.047628,0.239833,0.076351,0.227492,0.83201,0.192346,0.076351,0.127566,0.173954,0.009167,0.832299,ArbiterPuf,ArbiterPuf-13-20260922-20:31:58-1127388,5,ArbiterPuf-13-20260922-20:31:58-1127388|phase2|5,13,13,13,sha3,10,,,,1.473578,0.192346,0.007282,0.010489,0.099444,0.001503,0.007183,0.010529,0.098362,0.001923,104,85,43,545,1,0
56,1,2.2936,1.244776,1.048824,777,sha3,OMNeT++; module=UavAuthNetwork.uav[6]; config=ArbiterPuf,1.082514,0.04876,0.255848,0.076422,0.217823,0.814467,0.197005,0.076422,0.127306,0.180746,0.009418,0.831001,ArbiterPuf,ArbiterPuf-13-20260922-20:31:58-1127388,6,ArbiterPuf-13-20260922-20:31:58-1127388|phase2|6,13,13,13,sha3,10,,,,1.485418,0.197005,0.007133,0.010469,0.103801,0.001393,0.007224,0.01085,0.09746,0.001923,104,85,43,545,1,0
57,1,2.365325,1.251688,1.113637,777,sha3,OMNeT++; module=UavAuthNetwork.uav[7]; config=ArbiterPuf,1.088926,0.047498,0.251186,0.076712,0.254909,0.82675,0.196484,0.076712,0.126424,0.172139,0.009338,0.858728,ArbiterPuf,ArbiterPuf-13-20260922-20:31:58-1127388,7,ArbiterPuf-13-20260922-20:31:58-1127388|phase2|7,13,13,13,sha3,10,,,,1.536962,0.196484,0.007084,0.010459,0.099284,0.001463,0.007063,0.010329,0.097581,0.001924,104,85,43,545,1,0
58,1,2.341057,1.25811,1.082947,777,sha3,OMNeT++; module=UavAuthNetwork.uav[8]; config=ArbiterPuf,1.096209,0.047769,0.280534,0.076362,0.233066,0.830117,0.200451,0.076362,0.126033,0.167972,0.009177,0.849882,ArbiterPuf,ArbiterPuf-13-20260922-20:31:58-1127388,8,ArbiterPuf-13-20260922-20:31:58-1127388|phase2|8,13,13,13,sha3,10,,,,1.531453,0.200451,0.007122,0.010299,0.099254,0.001462,0.007193,0.010479,0.097511,0.001863,104,85,43,545,1,0
59,1,2.349139,1.264621,1.084518,777,sha3,OMNeT++; module=UavAuthNetwork.uav[9]; config=ArbiterPuf,1.092062,0.047438,0.252162,0.081701,0.229412,0.829676,0.196353,0.081701,0.133678,0.163607,0.009157,0.855106,ArbiterPuf,ArbiterPuf-13-20260922-20:31:58-1127388,9,ArbiterPuf-13-20260922-20:31:58-1127388|phase2|9,13,13,13,sha3,10,,,,1.500287,0.196353,0.007233,0.010589,0.104874,0.001413,0.007113,0.01044,0.103511,0.002044,104,85,43,545,1,0
60,1,2.362441,1.29058,1.071861,777,sha3,OMNeT++; module=UavAuthNetwork.uav[0]; config=ArbiterPuf,1.117699,0.050343,0.254192,0.08098,0.226805,0.830277,0.204709,0.08098,0.136242,0.172157,0.010921,0.845056,ArbiterPuf,ArbiterPuf-14-20260922-20:31:58-1127388,0,ArbiterPuf-14-20260922-20:31:58-1127388|phase2|0,14,14,14,sha3,10,,,,1.49821,0.204709,0.008014,0.01119,0.116436,0.002184,0.007704,0.01106,0.099675,0.008676,104,85,43,545,1,0
61,1,2.327595,1.268517,1.059078,777,sha3,OMNeT++; module=UavAuthNetwork.uav[1]; config=ArbiterPuf,1.104244,0.048189,0.264954,0.077363,0.220771,0.836729,0.193899,0.077363,0.128047,0.170504,0.009547,0.838306,ArbiterPuf,ArbiterPuf-14-20260922-20:31:58-1127388,1,ArbiterPuf-14-20260922-20:31:58-1127388|phase2|1,14,14,14,sha3,10,,,,1.494536,0.193899,0.007524,0.010599,0.105916,0.001543,0.007373,0.010789,0.098122,0.002645,104,85,43,545,1,0
62,1,2.333949,1.266154,1.067795,777,sha3,OMNeT++; module=UavAuthNetwork.uav[2]; config=ArbiterPuf,1.103253,0.047988,0.259661,0.076752,0.228966,0.832902,0.195792,0.076752,0.126744,0.168213,0.009397,0.838829,ArbiterPuf,ArbiterPuf-14-20260922-20:31:58-1127388,2,ArbiterPuf-14-20260922-20:31:58-1127388|phase2|2,14,14,14,sha3,10,,,,1.495669,0.195792,0.007343,0.010509,0.106227,0.001482,0.007204,0.010429,0.098613,0.002144,104,85,43,545,1,0
63,1,2.359468,1.267497,1.091971,777,sha3,OMNeT++; module=UavAuthNetwork.uav[3]; config=ArbiterPuf,1.095528,0.052768,0.260087,0.081361,0.235978,0.834334,0.189952,0.081361,0.126895,0.163075,0.009247,0.855993,ArbiterPuf,ArbiterPuf-14-20260922-20:31:58-1127388,3,ArbiterPuf-14-20260922-20:31:58-1127388|phase2|3,14,14,14,sha3,10,,,,1.515133,0.189952,0.007262,0.010268,0.109423,0.001402,0.007243,0.010339,0.103351,0.002024,104,85,43,545,1,0
64,1,2.327276,1.266825,1.060451,777,sha3,OMNeT++; module=UavAuthNetwork.uav[4]; config=ArbiterPuf,1.106548,0.048169,0.258447,0.07559,0.22163,0.833402,0.202135,0.07559,0.132566,0.168925,0.009097,0.838821,ArbiterPuf,ArbiterPuf-14-20260922-20:31:58-1127388,4,ArbiterPuf-14-20260922-20:31:58-1127388|phase2|4,14,14,14,sha3,10,,,,1.487823,0.202135,0.007033,0.010179,0.103803,0.001423,0.007142,0.016199,0.097951,0.001954,104,85,43,545,1,0
65,1,2.305472,1.251746,1.053726,777,sha3,OMNeT++; module=UavAuthNetwork.uav[5]; config=ArbiterPuf,1.089857,0.047387,0.256988,0.076311,0.218868,0.822352,0.201223,0.076311,0.127847,0.179446,0.009267,0.834858,ArbiterPuf,ArbiterPuf-14-20260922-20:31:58-1127388,5,ArbiterPuf-14-20260922-20:31:58-1127388|phase2|5,14,14,14,sha3,10,,,,1.490159,0.201223,0.007023,0.01052,0.099254,0.001472,0.007043,0.01038,0.097751,0.001914,104,85,43,545,1,0
66,1,2.324047,1.255734,1.068313,777,sha3,OMNeT++; module=UavAuthNetwork.uav[6]; config=ArbiterPuf,1.092793,0.04851,0.240226,0.076872,0.225279,0.828304,0.198597,0.076872,0.127476,0.166027,0.009197,0.843034,ArbiterPuf,ArbiterPuf-14-20260922-20:31:58-1127388,6,ArbiterPuf-14-20260922-20:31:58-1127388|phase2|6,14,14,14,sha3,10,,,,1.474565,0.198597,0.007033,0.010659,0.100046,0.001462,0.007133,0.010459,0.098263,0.001893,104,85,43,545,1,0
67,1,2.336505,1.271082,1.065423,777,sha3,OMNeT++; module=UavAuthNetwork.uav[7]; config=ArbiterPuf,1.098233,0.047007,0.242716,0.081871,0.232447,0.830036,0.197545,0.081871,0.126765,0.176601,0.009107,0.832976,ArbiterPuf,ArbiterPuf-14-20260922-20:31:58-1127388,7,ArbiterPuf-14-20260922-20:31:58-1127388|phase2|7,14,14,14,sha3,10,,,,1.48474,0.197545,0.007094,0.0106,0.109253,0.001382,0.007104,0.010209,0.097851,0.002033,104,85,43,545,1,0
68,1,2.317324,1.252761,1.064563,777,sha3,OMNeT++; module=UavAuthNetwork.uav[8]; config=ArbiterPuf,1.09094,0.048149,0.269994,0.076362,0.222687,0.829686,0.195272,0.076362,0.126885,0.189737,0.009097,0.841876,ArbiterPuf,ArbiterPuf-14-20260922-20:31:58-1127388,8,ArbiterPuf-14-20260922-20:31:58-1127388|phase2|8,14,14,14,sha3,10,,,,1.524294,0.195272,0.007284,0.010398,0.099414,0.001383,0.007264,0.01048,0.098352,0.001904,104,85,43,545,1,0
69,1,2.337938,1.261255,1.076683,777,sha3,OMNeT++; module=UavAuthNetwork.uav[9]; config=ArbiterPuf,1.098814,0.047658,0.26383,0.076642,0.234932,0.831839,0.193378,0.076642,0.128398,0.177455,0.009157,0.841751,ArbiterPuf,ArbiterPuf-14-20260922-20:31:58-1127388,9,ArbiterPuf-14-20260922-20:31:58-1127388|phase2|9,14,14,14,sha3,10,,,,1.517968,0.193378,0.007104,0.01053,0.105806,0.001443,0.007154,0.010199,0.099965,0.001953,104,85,43,545,1,0
70,1,2.371347,1.28083,1.090517,777,sha3,OMNeT++; module=UavAuthNetwork.uav[0]; config=ArbiterPuf,1.110075,0.049492,0.275791,0.080128,0.214147,0.834475,0.194089,0.080128,0.13519,0.164518,0.010499,0.876369,ArbiterPuf,ArbiterPuf-15-20260922-20:31:59-1127388,0,ArbiterPuf-15-20260922-20:31:59-1127388|phase2|0,15,15,15,sha3,10,,,,1.530826,0.194089,0.007835,0.01096,0.114633,0.002094,0.007474,0.011382,0.099072,0.008195,104,85,43,545,1,0
71,1,2.308245,1.260002,1.048243,777,sha3,OMNeT++; module=UavAuthNetwork.uav[1]; config=ArbiterPuf,1.096299,0.047778,0.244059,0.076642,0.215688,0.830717,0.193458,0.076642,0.13528,0.190796,0.010419,0.832554,ArbiterPuf,ArbiterPuf-15-20260922-20:31:59-1127388,1,ArbiterPuf-15-20260922-20:31:59-1127388|phase2|1,15,15,15,sha3,10,,,,1.483098,0.193458,0.007265,0.01062,0.104423,0.001603,0.007303,0.011021,0.105836,0.002354,104,85,43,545,1,0
72,1,2.461327,1.401393,1.059934,777,sha3,OMNeT++; module=UavAuthNetwork.uav[2]; config=ArbiterPuf,1.235287,0.050323,0.257445,0.078134,0.229117,0.899054,0.252658,0.078134,0.154967,0.183743,0.009838,0.830817,ArbiterPuf,ArbiterPuf-15-20260922-20:31:59-1127388,2,ArbiterPuf-15-20260922-20:31:59-1127388|phase2|2,15,15,15,sha3,10,,,,1.501122,0.252658,0.007574,0.011712,0.105546,0.001663,0.007454,0.014947,0.104893,0.0057,104,85,43,545,1,0
73,1,2.349487,1.280641,1.068846,777,sha3,OMNeT++; module=UavAuthNetwork.uav[3]; config=ArbiterPuf,1.114934,0.048059,0.254943,0.078135,0.220919,0.841848,0.201193,0.078135,0.135981,0.169919,0.009437,0.847927,ArbiterPuf,ArbiterPuf-15-20260922-20:31:59-1127388,3,ArbiterPuf-15-20260922-20:31:59-1127388|phase2|3,15,15,15,sha3,10,,,,1.493708,0.201193,0.007524,0.010619,0.102882,0.001553,0.007243,0.018183,0.098532,0.002856,104,85,43,545,1,0
74,1,2.322527,1.261867,1.06066,777,sha3,OMNeT++; module=UavAuthNetwork.uav[4]; config=ArbiterPuf,1.099446,0.04857,0.260023,0.076622,0.224851,0.82646,0.20531,0.076622,0.126304,0.181402,0.009177,0.835809,ArbiterPuf,ArbiterPuf-15-20260922-20:31:59-1127388,4,ArbiterPuf-15-20260922-20:31:59-1127388|phase2|4,15,15,15,sha3,10,,,,1.502085,0.20531,0.007493,0.010339,0.100416,0.001453,0.007254,0.0106,0.098201,0.002144,104,85,43,545,1,0
75,1,2.320423,1.251857,1.068566,777,sha3,OMNeT++; module=UavAuthNetwork.uav[5]; config=ArbiterPuf,1.089316,0.047728,0.240556,0.076622,0.231641,0.831369,0.190793,0.076622,0.126704,0.170998,0.009297,0.836925,ArbiterPuf,ArbiterPuf-15-20260922-20:31:59-1127388,5,ArbiterPuf-15-20260922-20:31:59-1127388|phase2|5,15,15,15,sha3,10,,,,1.48012,0.190793,0.007315,0.01048,0.099934,0.001533,0.007273,0.01033,0.098313,0.002074,104,85,43,545,1,0
76,1,2.368384,1.270913,1.097471,777,sha3,OMNeT++; module=UavAuthNetwork.uav[6]; config=ArbiterPuf,1.089838,0.048369,0.249605,0.085939,0.238038,0.833833,0.189331,0.085939,0.126194,0.168368,0.009197,0.859433,ArbiterPuf,ArbiterPuf-15-20260922-20:31:59-1127388,6,ArbiterPuf-15-20260922-20:31:59-1127388|phase2|6,15,15,15,sha3,10,,,,1.515445,0.189331,0.007232,0.010641,0.109011,0.001533,0.007254,0.01073,0.097871,0.002134,104,85,43,545,1,0
77,1,2.354436,1.262839,1.091597,777,sha3,OMNeT++; module=UavAuthNetwork.uav[7]; config=ArbiterPuf,1.098734,0.048329,0.241567,0.077404,0.256664,0.840326,0.191023,0.077404,0.127025,0.167459,0.009297,0.834933,ArbiterPuf,ArbiterPuf-15-20260922-20:31:59-1127388,7,ArbiterPuf-15-20260922-20:31:59-1127388|phase2|7,15,15,15,sha3,10,,,,1.500623,0.191023,0.007254,0.0106,0.101217,0.001512,0.007234,0.010519,0.098392,0.002274,104,85,43,545,1,0
78,1,2.339198,1.256256,1.082942,777,sha3,OMNeT++; module=UavAuthNetwork.uav[8]; config=ArbiterPuf,1.094005,0.047799,0.244962,0.076492,0.252225,0.83174,0.195542,0.076492,0.126104,0.173991,0.009267,0.830717,ArbiterPuf,ArbiterPuf-15-20260922-20:31:59-1127388,8,ArbiterPuf-15-20260922-20:31:59-1127388|phase2|8,15,15,15,sha3,10,,,,1.501895,0.195542,0.007213,0.01033,0.099865,0.001583,0.007203,0.010389,0.097601,0.002014,104,85,43,545,1,0
79,1,2.331682,1.259422,1.07226,777,sha3,OMNeT++; module=UavAuthNetwork.uav[9]; config=ArbiterPuf,1.088375,0.047939,0.252927,0.08101,0.228357,0.828493,0.185334,0.08101,0.125623,0.17125,0.009027,0.843904,ArbiterPuf,ArbiterPuf-15-20260922-20:31:59-1127388,9,ArbiterPuf-15-20260922-20:31:59-1127388|phase2|9,15,15,15,sha3,10,,,,1.496438,0.185334,0.007342,0.010159,0.112669,0.001492,0.007133,0.010559,0.09769,0.002054,104,85,43,545,1,0
80,1,2.442279,1.376488,1.065791,777,sha3,OMNeT++; module=UavAuthNetwork.uav[0]; config=ArbiterPuf,1.192988,0.050404,0.259144,0.08637,0.229162,0.895708,0.205721,0.08637,0.13519,0.159704,0.01076,0.83663,ArbiterPuf,ArbiterPuf-16-20260922-20:31:59-1127388,0,ArbiterPuf-16-20260922-20:31:59-1127388|phase2|0,16,16,16,sha3,10,,,,1.48464,0.205721,0.008016,0.012032,0.121325,0.002174,0.007785,0.01073,0.099424,0.008506,104,85,43,545,1,0
81,1,2.317838,1.266195,1.051643,777,sha3,OMNeT++; module=UavAuthNetwork.uav[1]; config=ArbiterPuf,1.103092,0.047919,0.260563,0.076843,0.216713,0.828594,0.20004,0.076843,0.127065,0.169818,0.009417,0.83493,ArbiterPuf,ArbiterPuf-16-20260922-20:31:59-1127388,1,ArbiterPuf-16-20260922-20:31:59-1127388|phase2|1,16,16,16,sha3,10,,,,1.482025,0.20004,0.007405,0.010379,0.105124,0.001453,0.007293,0.01056,0.098292,0.002244,104,85,43,545,1,0
82,1,2.326825,1.273947,1.052878,777,sha3,OMNeT++; module=UavAuthNetwork.uav[2]; config=ArbiterPuf,1.101378,0.047878,0.253929,0.081751,0.216914,0.833853,0.19989,0.081751,0.126294,0.165188,0.009067,0.835964,ArbiterPuf,ArbiterPuf-16-20260922-20:31:59-1127388,2,ArbiterPuf-16-20260922-20:31:59-1127388|phase2|2,16,16,16,sha3,10,,,,1.471995,0.19989,0.007243,0.01051,0.105055,0.001483,0.007234,0.010399,0.098021,0.001974,104,85,43,545,1,0
83,1,2.318146,1.259833,1.058313,777,sha3,OMNeT++; module=UavAuthNetwork.uav[3]; config=ArbiterPuf,1.098012,0.047238,0.251289,0.076302,0.219522,0.832751,0.198628,0.076302,0.131253,0.161043,0.009217,0.838791,ArbiterPuf,ArbiterPuf-16-20260922-20:31:59-1127388,3,ArbiterPuf-16-20260922-20:31:59-1127388|phase2|3,16,16,16,sha3,10,,,,1.470645,0.198628,0.007234,0.010318,0.099465,0.001553,0.007092,0.010519,0.10291,0.001984,104,85,43,545,1,0
84,1,2.309937,1.260796,1.049141,777,sha3,OMNeT++; module=UavAuthNetwork.uav[4]; config=ArbiterPuf,1.098945,0.047628,0.255723,0.076452,0.215556,0.82668,0.20554,0.076452,0.126014,0.173856,0.008947,0.833585,ArbiterPuf,ArbiterPuf-16-20260922-20:31:59-1127388,4,ArbiterPuf-16-20260922-20:31:59-1127388|phase2|4,16,16,16,sha3,10,,,,1.47872,0.20554,0.007052,0.010409,0.099795,0.001382,0.007104,0.01036,0.097931,0.001954,104,85,43,545,1,0
85,1,2.352022,1.259682,1.09234,777,sha3,OMNeT++; module=UavAuthNetwork.uav[5]; config=ArbiterPuf,1.097251,0.047448,0.240784,0.076632,0.242259,0.830598,0.200942,0.076632,0.126274,0.201413,0.009167,0.850081,ArbiterPuf,ArbiterPuf-16-20260922-20:31:59-1127388,5,ArbiterPuf-16-20260922-20:31:59-1127388|phase2|5,16,16,16,sha3,10,,,,1.534537,0.200942,0.007183,0.01025,0.100135,0.001472,0.007153,0.010339,0.098071,0.001923,104,85,43,545,1,0
86,1,2.326341,1.261755,1.064586,777,sha3,OMNeT++; module=UavAuthNetwork.uav[6]; config=ArbiterPuf,1.08018,0.047468,0.260074,0.086269,0.235544,0.807235,0.201402,0.086269,0.125663,0.183715,0.009037,0.829042,ArbiterPuf,ArbiterPuf-16-20260922-20:31:59-1127388,6,ArbiterPuf-16-20260922-20:31:59-1127388|phase2|6,16,16,16,sha3,10,,,,1.508375,0.201402,0.007112,0.011241,0.113259,0.001443,0.007144,0.010339,0.09744,0.002004,104,85,43,545,1,0
87,1,2.325195,1.250954,1.074241,777,sha3,OMNeT++; module=UavAuthNetwork.uav[7]; config=ArbiterPuf,1.087924,0.047087,0.240421,0.076992,0.228615,0.828454,0.193288,0.076992,0.126353,0.17457,0.009046,0.845626,ArbiterPuf,ArbiterPuf-16-20260922-20:31:59-1127388,7,ArbiterPuf-16-20260922-20:31:59-1127388|phase2|7,16,16,16,sha3,10,,,,1.489232,0.193288,0.007263,0.01058,0.099885,0.001513,0.007094,0.010119,0.098051,0.002004,104,85,43,545,1,0
88,1,2.302923,1.251969,1.050954,777,sha3,OMNeT++; module=UavAuthNetwork.uav[8]; config=ArbiterPuf,1.09087,0.047608,0.270106,0.075981,0.220687,0.827552,0.197406,0.075981,0.126785,0.162636,0.009137,0.830268,ArbiterPuf,ArbiterPuf-16-20260922-20:31:59-1127388,8,ArbiterPuf-16-20260922-20:31:59-1127388|phase2|8,16,16,16,sha3,10,,,,1.483697,0.197406,0.006952,0.010119,0.099394,0.001423,0.007154,0.010388,0.09748,0.002003,104,85,43,545,1,0
89,1,2.341985,1.238213,1.103772,777,sha3,OMNeT++; module=UavAuthNetwork.uav[9]; config=ArbiterPuf,1.076132,0.053089,0.259204,0.076562,0.233478,0.812314,0.197586,0.076562,0.126454,0.167653,0.008957,0.870294,ArbiterPuf,ArbiterPuf-16-20260922-20:31:59-1127388,9,ArbiterPuf-16-20260922-20:31:59-1127388|phase2|9,16,16,16,sha3,10,,,,1.530629,0.197586,0.007102,0.010299,0.100015,0.001402,0.007234,0.015379,0.098452,0.002004,104,85,43,545,1,0
90,1,2.362555,1.296481,1.066074,777,sha3,OMNeT++; module=UavAuthNetwork.uav[0]; config=ArbiterPuf,1.104605,0.051014,0.249716,0.090608,0.229565,0.818035,0.201292,0.090608,0.136222,0.193028,0.01066,0.836509,ArbiterPuf,ArbiterPuf-17-20260922-20:32:00-1127388,0,ArbiterPuf-17-20260922-20:32:00-1127388|phase2|0,17,17,17,sha3,10,,,,1.508817,0.201292,0.008036,0.011542,0.127816,0.002084,0.008234,0.01077,0.099395,0.009397,104,85,43,545,1,0
91,1,2.347648,1.280149,1.067499,777,sha3,OMNeT++; module=UavAuthNetwork.uav[1]; config=ArbiterPuf,1.114263,0.04852,0.251183,0.078124,0.237678,0.834655,0.205341,0.078124,0.128598,0.166187,0.009638,0.829821,ArbiterPuf,ArbiterPuf-17-20260922-20:32:00-1127388,1,ArbiterPuf-17-20260922-20:32:00-1127388|phase2|1,17,17,17,sha3,10,,,,1.484869,0.205341,0.007463,0.01093,0.106066,0.001573,0.007343,0.0108,0.098873,0.002344,104,85,43,545,1,0
92,1,2.340218,1.284897,1.055321,777,sha3,OMNeT++; module=UavAuthNetwork.uav[2]; config=ArbiterPuf,1.106979,0.047828,0.240106,0.08135,0.214138,0.837059,0.200271,0.08135,0.126134,0.166241,0.015218,0.841183,ArbiterPuf,ArbiterPuf-17-20260922-20:32:00-1127388,2,ArbiterPuf-17-20260922-20:32:00-1127388|phase2|2,17,17,17,sha3,10,,,,1.461668,0.200271,0.007224,0.010329,0.105064,0.001553,0.007123,0.010229,0.098192,0.002044,104,85,43,545,1,0
93,1,2.320024,1.255644,1.06438,777,sha3,OMNeT++; module=UavAuthNetwork.uav[3]; config=ArbiterPuf,1.094025,0.047418,0.253213,0.076241,0.223576,0.82648,0.198197,0.076241,0.126323,0.19273,0.009137,0.840803,ArbiterPuf,ArbiterPuf-17-20260922-20:32:00-1127388,3,ArbiterPuf-17-20260922-20:32:00-1127388|phase2|3,17,17,17,sha3,10,,,,1.510323,0.198197,0.007253,0.010599,0.099746,0.001522,0.007114,0.010399,0.098081,0.002054,104,85,43,545,1,0
94,1,2.404146,1.294766,1.10938,777,sha3,OMNeT++; module=UavAuthNetwork.uav[4]; config=ArbiterPuf,1.127628,0.053669,0.245554,0.078675,0.237327,0.845776,0.198327,0.078675,0.12963,0.159722,0.009788,0.872054,ArbiterPuf,ArbiterPuf-17-20260922-20:32:00-1127388,4,ArbiterPuf-17-20260922-20:32:00-1127388|phase2|4,17,17,17,sha3,10,,,,1.514656,0.198327,0.010991,0.011121,0.112648,0.001753,0.007753,0.012503,0.100105,0.003337,104,85,43,545,1,0
95,1,2.3438,1.271413,1.072387,777,sha3,OMNeT++; module=UavAuthNetwork.uav[5]; config=ArbiterPuf,1.09675,0.048069,0.256361,0.082653,0.22045,0.836699,0.192296,0.082653,0.128859,0.189199,0.009357,0.851937,ArbiterPuf,ArbiterPuf-17-20260922-20:32:00-1127388,5,ArbiterPuf-17-20260922-20:32:00-1127388|phase2|5,17,17,17,sha3,10,,,,1.517947,0.192296,0.007363,0.01086,0.105436,0.001593,0.007254,0.01057,0.098402,0.002284,104,85,43,545,1,0
96,1,2.323379,1.251797,1.071582,777,sha3,OMNeT++; module=UavAuthNetwork.uav[6]; config=ArbiterPuf,1.089868,0.04874,0.259226,0.076451,0.24328,0.826851,0.191835,0.076451,0.127215,0.195627,0.009027,0.828301,ArbiterPuf,ArbiterPuf-17-20260922-20:32:00-1127388,6,ArbiterPuf-17-20260922-20:32:00-1127388|phase2|6,17,17,17,sha3,10,,,,1.526435,0.191835,0.007233,0.010339,0.104193,0.001493,0.007384,0.010549,0.098422,0.001954,104,85,43,545,1,0
97,1,2.347624,1.267817,1.079807,777,sha3,OMNeT++; module=UavAuthNetwork.uav[7]; config=ArbiterPuf,1.095858,0.047738,0.271112,0.081461,0.231343,0.833043,0.196113,0.081461,0.127637,0.204082,0.009037,0.848464,ArbiterPuf,ArbiterPuf-17-20260922-20:32:00-1127388,7,ArbiterPuf-17-20260922-20:32:00-1127388|phase2|7,17,17,17,sha3,10,,,,1.555002,0.196113,0.007063,0.010268,0.104393,0.001412,0.007184,0.010319,0.097821,0.001974,104,85,43,545,1,0
98,1,2.346547,1.27015,1.076397,777,sha3,OMNeT++; module=UavAuthNetwork.uav[8]; config=ArbiterPuf,1.099435,0.04836,0.247883,0.080779,0.247839,0.832731,0.196043,0.080779,0.126123,0.172326,0.009157,0.828558,ArbiterPuf,ArbiterPuf-17-20260922-20:32:00-1127388,8,ArbiterPuf-17-20260922-20:32:00-1127388|phase2|8,17,17,17,sha3,10,,,,1.496606,0.196043,0.007294,0.010309,0.10831,0.001443,0.007242,0.010529,0.097761,0.002063,104,85,43,545,1,0
99,1,2.306198,1.251156,1.055042,777,sha3,OMNeT++; module=UavAuthNetwork.uav[9]; config=ArbiterPuf,1.088686,0.047027,0.282504,0.076692,0.223947,0.828113,0.189781,0.076692,0.126243,0.186909,0.009086,0.831095,ArbiterPuf,ArbiterPuf-17-20260922-20:32:00-1127388,9,ArbiterPuf-17-20260922-20:32:00-1127388|phase2|9,17,17,17,sha3,10,,,,1.524455,0.189781,0.007152,0.010399,0.104643,0.001583,0.007073,0.010228,0.098082,0.001904,104,85,43,545,1,0
100,1,2.490933,1.348675,1.142258,777,sha3,OMNeT++; module=UavAuthNetwork.uav[0]; config=ArbiterPuf,1.171869,0.051084,0.243094,0.083113,0.285515,0.84831,0.234324,0.083113,0.136182,0.158208,0.01058,0.856743,ArbiterPuf,ArbiterPuf-18-20260922-20:32:01-1127388,0,ArbiterPuf-18-20260922-20:32:01-1127388|phase2|0,18,18,18,sha3,10,,,,1.54356,0.234324,0.008104,0.011953,0.121665,0.002074,0.007685,0.010951,0.100786,0.008335,104,85,43,545,1,0
101,1,2.32708,1.262968,1.064112,777,sha3,OMNeT++; module=UavAuthNetwork.uav[1]; config=ArbiterPuf,1.099846,0.047969,0.258026,0.076912,0.235171,0.836258,0.194941,0.076912,0.126915,0.159611,0.009298,0.82894,ArbiterPuf,ArbiterPuf-18-20260922-20:32:01-1127388,1,ArbiterPuf-18-20260922-20:32:01-1127388|phase2|1,18,18,18,sha3,10,,,,1.481748,0.194941,0.007162,0.010519,0.100296,0.001603,0.007323,0.0108,0.098152,0.002104,104,85,43,545,1,0
