idx,success,latency_ms,compute_ms,net_ms,overhead_bytes,hash_mode,details,m1_uav_compute_ms,m1_gs_compute_ms,m1_net_ms,m2_uav_verify_ms,m2_net_ms,puf_eval_ms,bch_ms,m3_uav_compute_ms,m3_gs_compute_ms,m3_net_ms,m4_uav_compute_ms,m4_net_ms,config,run_id,uav_id,row_uid,runnumber,repetition,seedset,suite,num_uavs,puf_ber,fe_profile,attack_mode,wall_latency_ms,fe_rep_ms,mac_ms,kdf_ms,dh_ms,aead_ms,gs_mac_ms,gs_kdf_ms,gs_dh_ms,gs_aead_ms,bytes_m1,bytes_m2,bytes_m3,bytes_m4,ephemeral_erased,replay_cache_hits
459,1,3.399468,1.622797,1.776671,1317,sha3,OMNeT++; module=UavAuthNetwork.uav[9]; config=Swarm20,1.402298,0.071192,0.272585,0.104258,0.217422,1.09786,0.214378,0.104258,0.181442,0.159682,0.011983,1.559249,Swarm20,Swarm20-0-20260809-23:47:27-406518,9,Swarm20-0-20260809-23:47:27-406518|phase2|9,0,0,0,sha3,20,,,,2.208938,0.214378,0.012826,0.014979,0.139598,0.001883,0.010121,0.013878,0.114409,0.006614,104,85,43,1085,1,0
460,1,3.318002,1.526946,1.791056,1317,sha3,OMNeT++; module=UavAuthNetwork.uav[10]; config=Swarm20,1.364081,0.047023,0.251444,0.075701,0.218769,1.099564,0.196292,0.075701,0.174939,0.179469,0.011463,1.572287,Swarm20,Swarm20-0-20260809-23:47:27-406518,10,Swarm20-0-20260809-23:47:27-406518|phase2|10,0,0,0,sha3,20,,,,2.221969,0.196292,0.007124,0.01012,0.099469,0.001864,0.006934,0.009901,0.097144,0.005421,104,85,43,1085,1,0
461,1,3.299057,1.503891,1.795166,1317,sha3,OMNeT++; module=UavAuthNetwork.uav[11]; config=Swarm20,1.341256,0.052214,0.275586,0.075641,0.231425,1.094694,0.182133,0.075641,0.176862,0.192889,0.011353,1.563741,Swarm20,Swarm20-0-20260809-23:47:27-406518,11,Swarm20-0-20260809-23:47:27-406518|phase2|11,0,0,0,sha3,20,,,,2.263642,0.182133,0.007165,0.010151,0.098847,0.001754,0.007135,0.01518,0.097084,0.005481,104,85,43,1085,1,0
462,1,3.335711,1.522216,1.813495,1317,sha3,OMNeT++; module=UavAuthNetwork.uav[12]; config=Swarm20,1.354903,0.046543,0.259001,0.07545,0.257058,1.101037,0.19038,0.07545,0.173947,0.188985,0.016413,1.556438,Swarm20,Swarm20-0-20260809-23:47:27-406518,12,Swarm20-0-20260809-23:47:27-406518|phase2|12,0,0,0,sha3,20,,,,2.261481,0.19038,0.007084,0.01002,0.098616,0.001673,0.006974,0.00977,0.096893,0.005471,104,85,43,1085,1,0
463,1,3.314713,1.515693,1.79902,1317,sha3,OMNeT++; module=UavAuthNetwork.uav[13]; config=Swarm20,1.354131,0.046132,0.257474,0.07517,0.232482,1.097349,0.191122,0.07517,0.174328,0.16397,0.011222,1.566537,Swarm20,Swarm20-0-20260809-23:47:27-406518,13,Swarm20-0-20260809-23:47:27-406518|phase2|13,0,0,0,sha3,20,,,,2.220464,0.191122,0.007154,0.01006,0.098837,0.001764,0.006914,0.00982,0.096884,0.00528,104,85,43,1085,1,0
464,1,3.321861,1.523068,1.798793,1317,sha3,OMNeT++; module=UavAuthNetwork.uav[14]; config=Swarm20,1.360204,0.046904,0.240828,0.075841,0.215229,1.096898,0.197975,0.075841,0.174157,0.159158,0.011182,1.583564,Swarm20,Swarm20-0-20260809-23:47:27-406518,14,Swarm20-0-20260809-23:47:27-406518|phase2|14,0,0,0,sha3,20,,,,2.198779,0.197975,0.006983,0.0103,0.098999,0.001693,0.006934,0.00987,0.096974,0.00525,104,85,43,1085,1,0
465,1,3.288061,1.506234,1.781827,1317,sha3,OMNeT++; module=UavAuthNetwork.uav[15]; config=Swarm20,1.34337,0.046212,0.256255,0.075881,0.227941,1.094584,0.186532,0.075881,0.181552,0.16089,0.011102,1.553886,Swarm20,Swarm20-0-20260809-23:47:27-406518,15,Swarm20-0-20260809-23:47:27-406518|phase2|15,0,0,0,sha3,20,,,,2.198973,0.186532,0.007025,0.009899,0.099308,0.001624,0.006965,0.00984,0.096913,0.00521,104,85,43,1085,1,0
466,1,3.322868,1.504061,1.818807,1317,sha3,OMNeT++; module=UavAuthNetwork.uav[16]; config=Swarm20,1.342579,0.047676,0.2584,0.07506,0.232864,1.094333,0.185149,0.07506,0.169949,0.164423,0.011362,1.585943,Swarm20,Swarm20-0-20260809-23:47:27-406518,16,Swarm20-0-20260809-23:47:27-406518|phase2|16,0,0,0,sha3,20,,,,2.24163,0.185149,0.007154,0.00994,0.098797,0.001794,0.007144,0.01007,0.097414,0.002645,104,85,43,1085,1,0
467,1,3.313508,1.531675,1.781833,1317,sha3,OMNeT++; module=UavAuthNetwork.uav[17]; config=Swarm20,1.370283,0.046202,0.272467,0.07513,0.233995,1.105045,0.201742,0.07513,0.176612,0.172557,0.011132,1.547839,Swarm20,Swarm20-0-20260809-23:47:27-406518,17,Swarm20-0-20260809-23:47:27-406518|phase2|17,0,0,0,sha3,20,,,,2.226857,0.201742,0.007084,0.009969,0.098657,0.001784,0.006934,0.00985,0.096964,0.002525,104,85,43,1085,1,0
468,1,3.392509,1.614914,1.777595,1317,sha3,OMNeT++; module=UavAuthNetwork.uav[18]; config=Swarm20,1.444152,0.047896,0.253391,0.075341,0.218469,1.180956,0.195109,0.075341,0.228596,0.160869,0.02008,1.559126,Swarm20,Swarm20-0-20260809-23:47:27-406518,18,Swarm20-0-20260809-23:47:27-406518|phase2|18,0,0,0,sha3,20,,,,2.191855,0.195109,0.007214,0.01027,0.102584,0.003006,0.007014,0.010411,0.103697,0.008217,104,85,43,1085,1,0
469,1,3.330943,1.554001,1.776942,1317,sha3,OMNeT++; module=UavAuthNetwork.uav[19]; config=Swarm20,1.390625,0.047114,0.245884,0.075881,0.228256,1.120405,0.19022,0.075881,0.175179,0.169718,0.011614,1.548686,Swarm20,Swarm20-0-20260809-23:47:27-406518,19,Swarm20-0-20260809-23:47:27-406518|phase2|19,0,0,0,sha3,20,,,,2.192544,0.19022,0.007204,0.010342,0.100139,0.001744,0.006954,0.009981,0.097705,0.006172,104,85,43,1085,1,0
470,1,3.380568,1.558761,1.821807,1317,sha3,OMNeT++; module=UavAuthNetwork.uav[0]; config=Swarm20,1.383901,0.050642,0.253237,0.080651,0.249554,1.105816,0.19537,0.080651,0.189218,0.181153,0.013558,1.572253,Swarm20,Swarm20-1-20260809-23:47:27-406518,0,Swarm20-1-20260809-23:47:27-406518|phase2|0,1,1,1,sha3,20,,,,2.256197,0.19537,0.008176,0.010972,0.11564,0.002485,0.007656,0.011322,0.104498,0.009028,104,85,43,1085,1,0
471,1,3.309118,1.516214,1.792904,1317,sha3,OMNeT++; module=UavAuthNetwork.uav[1]; config=Swarm20,1.351707,0.046563,0.267536,0.076282,0.228789,1.100445,0.18533,0.076282,0.174298,0.184197,0.011943,1.564115,Swarm20,Swarm20-1-20260809-23:47:27-406518,1,Swarm20-1-20260809-23:47:27-406518|phase2|1,1,1,1,sha3,20,,,,2.244637,0.18533,0.007204,0.01023,0.099358,0.001824,0.007104,0.010031,0.097695,0.002745,104,85,43,1085,1,0
472,1,3.333736,1.544632,1.789104,1317,sha3,OMNeT++; module=UavAuthNetwork.uav[2]; config=Swarm20,1.379302,0.048417,0.248104,0.076543,0.218887,1.11275,0.199177,0.076543,0.209097,0.159863,0.012244,1.570217,Swarm20,Swarm20-1-20260809-23:47:27-406518,2,Swarm20-1-20260809-23:47:27-406518|phase2|2,1,1,1,sha3,20,,,,2.19707,0.199177,0.007395,0.010591,0.10067,0.001914,0.007175,0.01005,0.098978,0.003126,104,85,43,1085,1,0
473,1,3.479948,1.703178,1.77677,1317,sha3,OMNeT++; module=UavAuthNetwork.uav[3]; config=Swarm20,1.532888,0.068967,0.249533,0.079178,0.218611,1.249673,0.206993,0.079178,0.175881,0.191727,0.011934,1.558159,Swarm20,Swarm20-1-20260809-23:47:27-406518,3,Swarm20-1-20260809-23:47:27-406518|phase2|3,1,1,1,sha3,20,,,,2.218029,0.206993,0.009429,0.011513,0.10482,0.002064,0.010742,0.012796,0.111212,0.003667,104,85,43,1085,1,0
474,1,3.679461,1.913028,1.766433,1317,sha3,OMNeT++; module=UavAuthNetwork.uav[4]; config=Swarm20,1.673308,0.066813,0.245132,0.110481,0.216022,1.274122,0.310429,0.110481,0.272634,0.171015,0.018758,1.55041,Swarm20,Swarm20-1-20260809-23:47:27-406518,4,Swarm20-1-20260809-23:47:27-406518|phase2|4,1,1,1,sha3,20,,,,2.182579,0.310429,0.011463,0.016974,0.142094,0.003036,0.011524,0.016212,0.133346,0.006984,104,85,43,1085,1,0
475,1,4.361431,2.526163,1.835268,1317,sha3,OMNeT++; module=UavAuthNetwork.uav[5]; config=Swarm20,2.293577,0.074158,0.274965,0.106363,0.230335,1.843158,0.334818,0.106363,0.270289,0.19157,0.01986,1.604933,Swarm20,Swarm20-1-20260809-23:47:27-406518,5,Swarm20-1-20260809-23:47:27-406518|phase2|5,1,1,1,sha3,20,,,,2.301803,0.334818,0.011454,0.018116,0.149989,0.003707,0.011232,0.016553,0.131923,0.014158,104,85,43,1085,1,0
476,1,4.394866,2.605058,1.789808,1317,sha3,OMNeT++; module=UavAuthNetwork.uav[6]; config=Swarm20,2.365319,0.083306,0.256,0.109719,0.221165,1.869841,0.347082,0.109719,0.279578,0.198691,0.020301,1.568643,Swarm20,Swarm20-1-20260809-23:47:27-406518,6,Swarm20-1-20260809-23:47:27-406518|phase2|6,1,1,1,sha3,20,,,,2.244498,0.347082,0.012845,0.020241,0.178155,0.003297,0.010792,0.017616,0.129268,0.011914,104,85,43,1085,1,0
477,1,4.514782,2.731389,1.783393,1317,sha3,OMNeT++; module=UavAuthNetwork.uav[7]; config=Swarm20,2.480569,0.089368,0.292457,0.116292,0.222378,2.00454,0.342042,0.116292,0.300079,0.221926,0.018236,1.561015,Swarm20,Swarm20-1-20260809-23:47:27-406518,7,Swarm20-1-20260809-23:47:27-406518|phase2|7,1,1,1,sha3,20,,,,2.297776,0.342042,0.013316,0.021463,0.168306,0.002825,0.012926,0.017083,0.149477,0.016203,104,85,43,1085,1,0
478,1,4.616057,2.839587,1.77647,1317,sha3,OMNeT++; module=UavAuthNetwork.uav[8]; config=Swarm20,2.578715,0.084749,0.248309,0.12013,0.224525,2.068918,0.355419,0.12013,0.304668,0.172351,0.020612,1.551945,Swarm20,Swarm20-1-20260809-23:47:27-406518,8,Swarm20-1-20260809-23:47:27-406518|phase2|8,1,1,1,sha3,20,,,,2.19713,0.355419,0.013666,0.021883,0.193034,0.003938,0.012865,0.018858,0.147253,0.014298,104,85,43,1085,1,0
479,1,4.576831,2.783685,1.793146,1317,sha3,OMNeT++; module=UavAuthNetwork.uav[9]; config=Swarm20,2.524507,0.081061,0.249899,0.119679,0.242852,2.027536,0.37085,0.119679,0.304076,0.160055,0.01982,1.550294,Swarm20,Swarm20-1-20260809-23:47:27-406518,9,Swarm20-1-20260809-23:47:27-406518|phase2|9,1,1,1,sha3,20,,,,2.2031,0.37085,0.013988,0.019759,0.163937,0.002936,0.012635,0.019349,0.143617,0.012124,104,85,43,1085,1,0
480,1,3.60824,1.810732,1.797508,1317,sha3,OMNeT++; module=UavAuthNetwork.uav[10]; config=Swarm20,1.62914,0.053065,0.252214,0.084909,0.243815,1.324713,0.216743,0.084909,0.177835,0.187889,0.011774,1.553692,Swarm20,Swarm20-1-20260809-23:47:27-406518,10,Swarm20-1-20260809-23:47:27-406518|phase2|10,1,1,1,sha3,20,,,,2.237611,0.216743,0.008175,0.011773,0.112173,0.001924,0.007766,0.010872,0.103637,0.003788,104,85,43,1085,1,0
481,1,3.29276,1.527287,1.765473,1317,sha3,OMNeT++; module=UavAuthNetwork.uav[11]; config=Swarm20,1.364913,0.046512,0.258966,0.075721,0.216623,1.10761,0.190801,0.075721,0.172955,0.217659,0.010932,1.54885,Swarm20,Swarm20-1-20260809-23:47:27-406518,11,Swarm20-1-20260809-23:47:27-406518|phase2|11,1,1,1,sha3,20,,,,2.242098,0.190801,0.007195,0.010101,0.098876,0.001714,0.007034,0.010101,0.096864,0.002805,104,85,43,1085,1,0
482,1,3.365001,1.588811,1.77619,1317,sha3,OMNeT++; module=UavAuthNetwork.uav[12]; config=Swarm20,1.358992,0.072464,0.240991,0.107254,0.222756,1.096147,0.191873,0.107254,0.238616,0.186637,0.015311,1.553434,Swarm20,Swarm20-1-20260809-23:47:27-406518,12,Swarm20-1-20260809-23:47:27-406518|phase2|12,1,1,1,sha3,20,,,,2.203817,0.191873,0.012345,0.013216,0.127785,0.002185,0.011423,0.016433,0.129037,0.004699,104,85,43,1085,1,0
483,1,3.811361,2.016394,1.794967,1317,sha3,OMNeT++; module=UavAuthNetwork.uav[13]; config=Swarm20,1.776445,0.08042,0.243654,0.113637,0.236624,1.473921,0.216763,0.113637,0.251632,0.159495,0.012675,1.558343,Swarm20,Swarm20-1-20260809-23:47:27-406518,13,Swarm20-1-20260809-23:47:27-406518|phase2|13,1,1,1,sha3,20,,,,2.198116,0.216763,0.011253,0.016362,0.136462,0.002354,0.011283,0.018026,0.129908,0.007706,104,85,43,1085,1,0
484,1,3.324733,1.543899,1.780834,1317,sha3,OMNeT++; module=UavAuthNetwork.uav[14]; config=Swarm20,1.376546,0.057645,0.255428,0.077835,0.214691,1.106227,0.197925,0.077835,0.17523,0.180113,0.011683,1.566142,Swarm20,Swarm20-1-20260809-23:47:27-406518,14,Swarm20-1-20260809-23:47:27-406518|phase2|14,1,1,1,sha3,20,,,,2.216375,0.197925,0.007686,0.010521,0.102625,0.001794,0.007275,0.010101,0.107044,0.003166,104,85,43,1085,1,0
485,1,3.711927,1.939388,1.772539,1317,sha3,OMNeT++; module=UavAuthNetwork.uav[15]; config=Swarm20,1.771224,0.051473,0.258252,0.077835,0.221122,1.488419,0.208255,0.077835,0.178386,0.177005,0.012494,1.551417,Swarm20,Swarm20-1-20260809-23:47:27-406518,15,Swarm20-1-20260809-23:47:27-406518|phase2|15,1,1,1,sha3,20,,,,2.207796,0.208255,0.007726,0.010893,0.106162,0.002215,0.007154,0.010391,0.099178,0.006182,104,85,43,1085,1,0
486,1,3.450248,1.667307,1.782941,1317,sha3,OMNeT++; module=UavAuthNetwork.uav[16]; config=Swarm20,1.499903,0.058267,0.242439,0.077675,0.215103,1.104794,0.301782,0.077675,0.17574,0.162049,0.012054,1.567838,Swarm20,Swarm20-1-20260809-23:47:27-406518,16,Swarm20-1-20260809-23:47:27-406518|phase2|16,1,1,1,sha3,20,,,,2.187429,0.301782,0.009458,0.01473,0.118267,0.001944,0.007635,0.010932,0.105481,0.004158,104,85,43,1085,1,0
487,1,3.507627,1.700102,1.807525,1317,sha3,OMNeT++; module=UavAuthNetwork.uav[17]; config=Swarm20,1.530323,0.056884,0.254192,0.078587,0.255462,1.203902,0.253756,0.078587,0.245329,0.171475,0.012605,1.552062,Swarm20,Swarm20-1-20260809-23:47:27-406518,17,Swarm20-1-20260809-23:47:27-406518|phase2|17,1,1,1,sha3,20,,,,2.233192,0.253756,0.007496,0.011493,0.104949,0.002285,0.008988,0.02002,0.122735,0.004669,104,85,43,1085,1,0
488,1,3.388819,1.588019,1.8008,1317,sha3,OMNeT++; module=UavAuthNetwork.uav[18]; config=Swarm20,1.416036,0.048708,0.246613,0.076763,0.226952,1.149915,0.194979,0.076763,0.174348,0.161206,0.018457,1.573849,Swarm20,Swarm20-1-20260809-23:47:27-406518,18,Swarm20-1-20260809-23:47:27-406518|phase2|18,1,1,1,sha3,20,,,,2.208619,0.194979,0.007535,0.010751,0.102395,0.008457,0.007014,0.010009,0.097865,0.003397,104,85,43,1085,1,0
489,1,3.328343,1.523048,1.805295,1317,sha3,OMNeT++; module=UavAuthNetwork.uav[19]; config=Swarm20,1.358951,0.047284,0.266126,0.076232,0.243188,1.100355,0.192574,0.076232,0.179589,0.160386,0.011633,1.562107,Swarm20,Swarm20-1-20260809-23:47:27-406518,19,Swarm20-1-20260809-23:47:27-406518|phase2|19,1,1,1,sha3,20,,,,2.231807,0.192574,0.007325,0.010261,0.099789,0.001784,0.007014,0.010181,0.099278,0.002816,104,85,43,1085,1,0
490,1,3.366016,1.575073,1.790943,1317,sha3,OMNeT++; module=UavAuthNetwork.uav[0]; config=Swarm20,1.398189,0.051202,0.246576,0.081874,0.2337,1.118532,0.20037,0.081874,0.184418,0.169423,0.013136,1.557243,Swarm20,Swarm20-2-20260809-23:47:27-406518,0,Swarm20-2-20260809-23:47:27-406518|phase2|0,2,2,2,sha3,20,,,,2.206942,0.20037,0.008147,0.011543,0.116051,0.002505,0.007846,0.011182,0.099379,0.009419,104,85,43,1085,1,0
