idx,success,latency_ms,compute_ms,net_ms,overhead_bytes,hash_mode,details,m1_uav_compute_ms,m1_gs_compute_ms,m1_net_ms,m2_uav_verify_ms,m2_net_ms,puf_eval_ms,bch_ms,m3_uav_compute_ms,m3_gs_compute_ms,m3_net_ms,m4_uav_compute_ms,m4_net_ms,config,run_id,uav_id,row_uid,runnumber,repetition,seedset,suite,num_uavs,puf_ber,fe_profile,attack_mode,wall_latency_ms,fe_rep_ms,mac_ms,kdf_ms,dh_ms,aead_ms,gs_mac_ms,gs_kdf_ms,gs_dh_ms,gs_aead_ms,bytes_m1,bytes_m2,bytes_m3,bytes_m4,ephemeral_erased,replay_cache_hits
120,1,2.424774,1.71351,0.711264,507,sha3,OMNeT++; module=UavAuthNetwork.uav[0]; config=Baseline5UAV,1.546406,0.048858,0.249096,0.079168,0.229102,1.271567,0.191271,0.079168,0.109047,0.184711,0.008768,0.482162,Baseline5UAV,Baseline5UAV-4-20260809-23:47:27-406517,0,Baseline5UAV-4-20260809-23:47:27-406517|phase2|0,4,4,4,sha3,5,,,,1.145071,0.191271,0.007896,0.011514,0.116281,0.001994,0.007445,0.010692,0.098026,0.007325,104,85,43,275,1,0
121,1,2.235853,1.524271,0.711582,507,sha3,OMNeT++; module=UavAuthNetwork.uav[1]; config=Baseline5UAV,1.363921,0.047535,0.249227,0.076282,0.229434,1.103722,0.193476,0.076282,0.102915,0.176481,0.007786,0.482147,Baseline5UAV,Baseline5UAV-4-20260809-23:47:27-406517,1,Baseline5UAV-4-20260809-23:47:27-406517|phase2|1,4,4,4,sha3,5,,,,1.137289,0.193476,0.007135,0.01022,0.099669,0.001362,0.007136,0.010171,0.097955,0.002195,104,85,43,275,1,0
122,1,2.254074,1.520151,0.733923,507,sha3,OMNeT++; module=UavAuthNetwork.uav[2]; config=Baseline5UAV,1.351336,0.046452,0.295182,0.08066,0.234041,1.093571,0.192635,0.08066,0.101383,0.165744,0.007495,0.499882,Baseline5UAV,Baseline5UAV-4-20260809-23:47:27-406517,2,Baseline5UAV-4-20260809-23:47:27-406517|phase2|2,4,4,4,sha3,5,,,,1.194849,0.192635,0.007035,0.01013,0.103948,0.001323,0.007145,0.009999,0.097013,0.002024,104,85,43,275,1,0
123,1,2.224429,1.49892,0.725509,507,sha3,OMNeT++; module=UavAuthNetwork.uav[3]; config=Baseline5UAV,1.341977,0.046333,0.239858,0.074739,0.251352,1.091317,0.186743,0.074739,0.101182,0.176525,0.007465,0.474157,Baseline5UAV,Baseline5UAV-4-20260809-23:47:27-406517,3,Baseline5UAV-4-20260809-23:47:27-406517|phase2|3,4,4,4,sha3,5,,,,1.141892,0.186743,0.006985,0.00976,0.098236,0.001293,0.006954,0.0099,0.096763,0.001934,104,85,43,275,1,0
124,1,2.197204,1.511456,0.685748,507,sha3,OMNeT++; module=UavAuthNetwork.uav[4]; config=Baseline5UAV,1.354121,0.046202,0.255884,0.07492,0.217466,1.094634,0.196392,0.07492,0.101262,0.158432,0.007495,0.468281,Baseline5UAV,Baseline5UAV-4-20260809-23:47:27-406517,4,Baseline5UAV-4-20260809-23:47:27-406517|phase2|4,4,4,4,sha3,5,,,,1.100064,0.196392,0.006963,0.009899,0.098467,0.001333,0.007003,0.00995,0.097084,0.001884,104,85,43,275,1,0
125,1,2.213582,1.527629,0.685953,507,sha3,OMNeT++; module=UavAuthNetwork.uav[0]; config=Baseline5UAV,1.354232,0.048397,0.275212,0.082445,0.218095,1.091838,0.193787,0.082445,0.104558,0.182674,0.008507,0.467858,Baseline5UAV,Baseline5UAV-5-20260809-23:47:27-406517,0,Baseline5UAV-5-20260809-23:47:27-406517|phase2|0,5,5,5,sha3,5,,,,1.143839,0.193787,0.007495,0.010901,0.107794,0.001844,0.007385,0.010511,0.098076,0.003226,104,85,43,275,1,0
126,1,2.225229,1.506406,0.718823,507,sha3,OMNeT++; module=UavAuthNetwork.uav[1]; config=Baseline5UAV,1.348831,0.046863,0.241244,0.07493,0.238776,1.09283,0.191402,0.07493,0.101543,0.157833,0.007715,0.480047,Baseline5UAV,Baseline5UAV-5-20260809-23:47:27-406517,1,Baseline5UAV-5-20260809-23:47:27-406517|phase2|1,5,5,5,sha3,5,,,,1.1179,0.191402,0.007015,0.009779,0.098467,0.001323,0.007054,0.01,0.096763,0.002014,104,85,43,275,1,0
127,1,2.243376,1.513919,0.729457,507,sha3,OMNeT++; module=UavAuthNetwork.uav[2]; config=Baseline5UAV,1.356436,0.046233,0.257922,0.074979,0.245188,1.091227,0.200721,0.074979,0.101943,0.161718,0.007525,0.484269,Baseline5UAV,Baseline5UAV-5-20260809-23:47:27-406517,2,Baseline5UAV-5-20260809-23:47:27-406517|phase2|2,5,5,5,sha3,5,,,,1.149096,0.200721,0.006953,0.00999,0.098286,0.001282,0.007054,0.009981,0.097305,0.002014,104,85,43,275,1,0
128,1,2.245972,1.514383,0.731589,507,sha3,OMNeT++; module=UavAuthNetwork.uav[3]; config=Baseline5UAV,1.356858,0.046593,0.24837,0.07503,0.237989,1.10226,0.19084,0.07503,0.101042,0.159198,0.007465,0.493601,Baseline5UAV,Baseline5UAV-5-20260809-23:47:27-406517,3,Baseline5UAV-5-20260809-23:47:27-406517|phase2|3,5,5,5,sha3,5,,,,1.139158,0.19084,0.007024,0.00974,0.098416,0.001252,0.006994,0.00995,0.096864,0.001824,104,85,43,275,1,0
129,1,2.222091,1.534502,0.687589,507,sha3,OMNeT++; module=UavAuthNetwork.uav[4]; config=Baseline5UAV,1.375374,0.047255,0.25027,0.075571,0.214266,1.118171,0.192103,0.075571,0.102094,0.180112,0.007986,0.473323,Baseline5UAV,Baseline5UAV-5-20260809-23:47:27-406517,4,Baseline5UAV-5-20260809-23:47:27-406517|phase2|4,5,5,5,sha3,5,,,,1.117971,0.192103,0.007195,0.010109,0.099729,0.001463,0.007124,0.01021,0.097254,0.002535,104,85,43,275,1,0
130,1,2.224391,1.510584,0.713807,507,sha3,OMNeT++; module=UavAuthNetwork.uav[0]; config=Baseline5UAV,1.34801,0.047885,0.276062,0.076873,0.227496,1.090486,0.189819,0.076873,0.139639,0.16914,0.008828,0.486311,Baseline5UAV,Baseline5UAV-6-20260809-23:47:27-406517,0,Baseline5UAV-6-20260809-23:47:27-406517|phase2|0,6,6,6,sha3,5,,,,1.159009,0.189819,0.007586,0.010471,0.102094,0.001844,0.007336,0.010271,0.097934,0.003156,104,85,43,275,1,0
131,1,2.192882,1.492147,0.700735,507,sha3,OMNeT++; module=UavAuthNetwork.uav[1]; config=Baseline5UAV,1.334242,0.046803,0.250235,0.07514,0.218413,1.077109,0.192324,0.07514,0.101041,0.165182,0.007625,0.482322,Baseline5UAV,Baseline5UAV-6-20260809-23:47:27-406517,1,Baseline5UAV-6-20260809-23:47:27-406517|phase2|1,6,6,6,sha3,5,,,,1.116153,0.192324,0.007135,0.00986,0.098547,0.001322,0.007054,0.010031,0.096483,0.001984,104,85,43,275,1,0
132,1,2.199007,1.482888,0.716119,507,sha3,OMNeT++; module=UavAuthNetwork.uav[2]; config=Baseline5UAV,1.325555,0.050911,0.252546,0.074929,0.225154,1.074123,0.188516,0.074929,0.100801,0.168791,0.007475,0.490965,Baseline5UAV,Baseline5UAV-6-20260809-23:47:27-406517,2,Baseline5UAV-6-20260809-23:47:27-406517|phase2|2,6,6,6,sha3,5,,,,1.137456,0.188516,0.006953,0.00979,0.098016,0.001252,0.007074,0.009849,0.101221,0.001964,104,85,43,275,1,0
133,1,2.186788,1.501634,0.685154,507,sha3,OMNeT++; module=UavAuthNetwork.uav[3]; config=Baseline5UAV,1.332077,0.046242,0.250213,0.081031,0.215991,1.081618,0.187484,0.081031,0.10045,0.183391,0.007495,0.469163,Baseline5UAV,Baseline5UAV-6-20260809-23:47:27-406517,3,Baseline5UAV-6-20260809-23:47:27-406517|phase2|3,6,6,6,sha3,5,,,,1.118758,0.187484,0.007957,0.009809,0.102365,0.001243,0.006944,0.0099,0.096211,0.001864,104,85,43,275,1,0
134,1,2.230253,1.506716,0.723537,507,sha3,OMNeT++; module=UavAuthNetwork.uav[4]; config=Baseline5UAV,1.355204,0.044538,0.269458,0.072174,0.246032,1.096588,0.197083,0.072174,0.097334,0.185829,0.007164,0.477506,Baseline5UAV,Baseline5UAV-6-20260809-23:47:27-406517,4,Baseline5UAV-6-20260809-23:47:27-406517|phase2|4,6,6,6,sha3,5,,,,1.178825,0.197083,0.006703,0.009679,0.09525,0.001222,0.006743,0.009549,0.093346,0.001773,104,85,43,275,1,0
135,1,2.285275,1.56795,0.717325,507,sha3,OMNeT++; module=UavAuthNetwork.uav[0]; config=Baseline5UAV,1.36338,0.048877,0.26807,0.097936,0.231358,1.086468,0.197083,0.097936,0.116102,0.160632,0.008698,0.485967,Baseline5UAV,Baseline5UAV-7-20260809-23:47:27-406517,0,Baseline5UAV-7-20260809-23:47:27-406517|phase2|0,7,7,7,sha3,5,,,,1.146027,0.197083,0.007696,0.015591,0.128658,0.001783,0.007755,0.010681,0.099197,0.008908,104,85,43,275,1,0
136,1,2.314175,1.594995,0.71918,507,sha3,OMNeT++; module=UavAuthNetwork.uav[1]; config=Baseline5UAV,1.435635,0.047524,0.246658,0.075762,0.23228,1.159042,0.200641,0.075762,0.102565,0.193886,0.007836,0.4869,Baseline5UAV,Baseline5UAV-7-20260809-23:47:27-406517,1,Baseline5UAV-7-20260809-23:47:27-406517|phase2|1,7,7,7,sha3,5,,,,1.159724,0.200641,0.007444,0.010241,0.099829,0.001483,0.007284,0.01034,0.097013,0.002885,104,85,43,275,1,0
137,1,2.303541,1.557226,0.746315,507,sha3,OMNeT++; module=UavAuthNetwork.uav[2]; config=Baseline5UAV,1.396516,0.047394,0.241457,0.076322,0.245236,1.11781,0.211442,0.076322,0.102955,0.159864,0.008066,0.501079,Baseline5UAV,Baseline5UAV-7-20260809-23:47:27-406517,2,Baseline5UAV-7-20260809-23:47:27-406517|phase2|2,7,7,7,sha3,5,,,,1.147636,0.211442,0.007416,0.01048,0.100671,0.001563,0.007255,0.01033,0.097605,0.002626,104,85,43,275,1,0
138,1,2.212151,1.512898,0.699253,507,sha3,OMNeT++; module=UavAuthNetwork.uav[3]; config=Baseline5UAV,1.354833,0.046563,0.240425,0.07526,0.230308,1.098021,0.191201,0.07526,0.101252,0.17877,0.007545,0.468945,Baseline5UAV,Baseline5UAV-7-20260809-23:47:27-406517,3,Baseline5UAV-7-20260809-23:47:27-406517|phase2|3,7,7,7,sha3,5,,,,1.118448,0.191201,0.007165,0.01008,0.098787,0.001282,0.006974,0.00994,0.096882,0.001964,104,85,43,275,1,0
139,1,2.246283,1.524281,0.722002,507,sha3,OMNeT++; module=UavAuthNetwork.uav[4]; config=Baseline5UAV,1.366286,0.046122,0.248756,0.07524,0.23625,1.106799,0.195329,0.07524,0.101442,0.189866,0.007515,0.485752,Baseline5UAV,Baseline5UAV-7-20260809-23:47:27-406517,4,Baseline5UAV-7-20260809-23:47:27-406517|phase2|4,7,7,7,sha3,5,,,,1.160625,0.195329,0.007183,0.010001,0.098727,0.001292,0.007134,0.00992,0.096894,0.001944,104,85,43,275,1,0
140,1,2.359382,1.624751,0.734631,507,sha3,OMNeT++; module=UavAuthNetwork.uav[0]; config=Baseline5UAV,1.387448,0.067985,0.249122,0.113707,0.238687,1.091808,0.197965,0.113707,0.152434,0.159701,0.009889,0.495944,Baseline5UAV,Baseline5UAV-8-20260809-23:47:27-406517,0,Baseline5UAV-8-20260809-23:47:27-406517|phase2|0,8,8,8,sha3,5,,,,1.143454,0.197965,0.012435,0.01554,0.155019,0.002275,0.012034,0.017986,0.1253,0.011153,104,85,43,275,1,0
141,1,2.230282,1.521707,0.708575,507,sha3,OMNeT++; module=UavAuthNetwork.uav[1]; config=Baseline5UAV,1.350695,0.047565,0.259759,0.081613,0.234002,1.096517,0.186082,0.081613,0.102525,0.212482,0.007786,0.474574,Baseline5UAV,Baseline5UAV-8-20260809-23:47:27-406517,1,Baseline5UAV-8-20260809-23:47:27-406517|phase2|1,8,8,8,sha3,5,,,,1.180816,0.186082,0.007184,0.01033,0.105832,0.001362,0.007266,0.01003,0.097535,0.002134,104,85,43,275,1,0
142,1,2.224342,1.506715,0.717627,507,sha3,OMNeT++; module=UavAuthNetwork.uav[2]; config=Baseline5UAV,1.34866,0.046643,0.268814,0.07523,0.245198,1.094504,0.189849,0.07523,0.101212,0.16447,0.007595,0.472429,Baseline5UAV,Baseline5UAV-8-20260809-23:47:27-406517,2,Baseline5UAV-8-20260809-23:47:27-406517|phase2|2,8,8,8,sha3,5,,,,1.150911,0.189849,0.007114,0.010041,0.098186,0.001312,0.007084,0.009979,0.096953,0.001994,104,85,43,275,1,0
143,1,2.225986,1.502657,0.723329,507,sha3,OMNeT++; module=UavAuthNetwork.uav[3]; config=Baseline5UAV,1.345755,0.046603,0.257916,0.074729,0.243665,1.08768,0.194388,0.074729,0.100801,0.16482,0.007444,0.479664,Baseline5UAV,Baseline5UAV-8-20260809-23:47:27-406517,3,Baseline5UAV-8-20260809-23:47:27-406517|phase2|3,8,8,8,sha3,5,,,,1.146065,0.194388,0.007004,0.00972,0.098186,0.001272,0.006934,0.010019,0.096673,0.001794,104,85,43,275,1,0
144,1,2.215652,1.495544,0.720108,507,sha3,OMNeT++; module=UavAuthNetwork.uav[4]; config=Baseline5UAV,1.337739,0.045821,0.240381,0.07514,0.2142,1.089694,0.18563,0.07514,0.101773,0.169248,0.007525,0.505908,Baseline5UAV,Baseline5UAV-8-20260809-23:47:27-406517,4,Baseline5UAV-8-20260809-23:47:27-406517|phase2|4,8,8,8,sha3,5,,,,1.129737,0.18563,0.007034,0.009849,0.098126,0.001283,0.006973,0.00998,0.097294,0.001833,104,85,43,275,1,0
145,1,2.262807,1.542617,0.72019,507,sha3,OMNeT++; module=UavAuthNetwork.uav[0]; config=Baseline5UAV,1.364162,0.048336,0.251563,0.084899,0.219148,1.091598,0.195871,0.084899,0.109118,0.18766,0.008657,0.501041,Baseline5UAV,Baseline5UAV-9-20260809-23:47:27-406517,0,Baseline5UAV-9-20260809-23:47:27-406517|phase2|0,9,9,9,sha3,5,,,,1.159413,0.195871,0.007695,0.010832,0.117304,0.001964,0.007396,0.010532,0.098115,0.007635,104,85,43,275,1,0
146,1,2.219003,1.505644,0.713359,507,sha3,OMNeT++; module=UavAuthNetwork.uav[1]; config=Baseline5UAV,1.347879,0.046733,0.244955,0.07507,0.222312,1.091057,0.192454,0.07507,0.101582,0.181902,0.007625,0.491048,Baseline5UAV,Baseline5UAV-9-20260809-23:47:27-406517,1,Baseline5UAV-9-20260809-23:47:27-406517|phase2|1,9,9,9,sha3,5,,,,1.140216,0.192454,0.007043,0.0098,0.098346,0.001333,0.007025,0.009859,0.096934,0.002064,104,85,43,275,1,0
147,1,2.235003,1.520545,0.714458,507,sha3,OMNeT++; module=UavAuthNetwork.uav[2]; config=Baseline5UAV,1.36308,0.046383,0.248059,0.07498,0.222921,1.10786,0.191472,0.07498,0.101282,0.162516,0.007505,0.491536,Baseline5UAV,Baseline5UAV-9-20260809-23:47:27-406517,2,Baseline5UAV-9-20260809-23:47:27-406517|phase2|2,9,9,9,sha3,5,,,,1.125033,0.191472,0.007014,0.00981,0.098607,0.001333,0.007075,0.00998,0.096993,0.002004,104,85,43,275,1,0
148,1,2.211772,1.503179,0.708593,507,sha3,OMNeT++; module=UavAuthNetwork.uav[3]; config=Baseline5UAV,1.340826,0.046343,0.240398,0.077424,0.217952,1.0878,0.189889,0.077424,0.101202,0.1643,0.007505,0.490641,Baseline5UAV,Baseline5UAV-9-20260809-23:47:27-406517,3,Baseline5UAV-9-20260809-23:47:27-406517|phase2|3,9,9,9,sha3,5,,,,1.113291,0.189889,0.006983,0.011524,0.098727,0.001312,0.007034,0.0099,0.096684,0.001884,104,85,43,275,1,0
149,1,2.264971,1.502368,0.762603,507,sha3,OMNeT++; module=UavAuthNetwork.uav[4]; config=Baseline5UAV,1.345224,0.046222,0.259649,0.074759,0.26355,1.092941,0.189628,0.074759,0.101152,0.181167,0.007626,0.499053,Baseline5UAV,Baseline5UAV-9-20260809-23:47:27-406517,4,Baseline5UAV-9-20260809-23:47:27-406517|phase2|4,9,9,9,sha3,5,,,,1.203418,0.189628,0.007003,0.00975,0.098206,0.001303,0.007014,0.00986,0.096974,0.001883,104,85,43,275,1,0
150,1,2.87311,1.794931,1.078179,777,sha3,OMNeT++; module=UavAuthNetwork.uav[0]; config=HighNoise,1.59904,0.051864,0.256671,0.092114,0.249728,1.156738,0.203716,0.092114,0.132505,0.183693,0.011663,0.828452,HighNoise,HighNoise-0-20260809-23:47:34-406846,0,HighNoise-0-20260809-23:47:34-406846|phase2|0,0,0,0,sha3,10,,,,1.518543,0.203716,0.012243,0.011404,0.279668,0.003497,0.008447,0.011893,0.09559,0.011323,104,85,43,545,1,0
151,1,2.616994,1.534941,1.082053,777,sha3,OMNeT++; module=UavAuthNetwork.uav[1]; config=HighNoise,1.372548,0.047716,0.251082,0.076522,0.240244,1.109453,0.194258,0.076522,0.125731,0.166001,0.009349,0.841809,HighNoise,HighNoise-0-20260809-23:47:34-406846,1,HighNoise-0-20260809-23:47:34-406846|phase2|1,0,0,0,sha3,10,,,,1.499136,0.194258,0.007135,0.010271,0.102885,0.001463,0.007154,0.010341,0.096913,0.002475,104,85,43,545,1,0
152,1,2.69852,1.645052,1.053468,777,sha3,OMNeT++; module=UavAuthNetwork.uav[2]; config=HighNoise,1.481607,0.049219,0.244435,0.076883,0.225942,1.201197,0.210339,0.076883,0.133576,0.174349,0.009679,0.827526,HighNoise,HighNoise-0-20260809-23:47:34-406846,2,HighNoise-0-20260809-23:47:34-406846|phase2|2,0,0,0,sha3,10,,,,1.472252,0.210339,0.007475,0.011434,0.101813,0.001694,0.007424,0.017284,0.097764,0.003087,104,85,43,545,1,0
153,1,2.595263,1.535163,1.0601,777,sha3,OMNeT++; module=UavAuthNetwork.uav[3]; config=HighNoise,1.380715,0.045371,0.270952,0.072815,0.230351,1.121768,0.194358,0.072815,0.120661,0.16277,0.008818,0.829749,HighNoise,HighNoise-0-20260809-23:47:34-406846,3,HighNoise-0-20260809-23:47:34-406846|phase2|3,0,0,0,sha3,10,,,,1.493821,0.194358,0.007052,0.009829,0.09534,0.001322,0.006923,0.009899,0.093647,0.001984,104,85,43,545,1,0
154,0,0.0,0.0,0.0,0,sha3,OMNeT++; module=UavAuthNetwork.uav[4]; config=HighNoise,0.0,0.0,0.0,0.0,0.0,1.104874,0.160711,0.0,0.0,0.0,0.0,0.0,HighNoise,HighNoise-0-20260809-23:47:34-406846,4,HighNoise-0-20260809-23:47:34-406846|phase2|4,0,0,0,sha3,10,,,,0.0,0.160711,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
155,1,2.631298,1.523489,1.107809,777,sha3,OMNeT++; module=UavAuthNetwork.uav[5]; config=HighNoise,1.361867,0.047836,0.241889,0.076212,0.257605,1.104283,0.192664,0.076212,0.12528,0.189383,0.009198,0.850204,HighNoise,HighNoise-0-20260809-23:47:34-406846,5,HighNoise-0-20260809-23:47:34-406846|phase2|5,0,0,0,sha3,10,,,,1.539081,0.192664,0.007255,0.01031,0.099128,0.001413,0.007274,0.010139,0.097214,0.002134,104,85,43,545,1,0
156,1,2.654219,1.578209,1.07601,777,sha3,OMNeT++; module=UavAuthNetwork.uav[6]; config=HighNoise,1.419613,0.046813,0.245512,0.074629,0.227281,1.146517,0.205601,0.074629,0.122304,0.164592,0.009338,0.848729,HighNoise,HighNoise-0-20260809-23:47:34-406846,6,HighNoise-0-20260809-23:47:34-406846|phase2|6,0,0,0,sha3,10,,,,1.486114,0.205601,0.007325,0.010881,0.098066,0.001654,0.007084,0.01018,0.093837,0.002916,104,85,43,545,1,0
157,1,2.63076,1.546536,1.084224,777,sha3,OMNeT++; module=UavAuthNetwork.uav[7]; config=HighNoise,1.389002,0.047134,0.252117,0.074218,0.244646,1.123411,0.198987,0.074218,0.122304,0.172502,0.009098,0.839578,HighNoise,HighNoise-0-20260809-23:47:34-406846,7,HighNoise-0-20260809-23:47:34-406846|phase2|7,0,0,0,sha3,10,,,,1.508843,0.198987,0.007134,0.010832,0.097775,0.001573,0.007014,0.01025,0.093727,0.002885,104,85,43,545,1,0
158,1,2.61974,1.568179,1.051561,777,sha3,OMNeT++; module=UavAuthNetwork.uav[8]; config=HighNoise,1.398059,0.047144,0.242171,0.080551,0.214395,1.121688,0.204969,0.080551,0.125009,0.188,0.009018,0.837166,HighNoise,HighNoise-0-20260809-23:47:34-406846,8,HighNoise-0-20260809-23:47:34-406846|phase2|8,0,0,0,sha3,10,,,,1.481733,0.204969,0.007144,0.0102,0.104028,0.001383,0.007124,0.01019,0.097144,0.002125,104,85,43,545,1,0
159,1,2.682764,1.618389,1.064375,777,sha3,OMNeT++; module=UavAuthNetwork.uav[9]; config=HighNoise,1.457769,0.047255,0.258842,0.075821,0.223481,1.18267,0.211161,0.075821,0.124048,0.217914,0.008978,0.840894,HighNoise,HighNoise-0-20260809-23:47:34-406846,9,HighNoise-0-20260809-23:47:34-406846|phase2|9,0,0,0,sha3,10,,,,1.541131,0.211161,0.007104,0.010252,0.098897,0.001412,0.007105,0.01013,0.097103,0.002094,104,85,43,545,1,0
160,1,2.66837,1.611896,1.056474,777,sha3,OMNeT++; module=UavAuthNetwork.uav[0]; config=HighNoise,1.444021,0.047865,0.268297,0.078707,0.224628,1.156447,0.202915,0.078707,0.128376,0.158713,0.010461,0.831845,HighNoise,HighNoise-1-20260809-23:47:35-406846,0,HighNoise-1-20260809-23:47:35-406846|phase2|0,1,1,1,sha3,10,,,,1.483483,0.202915,0.007675,0.011502,0.111903,0.002014,0.007405,0.010301,0.094629,0.008076,104,85,43,545,1,0
161,1,2.617655,1.560876,1.056779,777,sha3,OMNeT++; module=UavAuthNetwork.uav[1]; config=HighNoise,1.399613,0.047274,0.264262,0.075922,0.225093,1.125776,0.208736,0.075922,0.125,0.175273,0.009419,0.831686,HighNoise,HighNoise-1-20260809-23:47:35-406846,1,HighNoise-1-20260809-23:47:35-406846|phase2|1,1,1,1,sha3,10,,,,1.496314,0.208736,0.007315,0.01041,0.098998,0.001463,0.007344,0.01026,0.097013,0.002385,104,85,43,545,1,0
162,1,2.671303,1.582078,1.089225,777,sha3,OMNeT++; module=UavAuthNetwork.uav[2]; config=HighNoise,1.421156,0.047265,0.252213,0.075972,0.236517,1.149744,0.206311,0.075972,0.124398,0.169952,0.008978,0.852708,HighNoise,HighNoise-1-20260809-23:47:35-406846,2,HighNoise-1-20260809-23:47:35-406846|phase2|2,1,1,1,sha3,10,,,,1.51139,0.206311,0.007165,0.010531,0.099198,0.001393,0.007204,0.01021,0.097114,0.002084,104,85,43,545,1,0
163,1,2.647476,1.572508,1.074968,777,sha3,OMNeT++; module=UavAuthNetwork.uav[3]; config=HighNoise,1.411176,0.046974,0.252408,0.076162,0.246567,1.149012,0.197594,0.076162,0.124698,0.165107,0.009008,0.828402,HighNoise,HighNoise-1-20260809-23:47:35-406846,3,HighNoise-1-20260809-23:47:35-406846|phase2|3,1,1,1,sha3,10,,,,1.492483,0.197594,0.007164,0.01026,0.099057,0.001352,0.007115,0.01036,0.097345,0.002125,104,85,43,545,1,0
164,1,2.626727,1.565182,1.061545,777,sha3,OMNeT++; module=UavAuthNetwork.uav[4]; config=HighNoise,1.404192,0.046352,0.271349,0.073436,0.216598,1.147419,0.194068,0.073436,0.1204,0.179885,0.014118,0.844948,HighNoise,HighNoise-1-20260809-23:47:35-406846,4,HighNoise-1-20260809-23:47:35-406846|phase2|4,1,1,1,sha3,10,,,,1.51278,0.194068,0.006893,0.01015,0.09528,0.001463,0.006914,0.010381,0.093878,0.001924,104,85,43,545,1,0
165,0,0.0,0.0,0.0,0,sha3,OMNeT++; module=UavAuthNetwork.uav[5]; config=HighNoise,0.0,0.0,0.0,0.0,0.0,1.109694,0.177615,0.0,0.0,0.0,0.0,0.0,HighNoise,HighNoise-1-20260809-23:47:35-406846,5,HighNoise-1-20260809-23:47:35-406846|phase2|5,1,1,1,sha3,10,,,,0.0,0.177615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
166,0,0.0,0.0,0.0,0,sha3,OMNeT++; module=UavAuthNetwork.uav[6]; config=HighNoise,0.0,0.0,0.0,0.0,0.0,1.155546,0.18065,0.0,0.0,0.0,0.0,0.0,HighNoise,HighNoise-1-20260809-23:47:35-406846,6,HighNoise-1-20260809-23:47:35-406846|phase2|6,1,1,1,sha3,10,,,,0.0,0.18065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
167,1,2.663484,1.580934,1.08255,777,sha3,OMNeT++; module=UavAuthNetwork.uav[7]; config=HighNoise,1.419192,0.047194,0.242444,0.076372,0.216069,1.152901,0.201161,0.076372,0.127885,0.159208,0.008998,0.866481,HighNoise,HighNoise-1-20260809-23:47:35-406846,7,HighNoise-1-20260809-23:47:35-406846|phase2|7,1,1,1,sha3,10,,,,1.484202,0.201161,0.007233,0.01051,0.099919,0.001413,0.007084,0.0102,0.099538,0.002134,104,85,43,545,1,0
168,1,2.659741,1.585213,1.074528,777,sha3,OMNeT++; module=UavAuthNetwork.uav[8]; config=HighNoise,1.423931,0.047916,0.283112,0.076142,0.221452,1.161728,0.197404,0.076142,0.132054,0.202522,0.008998,0.853076,HighNoise,HighNoise-1-20260809-23:47:35-406846,8,HighNoise-1-20260809-23:47:35-406846|phase2|8,1,1,1,sha3,10,,,,1.560162,0.197404,0.007274,0.010151,0.099148,0.001383,0.007154,0.010761,0.102926,0.002124,104,85,43,545,1,0
169,0,0.0,0.0,0.0,0,sha3,OMNeT++; module=UavAuthNetwork.uav[9]; config=HighNoise,0.0,0.0,0.0,0.0,0.0,1.172219,0.183176,0.0,0.0,0.0,0.0,0.0,HighNoise,HighNoise-1-20260809-23:47:35-406846,9,HighNoise-1-20260809-23:47:35-406846|phase2|9,1,1,1,sha3,10,,,,0.0,0.183176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
170,1,2.725075,1.646916,1.078159,777,sha3,OMNeT++; module=UavAuthNetwork.uav[0]; config=HighNoise,1.473039,0.049809,0.263602,0.081663,0.248624,1.170797,0.211522,0.081663,0.135441,0.171762,0.010551,0.829535,HighNoise,HighNoise-2-20260809-23:47:36-406846,0,HighNoise-2-20260809-23:47:36-406846|phase2|0,2,2,2,sha3,10,,,,1.513523,0.211522,0.008256,0.011474,0.117444,0.002124,0.007685,0.010883,0.098617,0.00963,104,85,43,545,1,0
171,1,2.662224,1.588761,1.073463,777,sha3,OMNeT++; module=UavAuthNetwork.uav[1]; config=HighNoise,1.426476,0.052524,0.246729,0.076523,0.223881,1.156026,0.203687,0.076523,0.126352,0.182786,0.009239,0.849582,HighNoise,HighNoise-2-20260809-23:47:36-406846,1,HighNoise-2-20260809-23:47:36-406846|phase2|1,2,2,2,sha3,10,,,,1.502978,0.203687,0.007264,0.01038,0.099539,0.001463,0.007355,0.015451,0.097815,0.002135,104,85,43,545,1,0
172,0,0.0,0.0,0.0,0,sha3,OMNeT++; module=UavAuthNetwork.uav[2]; config=HighNoise,0.0,0.0,0.0,0.0,0.0,1.15751,0.188636,0.0,0.0,0.0,0.0,0.0,HighNoise,HighNoise-2-20260809-23:47:36-406846,2,HighNoise-2-20260809-23:47:36-406846|phase2|2,2,2,2,sha3,10,,,,0.0,0.188636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
