idx,run_id,config,runnumber,repetition,seedset,suite,num_uavs,puf_ber,fe_profile,attack_mode,uav_id,success,puf_eval_ms,fe_gen_ms,total_ms,helper_bytes,challenge_bytes,details
470,Swarm20-1-20260809-23:47:27-406518,Swarm20,1,1,1,sha3,20,,,,0,1,1.347578,0.072675,1.456887,160,16,enrollment; config=Swarm20
471,Swarm20-1-20260809-23:47:27-406518,Swarm20,1,1,1,sha3,20,,,,1,1,1.187339,0.056393,1.279062,160,16,enrollment; config=Swarm20
472,Swarm20-1-20260809-23:47:27-406518,Swarm20,1,1,1,sha3,20,,,,2,1,1.174183,0.04042,1.251748,160,16,enrollment; config=Swarm20
473,Swarm20-1-20260809-23:47:27-406518,Swarm20,1,1,1,sha3,20,,,,3,1,0.959935,0.035481,1.02234,160,16,enrollment; config=Swarm20
474,Swarm20-1-20260809-23:47:27-406518,Swarm20,1,1,1,sha3,20,,,,4,1,1.001228,0.03528,1.063011,160,16,enrollment; config=Swarm20
475,Swarm20-1-20260809-23:47:27-406518,Swarm20,1,1,1,sha3,20,,,,5,1,0.949204,0.036042,1.009755,160,16,enrollment; config=Swarm20
476,Swarm20-1-20260809-23:47:27-406518,Swarm20,1,1,1,sha3,20,,,,6,1,0.958633,0.03535,1.018392,160,16,enrollment; config=Swarm20
477,Swarm20-1-20260809-23:47:27-406518,Swarm20,1,1,1,sha3,20,,,,7,1,0.961598,0.03507,1.019765,160,16,enrollment; config=Swarm20
478,Swarm20-1-20260809-23:47:27-406518,Swarm20,1,1,1,sha3,20,,,,8,1,0.958803,0.03496,1.01754,160,16,enrollment; config=Swarm20
479,Swarm20-1-20260809-23:47:27-406518,Swarm20,1,1,1,sha3,20,,,,9,1,0.963152,0.034779,1.021107,160,16,enrollment; config=Swarm20
480,Swarm20-1-20260809-23:47:27-406518,Swarm20,1,1,1,sha3,20,,,,10,1,0.967721,0.035571,1.02717,160,16,enrollment; config=Swarm20
481,Swarm20-1-20260809-23:47:27-406518,Swarm20,1,1,1,sha3,20,,,,11,1,0.961428,0.03498,1.019985,160,16,enrollment; config=Swarm20
482,Swarm20-1-20260809-23:47:27-406518,Swarm20,1,1,1,sha3,20,,,,12,1,0.974434,0.036322,1.034244,160,16,enrollment; config=Swarm20
483,Swarm20-1-20260809-23:47:27-406518,Swarm20,1,1,1,sha3,20,,,,13,1,0.969514,0.035251,1.027951,160,16,enrollment; config=Swarm20
484,Swarm20-1-20260809-23:47:27-406518,Swarm20,1,1,1,sha3,20,,,,14,1,0.961829,0.03501,1.018352,160,16,enrollment; config=Swarm20
485,Swarm20-1-20260809-23:47:27-406518,Swarm20,1,1,1,sha3,20,,,,15,1,0.954375,0.034699,1.011648,160,16,enrollment; config=Swarm20
486,Swarm20-1-20260809-23:47:27-406518,Swarm20,1,1,1,sha3,20,,,,16,1,0.962961,0.034789,1.020907,160,16,enrollment; config=Swarm20
487,Swarm20-1-20260809-23:47:27-406518,Swarm20,1,1,1,sha3,20,,,,17,1,1.075115,0.05525,1.156257,160,16,enrollment; config=Swarm20
488,Swarm20-1-20260809-23:47:27-406518,Swarm20,1,1,1,sha3,20,,,,18,1,1.359824,0.040881,1.434492,160,16,enrollment; config=Swarm20
489,Swarm20-1-20260809-23:47:27-406518,Swarm20,1,1,1,sha3,20,,,,19,1,0.959634,0.03551,1.023141,160,16,enrollment; config=Swarm20
490,Swarm20-2-20260809-23:47:27-406518,Swarm20,2,2,2,sha3,20,,,,0,1,0.96226,0.040561,1.033712,160,16,enrollment; config=Swarm20
491,Swarm20-2-20260809-23:47:27-406518,Swarm20,2,2,2,sha3,20,,,,1,1,0.959945,0.035681,1.021468,160,16,enrollment; config=Swarm20
492,Swarm20-2-20260809-23:47:27-406518,Swarm20,2,2,2,sha3,20,,,,2,1,0.961719,0.034979,1.022811,160,16,enrollment; config=Swarm20
493,Swarm20-2-20260809-23:47:27-406518,Swarm20,2,2,2,sha3,20,,,,3,1,0.960567,0.03531,1.020176,160,16,enrollment; config=Swarm20
494,Swarm20-2-20260809-23:47:27-406518,Swarm20,2,2,2,sha3,20,,,,4,1,0.959925,0.036152,1.020145,160,16,enrollment; config=Swarm20
495,Swarm20-2-20260809-23:47:27-406518,Swarm20,2,2,2,sha3,20,,,,5,1,0.960687,0.03517,1.019404,160,16,enrollment; config=Swarm20
496,Swarm20-2-20260809-23:47:27-406518,Swarm20,2,2,2,sha3,20,,,,6,1,0.962891,0.03498,1.021418,160,16,enrollment; config=Swarm20
497,Swarm20-2-20260809-23:47:27-406518,Swarm20,2,2,2,sha3,20,,,,7,1,0.957621,0.03504,1.015185,160,16,enrollment; config=Swarm20
498,Swarm20-2-20260809-23:47:27-406518,Swarm20,2,2,2,sha3,20,,,,8,1,0.960427,0.034919,1.018883,160,16,enrollment; config=Swarm20
499,Swarm20-2-20260809-23:47:27-406518,Swarm20,2,2,2,sha3,20,,,,9,1,0.946669,0.03495,1.003602,160,16,enrollment; config=Swarm20
500,Swarm20-2-20260809-23:47:27-406518,Swarm20,2,2,2,sha3,20,,,,10,1,0.958673,0.034649,1.015647,160,16,enrollment; config=Swarm20
501,Swarm20-2-20260809-23:47:27-406518,Swarm20,2,2,2,sha3,20,,,,11,1,1.000627,0.042234,1.065746,160,16,enrollment; config=Swarm20
502,Swarm20-2-20260809-23:47:27-406518,Swarm20,2,2,2,sha3,20,,,,12,1,1.038572,0.037796,1.104785,160,16,enrollment; config=Swarm20
503,Swarm20-2-20260809-23:47:27-406518,Swarm20,2,2,2,sha3,20,,,,13,1,1.084714,0.040481,1.15271,160,16,enrollment; config=Swarm20
504,Swarm20-2-20260809-23:47:27-406518,Swarm20,2,2,2,sha3,20,,,,14,1,0.967901,0.035682,1.030086,160,16,enrollment; config=Swarm20
505,Swarm20-2-20260809-23:47:27-406518,Swarm20,2,2,2,sha3,20,,,,15,1,0.970476,0.036573,1.033161,160,16,enrollment; config=Swarm20
506,Swarm20-2-20260809-23:47:27-406518,Swarm20,2,2,2,sha3,20,,,,16,1,0.961819,0.035281,1.022039,160,16,enrollment; config=Swarm20
507,Swarm20-2-20260809-23:47:27-406518,Swarm20,2,2,2,sha3,20,,,,17,1,0.959845,0.03503,1.018553,160,16,enrollment; config=Swarm20
508,Swarm20-2-20260809-23:47:27-406518,Swarm20,2,2,2,sha3,20,,,,18,1,0.965566,0.03494,1.024083,160,16,enrollment; config=Swarm20
509,Swarm20-2-20260809-23:47:27-406518,Swarm20,2,2,2,sha3,20,,,,19,1,0.956749,0.039238,1.022781,160,16,enrollment; config=Swarm20
510,Swarm20-3-20260809-23:47:27-406518,Swarm20,3,3,3,sha3,20,,,,0,1,0.960116,0.040381,1.030937,160,16,enrollment; config=Swarm20
511,Swarm20-3-20260809-23:47:27-406518,Swarm20,3,3,3,sha3,20,,,,1,1,0.958342,0.035291,1.019694,160,16,enrollment; config=Swarm20
512,Swarm20-3-20260809-23:47:27-406518,Swarm20,3,3,3,sha3,20,,,,2,1,0.955957,0.03506,1.016097,160,16,enrollment; config=Swarm20
513,Swarm20-3-20260809-23:47:27-406518,Swarm20,3,3,3,sha3,20,,,,3,1,0.954414,0.034709,1.01237,160,16,enrollment; config=Swarm20
514,Swarm20-3-20260809-23:47:27-406518,Swarm20,3,3,3,sha3,20,,,,4,1,0.955797,0.03476,1.013592,160,16,enrollment; config=Swarm20
515,Swarm20-3-20260809-23:47:27-406518,Swarm20,3,3,3,sha3,20,,,,5,1,0.959374,0.035221,1.01743,160,16,enrollment; config=Swarm20
516,Swarm20-3-20260809-23:47:27-406518,Swarm20,3,3,3,sha3,20,,,,6,1,0.953422,0.034909,1.011388,160,16,enrollment; config=Swarm20
517,Swarm20-3-20260809-23:47:27-406518,Swarm20,3,3,3,sha3,20,,,,7,1,0.954925,0.03496,1.011709,160,16,enrollment; config=Swarm20
518,Swarm20-3-20260809-23:47:27-406518,Swarm20,3,3,3,sha3,20,,,,8,1,0.9572,0.03489,1.014884,160,16,enrollment; config=Swarm20
519,Swarm20-3-20260809-23:47:27-406518,Swarm20,3,3,3,sha3,20,,,,9,1,0.960917,0.03513,1.018392,160,16,enrollment; config=Swarm20
520,Swarm20-3-20260809-23:47:27-406518,Swarm20,3,3,3,sha3,20,,,,10,1,0.953473,0.042324,1.022069,160,16,enrollment; config=Swarm20
521,Swarm20-3-20260809-23:47:27-406518,Swarm20,3,3,3,sha3,20,,,,11,1,0.933652,0.042696,0.998933,160,16,enrollment; config=Swarm20
522,Swarm20-3-20260809-23:47:27-406518,Swarm20,3,3,3,sha3,20,,,,12,1,0.953923,0.039148,1.015396,160,16,enrollment; config=Swarm20
523,Swarm20-3-20260809-23:47:27-406518,Swarm20,3,3,3,sha3,20,,,,13,1,0.949244,0.03479,1.006458,160,16,enrollment; config=Swarm20
524,Swarm20-3-20260809-23:47:27-406518,Swarm20,3,3,3,sha3,20,,,,14,1,0.965366,0.034599,1.02241,160,16,enrollment; config=Swarm20
525,Swarm20-3-20260809-23:47:27-406518,Swarm20,3,3,3,sha3,20,,,,15,1,0.953583,0.034549,1.009514,160,16,enrollment; config=Swarm20
526,Swarm20-3-20260809-23:47:27-406518,Swarm20,3,3,3,sha3,20,,,,16,1,0.960877,0.034679,1.017591,160,16,enrollment; config=Swarm20
527,Swarm20-3-20260809-23:47:27-406518,Swarm20,3,3,3,sha3,20,,,,17,1,0.953523,0.034809,1.009936,160,16,enrollment; config=Swarm20
528,Swarm20-3-20260809-23:47:27-406518,Swarm20,3,3,3,sha3,20,,,,18,1,0.957942,0.03505,1.014654,160,16,enrollment; config=Swarm20
529,Swarm20-3-20260809-23:47:27-406518,Swarm20,3,3,3,sha3,20,,,,19,1,0.968973,0.035681,1.026678,160,16,enrollment; config=Swarm20
530,Swarm20-4-20260809-23:47:27-406518,Swarm20,4,4,4,sha3,20,,,,0,1,0.959905,0.041694,1.03251,160,16,enrollment; config=Swarm20
531,Swarm20-4-20260809-23:47:27-406518,Swarm20,4,4,4,sha3,20,,,,1,1,0.952931,0.03983,1.021728,160,16,enrollment; config=Swarm20
532,Swarm20-4-20260809-23:47:27-406518,Swarm20,4,4,4,sha3,20,,,,2,1,0.986518,0.03982,1.06238,160,16,enrollment; config=Swarm20
533,Swarm20-4-20260809-23:47:27-406518,Swarm20,4,4,4,sha3,20,,,,3,1,0.965777,0.041723,1.033491,160,16,enrollment; config=Swarm20
534,Swarm20-4-20260809-23:47:27-406518,Swarm20,4,4,4,sha3,20,,,,4,1,0.949394,0.040321,1.020807,160,16,enrollment; config=Swarm20
535,Swarm20-4-20260809-23:47:27-406518,Swarm20,4,4,4,sha3,20,,,,5,1,0.951098,0.04012,1.015065,160,16,enrollment; config=Swarm20
536,Swarm20-4-20260809-23:47:27-406518,Swarm20,4,4,4,sha3,20,,,,6,1,0.962941,0.035712,1.02201,160,16,enrollment; config=Swarm20
537,Swarm20-4-20260809-23:47:27-406518,Swarm20,4,4,4,sha3,20,,,,7,1,0.98723,0.038196,1.048892,160,16,enrollment; config=Swarm20
538,Swarm20-4-20260809-23:47:27-406518,Swarm20,4,4,4,sha3,20,,,,8,1,0.957029,0.035591,1.016759,160,16,enrollment; config=Swarm20
539,Swarm20-4-20260809-23:47:27-406518,Swarm20,4,4,4,sha3,20,,,,9,1,0.95723,0.03527,1.016568,160,16,enrollment; config=Swarm20
540,Swarm20-4-20260809-23:47:27-406518,Swarm20,4,4,4,sha3,20,,,,10,1,0.959394,0.03522,1.018091,160,16,enrollment; config=Swarm20
541,Swarm20-4-20260809-23:47:27-406518,Swarm20,4,4,4,sha3,20,,,,11,1,0.966809,0.035731,1.025486,160,16,enrollment; config=Swarm20
542,Swarm20-4-20260809-23:47:27-406518,Swarm20,4,4,4,sha3,20,,,,12,1,1.171377,0.042385,1.239082,160,16,enrollment; config=Swarm20
543,Swarm20-4-20260809-23:47:27-406518,Swarm20,4,4,4,sha3,20,,,,13,1,1.033251,0.037084,1.099834,160,16,enrollment; config=Swarm20
544,Swarm20-4-20260809-23:47:27-406518,Swarm20,4,4,4,sha3,20,,,,14,1,0.961669,0.035641,1.025435,160,16,enrollment; config=Swarm20
545,Swarm20-4-20260809-23:47:27-406518,Swarm20,4,4,4,sha3,20,,,,15,1,0.959183,0.035401,1.018743,160,16,enrollment; config=Swarm20
546,Swarm20-4-20260809-23:47:27-406518,Swarm20,4,4,4,sha3,20,,,,16,1,0.963552,0.035211,1.021798,160,16,enrollment; config=Swarm20
547,Swarm20-4-20260809-23:47:27-406518,Swarm20,4,4,4,sha3,20,,,,17,1,0.958322,0.035631,1.015747,160,16,enrollment; config=Swarm20
548,Swarm20-4-20260809-23:47:27-406518,Swarm20,4,4,4,sha3,20,,,,18,1,0.960767,0.035441,1.018061,160,16,enrollment; config=Swarm20
549,Swarm20-4-20260809-23:47:27-406518,Swarm20,4,4,4,sha3,20,,,,19,1,0.951568,0.03519,1.00752,160,16,enrollment; config=Swarm20
550,Swarm20-5-20260809-23:47:28-406518,Swarm20,5,5,5,sha3,20,,,,0,1,0.958933,0.040711,1.030185,160,16,enrollment; config=Swarm20
551,Swarm20-5-20260809-23:47:28-406518,Swarm20,5,5,5,sha3,20,,,,1,1,0.931759,0.036193,0.994424,160,16,enrollment; config=Swarm20
552,Swarm20-5-20260809-23:47:28-406518,Swarm20,5,5,5,sha3,20,,,,2,1,0.944765,0.03504,1.004374,160,16,enrollment; config=Swarm20
553,Swarm20-5-20260809-23:47:28-406518,Swarm20,5,5,5,sha3,20,,,,3,1,0.953372,0.03522,1.01254,160,16,enrollment; config=Swarm20
554,Swarm20-5-20260809-23:47:28-406518,Swarm20,5,5,5,sha3,20,,,,4,1,0.952862,0.034929,1.011508,160,16,enrollment; config=Swarm20
555,Swarm20-5-20260809-23:47:28-406518,Swarm20,5,5,5,sha3,20,,,,5,1,0.953522,0.035732,1.012189,160,16,enrollment; config=Swarm20
556,Swarm20-5-20260809-23:47:28-406518,Swarm20,5,5,5,sha3,20,,,,6,1,0.960075,0.03511,1.018271,160,16,enrollment; config=Swarm20
557,Swarm20-5-20260809-23:47:28-406518,Swarm20,5,5,5,sha3,20,,,,7,1,0.955005,0.03532,1.012991,160,16,enrollment; config=Swarm20
558,Swarm20-5-20260809-23:47:28-406518,Swarm20,5,5,5,sha3,20,,,,8,1,0.950837,0.034899,1.008643,160,16,enrollment; config=Swarm20
559,Swarm20-5-20260809-23:47:28-406518,Swarm20,5,5,5,sha3,20,,,,9,1,0.945015,0.03515,1.00256,160,16,enrollment; config=Swarm20
560,Swarm20-5-20260809-23:47:28-406518,Swarm20,5,5,5,sha3,20,,,,10,1,0.958773,0.03521,1.016408,160,16,enrollment; config=Swarm20
561,Swarm20-5-20260809-23:47:28-406518,Swarm20,5,5,5,sha3,20,,,,11,1,0.966268,0.035691,1.024835,160,16,enrollment; config=Swarm20
562,Swarm20-5-20260809-23:47:28-406518,Swarm20,5,5,5,sha3,20,,,,12,1,0.953683,0.03476,1.01255,160,16,enrollment; config=Swarm20
563,Swarm20-5-20260809-23:47:28-406518,Swarm20,5,5,5,sha3,20,,,,13,1,0.951738,0.034999,1.009855,160,16,enrollment; config=Swarm20
564,Swarm20-5-20260809-23:47:28-406518,Swarm20,5,5,5,sha3,20,,,,14,1,0.955777,0.034749,1.013622,160,16,enrollment; config=Swarm20
565,Swarm20-5-20260809-23:47:28-406518,Swarm20,5,5,5,sha3,20,,,,15,1,0.9575,0.03498,1.014154,160,16,enrollment; config=Swarm20
566,Swarm20-5-20260809-23:47:28-406518,Swarm20,5,5,5,sha3,20,,,,16,1,0.96201,0.033536,1.01732,160,16,enrollment; config=Swarm20
567,Swarm20-5-20260809-23:47:28-406518,Swarm20,5,5,5,sha3,20,,,,17,1,0.931729,0.03496,0.988201,160,16,enrollment; config=Swarm20
568,Swarm20-5-20260809-23:47:28-406518,Swarm20,5,5,5,sha3,20,,,,18,1,0.947981,0.033847,1.003553,160,16,enrollment; config=Swarm20
569,Swarm20-5-20260809-23:47:28-406518,Swarm20,5,5,5,sha3,20,,,,19,1,0.934474,0.033688,0.988632,160,16,enrollment; config=Swarm20
570,Swarm20-6-20260809-23:47:28-406518,Swarm20,6,6,6,sha3,20,,,,0,1,0.956168,0.046973,1.034304,160,16,enrollment; config=Swarm20
571,Swarm20-6-20260809-23:47:28-406518,Swarm20,6,6,6,sha3,20,,,,1,1,0.953653,0.035691,1.015886,160,16,enrollment; config=Swarm20
572,Swarm20-6-20260809-23:47:28-406518,Swarm20,6,6,6,sha3,20,,,,2,1,0.98233,0.040832,1.051488,160,16,enrollment; config=Swarm20
573,Swarm20-6-20260809-23:47:28-406518,Swarm20,6,6,6,sha3,20,,,,3,1,0.957691,0.035611,1.026007,160,16,enrollment; config=Swarm20
574,Swarm20-6-20260809-23:47:28-406518,Swarm20,6,6,6,sha3,20,,,,4,1,0.968072,0.036543,1.030727,160,16,enrollment; config=Swarm20
575,Swarm20-6-20260809-23:47:28-406518,Swarm20,6,6,6,sha3,20,,,,5,1,0.955507,0.03537,1.015406,160,16,enrollment; config=Swarm20
576,Swarm20-6-20260809-23:47:28-406518,Swarm20,6,6,6,sha3,20,,,,6,1,0.963041,0.035331,1.02234,160,16,enrollment; config=Swarm20
577,Swarm20-6-20260809-23:47:28-406518,Swarm20,6,6,6,sha3,20,,,,7,1,0.962691,0.03523,1.020256,160,16,enrollment; config=Swarm20
578,Swarm20-6-20260809-23:47:28-406518,Swarm20,6,6,6,sha3,20,,,,8,1,0.982932,0.037324,1.04276,160,16,enrollment; config=Swarm20
579,Swarm20-6-20260809-23:47:28-406518,Swarm20,6,6,6,sha3,20,,,,9,1,0.969434,0.042335,1.035616,160,16,enrollment; config=Swarm20
580,Swarm20-6-20260809-23:47:28-406518,Swarm20,6,6,6,sha3,20,,,,10,1,0.958141,0.035029,1.018953,160,16,enrollment; config=Swarm20
581,Swarm20-6-20260809-23:47:28-406518,Swarm20,6,6,6,sha3,20,,,,11,1,0.969534,0.035631,1.028913,160,16,enrollment; config=Swarm20
582,Swarm20-6-20260809-23:47:28-406518,Swarm20,6,6,6,sha3,20,,,,12,1,0.958793,0.035,1.017189,160,16,enrollment; config=Swarm20
583,Swarm20-6-20260809-23:47:28-406518,Swarm20,6,6,6,sha3,20,,,,13,1,0.963462,0.042525,1.032811,160,16,enrollment; config=Swarm20
584,Swarm20-6-20260809-23:47:28-406518,Swarm20,6,6,6,sha3,20,,,,14,1,1.210004,0.041292,1.287058,160,16,enrollment; config=Swarm20
585,Swarm20-6-20260809-23:47:28-406518,Swarm20,6,6,6,sha3,20,,,,15,1,0.961959,0.03506,1.023011,160,16,enrollment; config=Swarm20
586,Swarm20-6-20260809-23:47:28-406518,Swarm20,6,6,6,sha3,20,,,,16,1,0.963252,0.035491,1.02254,160,16,enrollment; config=Swarm20
587,Swarm20-6-20260809-23:47:28-406518,Swarm20,6,6,6,sha3,20,,,,17,1,0.962901,0.03519,1.021057,160,16,enrollment; config=Swarm20
588,Swarm20-6-20260809-23:47:28-406518,Swarm20,6,6,6,sha3,20,,,,18,1,0.968973,0.035792,1.026508,160,16,enrollment; config=Swarm20
589,Swarm20-6-20260809-23:47:28-406518,Swarm20,6,6,6,sha3,20,,,,19,1,0.95726,0.03528,1.014644,160,16,enrollment; config=Swarm20
590,Swarm20-7-20260809-23:47:28-406518,Swarm20,7,7,7,sha3,20,,,,0,1,0.957921,0.04005,1.028572,160,16,enrollment; config=Swarm20
591,Swarm20-7-20260809-23:47:28-406518,Swarm20,7,7,7,sha3,20,,,,1,1,0.955557,0.035711,1.01748,160,16,enrollment; config=Swarm20
592,Swarm20-7-20260809-23:47:28-406518,Swarm20,7,7,7,sha3,20,,,,2,1,0.93735,0.03495,0.99726,160,16,enrollment; config=Swarm20
593,Swarm20-7-20260809-23:47:28-406518,Swarm20,7,7,7,sha3,20,,,,3,1,0.954033,0.03512,1.012871,160,16,enrollment; config=Swarm20
594,Swarm20-7-20260809-23:47:28-406518,Swarm20,7,7,7,sha3,20,,,,4,1,0.952961,0.03508,1.011388,160,16,enrollment; config=Swarm20
595,Swarm20-7-20260809-23:47:28-406518,Swarm20,7,7,7,sha3,20,,,,5,1,0.954895,0.03503,1.012861,160,16,enrollment; config=Swarm20
596,Swarm20-7-20260809-23:47:28-406518,Swarm20,7,7,7,sha3,20,,,,6,1,0.974224,0.035741,1.033742,160,16,enrollment; config=Swarm20
597,Swarm20-7-20260809-23:47:28-406518,Swarm20,7,7,7,sha3,20,,,,7,1,0.953994,0.034849,1.013082,160,16,enrollment; config=Swarm20
598,Swarm20-7-20260809-23:47:28-406518,Swarm20,7,7,7,sha3,20,,,,8,1,0.946408,0.03492,1.005175,160,16,enrollment; config=Swarm20
599,Swarm20-7-20260809-23:47:28-406518,Swarm20,7,7,7,sha3,20,,,,9,1,0.95734,0.03497,1.014705,160,16,enrollment; config=Swarm20
600,Swarm20-7-20260809-23:47:28-406518,Swarm20,7,7,7,sha3,20,,,,10,1,0.948132,0.03486,1.006267,160,16,enrollment; config=Swarm20
601,Swarm20-7-20260809-23:47:28-406518,Swarm20,7,7,7,sha3,20,,,,11,1,0.960306,0.03528,1.018182,160,16,enrollment; config=Swarm20
602,Swarm20-7-20260809-23:47:28-406518,Swarm20,7,7,7,sha3,20,,,,12,1,0.94208,0.035721,1.001057,160,16,enrollment; config=Swarm20
603,Swarm20-7-20260809-23:47:28-406518,Swarm20,7,7,7,sha3,20,,,,13,1,0.949415,0.03532,1.007541,160,16,enrollment; config=Swarm20
604,Swarm20-7-20260809-23:47:28-406518,Swarm20,7,7,7,sha3,20,,,,14,1,0.950958,0.034649,1.008081,160,16,enrollment; config=Swarm20
605,Swarm20-7-20260809-23:47:28-406518,Swarm20,7,7,7,sha3,20,,,,15,1,0.959154,0.034899,1.015597,160,16,enrollment; config=Swarm20
606,Swarm20-7-20260809-23:47:28-406518,Swarm20,7,7,7,sha3,20,,,,16,1,0.949625,0.036412,1.008712,160,16,enrollment; config=Swarm20
607,Swarm20-7-20260809-23:47:28-406518,Swarm20,7,7,7,sha3,20,,,,17,1,0.953863,0.035311,1.012219,160,16,enrollment; config=Swarm20
608,Swarm20-7-20260809-23:47:28-406518,Swarm20,7,7,7,sha3,20,,,,18,1,0.958292,0.03503,1.015877,160,16,enrollment; config=Swarm20
609,Swarm20-7-20260809-23:47:28-406518,Swarm20,7,7,7,sha3,20,,,,19,1,0.983562,0.041513,1.047389,160,16,enrollment; config=Swarm20
610,Swarm20-8-20260809-23:47:28-406518,Swarm20,8,8,8,sha3,20,,,,0,1,0.955115,0.040682,1.026858,160,16,enrollment; config=Swarm20
611,Swarm20-8-20260809-23:47:28-406518,Swarm20,8,8,8,sha3,20,,,,1,1,0.956609,0.03523,1.018622,160,16,enrollment; config=Swarm20
612,Swarm20-8-20260809-23:47:28-406518,Swarm20,8,8,8,sha3,20,,,,2,1,0.945526,0.033717,1.004705,160,16,enrollment; config=Swarm20
613,Swarm20-8-20260809-23:47:28-406518,Swarm20,8,8,8,sha3,20,,,,3,1,0.951869,0.03506,1.010256,160,16,enrollment; config=Swarm20
614,Swarm20-8-20260809-23:47:28-406518,Swarm20,8,8,8,sha3,20,,,,4,1,0.95228,0.0352,1.011347,160,16,enrollment; config=Swarm20
615,Swarm20-8-20260809-23:47:28-406518,Swarm20,8,8,8,sha3,20,,,,5,1,1.002891,0.035511,1.060877,160,16,enrollment; config=Swarm20
616,Swarm20-8-20260809-23:47:28-406518,Swarm20,8,8,8,sha3,20,,,,6,1,0.958924,0.036402,1.019655,160,16,enrollment; config=Swarm20
617,Swarm20-8-20260809-23:47:28-406518,Swarm20,8,8,8,sha3,20,,,,7,1,0.961589,0.03515,1.019865,160,16,enrollment; config=Swarm20
618,Swarm20-8-20260809-23:47:28-406518,Swarm20,8,8,8,sha3,20,,,,8,1,0.958833,0.035561,1.018412,160,16,enrollment; config=Swarm20
619,Swarm20-8-20260809-23:47:28-406518,Swarm20,8,8,8,sha3,20,,,,9,1,0.956879,0.035862,1.015206,160,16,enrollment; config=Swarm20
620,Swarm20-8-20260809-23:47:28-406518,Swarm20,8,8,8,sha3,20,,,,10,1,0.955407,0.03525,1.013903,160,16,enrollment; config=Swarm20
621,Swarm20-8-20260809-23:47:28-406518,Swarm20,8,8,8,sha3,20,,,,11,1,0.954034,0.035481,1.011668,160,16,enrollment; config=Swarm20
622,Swarm20-8-20260809-23:47:28-406518,Swarm20,8,8,8,sha3,20,,,,12,1,0.956919,0.034669,1.014314,160,16,enrollment; config=Swarm20
623,Swarm20-8-20260809-23:47:28-406518,Swarm20,8,8,8,sha3,20,,,,13,1,1.310505,0.042264,1.377247,160,16,enrollment; config=Swarm20
624,Swarm20-8-20260809-23:47:28-406518,Swarm20,8,8,8,sha3,20,,,,14,1,0.951849,0.040881,1.029454,160,16,enrollment; config=Swarm20
625,Swarm20-8-20260809-23:47:28-406518,Swarm20,8,8,8,sha3,20,,,,15,1,0.968483,0.035441,1.030186,160,16,enrollment; config=Swarm20
626,Swarm20-8-20260809-23:47:28-406518,Swarm20,8,8,8,sha3,20,,,,16,1,0.965356,0.03507,1.024334,160,16,enrollment; config=Swarm20
627,Swarm20-8-20260809-23:47:28-406518,Swarm20,8,8,8,sha3,20,,,,17,1,0.954084,0.034649,1.011337,160,16,enrollment; config=Swarm20
628,Swarm20-8-20260809-23:47:28-406518,Swarm20,8,8,8,sha3,20,,,,18,1,0.953703,0.03497,1.012059,160,16,enrollment; config=Swarm20
629,Swarm20-8-20260809-23:47:28-406518,Swarm20,8,8,8,sha3,20,,,,19,1,0.949605,0.03497,1.006469,160,16,enrollment; config=Swarm20
630,Swarm20-9-20260809-23:47:28-406518,Swarm20,9,9,9,sha3,20,,,,0,1,0.958091,0.040902,1.030065,160,16,enrollment; config=Swarm20
631,Swarm20-9-20260809-23:47:28-406518,Swarm20,9,9,9,sha3,20,,,,1,1,0.955717,0.036472,1.018613,160,16,enrollment; config=Swarm20
632,Swarm20-9-20260809-23:47:28-406518,Swarm20,9,9,9,sha3,20,,,,2,1,0.953863,0.038476,1.01775,160,16,enrollment; config=Swarm20
633,Swarm20-9-20260809-23:47:28-406518,Swarm20,9,9,9,sha3,20,,,,3,1,0.949695,0.035701,1.009174,160,16,enrollment; config=Swarm20
634,Swarm20-9-20260809-23:47:28-406518,Swarm20,9,9,9,sha3,20,,,,4,1,0.951639,0.034809,1.010506,160,16,enrollment; config=Swarm20
635,Swarm20-9-20260809-23:47:28-406518,Swarm20,9,9,9,sha3,20,,,,5,1,0.951709,0.03484,1.009474,160,16,enrollment; config=Swarm20
636,Swarm20-9-20260809-23:47:28-406518,Swarm20,9,9,9,sha3,20,,,,6,1,0.940396,0.033677,0.996508,160,16,enrollment; config=Swarm20
637,Swarm20-9-20260809-23:47:28-406518,Swarm20,9,9,9,sha3,20,,,,7,1,0.921789,0.033557,0.97727,160,16,enrollment; config=Swarm20
638,Swarm20-9-20260809-23:47:28-406518,Swarm20,9,9,9,sha3,20,,,,8,1,0.919084,0.033597,0.975206,160,16,enrollment; config=Swarm20
639,Swarm20-9-20260809-23:47:28-406518,Swarm20,9,9,9,sha3,20,,,,9,1,0.916398,0.037926,0.975756,160,16,enrollment; config=Swarm20
640,Swarm20-9-20260809-23:47:28-406518,Swarm20,9,9,9,sha3,20,,,,10,1,0.954094,0.038326,1.014795,160,16,enrollment; config=Swarm20
641,Swarm20-9-20260809-23:47:28-406518,Swarm20,9,9,9,sha3,20,,,,11,1,0.941879,0.037094,1.000246,160,16,enrollment; config=Swarm20
642,Swarm20-9-20260809-23:47:28-406518,Swarm20,9,9,9,sha3,20,,,,12,1,0.932721,0.038056,0.99254,160,16,enrollment; config=Swarm20
